Unnamed: 0,id,rank,last_name,first_name,points,year,country,height,weight,age,career_len,event_count,avg_points,t-1,t-2,t-3,t-4,t-5,t-6,t-7
2504,6513,39,Durif,Charlotte,16.0,2015,FRA,,,25.0,9,1,16.0,38.0,51.0,37.55555555555556,34.7,36.833333333333336,29.666666666666668,40.0
2555,12429,41,Shimizu,Natsuko,16.0,2015,JPN,,,16.0,0,1,16.0,,,,,,,
2071,10957,43,Ring,Alina,15.0,2015,SUI,,,17.0,1,2,7.5,2.3333333333333335,,,,,,
604,10489,45,Thompson-Smith,Molly,14.0,2015,GBR,,,18.0,2,2,7.0,3.0,4.0,,,,,
2090,14157,44,BAIMA,YuZhen,14.0,2015,CHN,,,21.0,0,1,14.0,,,,,,,
1188,10328,47,Kümin,Andrea,13.0,2015,SUI,,,18.0,2,2,6.5,2.6666666666666665,12.0,,,,,
2518,11948,46,Gollo,Asja,13.0,2015,ITA,,,16.0,0,4,3.25,,,,,,,
2568,12518,48,PUBU,ZhuoMa,12.0,2015,CHN,,,20.0,0,1,12.0,,,,,,,
905,11767,50,Hulliger,Michelle,10.0,2015,SUI,,,16.0,0,3,3.3333333333333335,,,,,,,
2240,51759,49,Holfeld,Johanna,10.0,2015,GER,,,16.0,0,1,10.0,,,,,,,
1627,9527,51,Berthier,Nolwen,9.0,2015,FRA,,,22.0,1,4,2.25,2.5,,,,,,
2893,8413,52,Terenteva,Galina,9.0,2015,RUS,,,26.0,8,2,4.5,1.5,0.5,10.333333333333334,5.0,22.0,4.0,
2901,7661,53,Söderlund,Matilda,8.0,2015,SWE,,,23.0,4,1,8.0,28.333333333333332,8.0,,,,,
2904,10275,54,Meke,Veronika,6.0,2015,SLO,,,19.0,0,1,6.0,,,,,,,
740,11809,56,Doumont,Heloïse,3.0,2015,BEL,,,17.0,1,4,0.75,2.0,,,,,,
2905,9439,57,Sandbu,Maria Davies,3.0,2015,NOR,,,23.0,4,1,3.0,1.0,18.0,,,,,
2908,9684,58,Clostermann,Chiara Maria,2.0,2015,GER,,,22.0,0,3,0.6666666666666666,,,,,,,
2055,9191,60,RENQING,LaMu,1.0,2015,CHN,,,25.0,5,2,0.5,14.0,24.0,24.0,15.333333333333334,10.0,,
2909,13223,59,Kim Theisen,Michelle,1.0,2015,DEN,,,24.0,0,1,1.0,,,,,,,
562,5983,1,KIM,Jain,607.0,2014,KOR,153.0,42.0,26.0,10,8,75.875,78.125,68.55555555555556,75.66666666666667,83.33333333333333,59.0,21.25,47.75
1727,8955,3,Röck,Magdalena,501.0,2014,AUT,158.0,49.0,20.0,4,8,62.625,46.75,35.888888888888886,41.333333333333336,4.5,,,
718,9867,4,Verhoeven,Anak,447.0,2014,BEL,163.0,,18.0,2,8,55.875,42.4,14.5,,,,,
1603,9077,5,Janicot,Hélène,324.0,2014,FRA,165.0,,21.0,5,8,40.5,42.5,46.888888888888886,21.6,33.666666666666664,8.0,,
754,8896,6,Posch,Katharina,281.0,2014,AUT,169.0,55.0,20.0,4,8,35.125,32.375,32.22222222222222,43.8,40.5,,,
3150,3482,7,Vidmar,Maja,265.0,2014,SLO,,,29.0,12,6,44.166666666666664,28.5,39.285714285714285,53.5,36.166666666666664,56.0,86.25,79.25
1635,7576,8,Fakhritdinova,Dinara,237.0,2014,RUS,,,22.0,6,8,29.625,50.57142857142857,40.5,21.0,32.5,14.0,18.0,
2485,5254,9,Kobayashi,Yuka,236.0,2014,JPN,156.0,,27.0,10,7,33.714285714285715,20.375,25.75,7.5,33.166666666666664,38.666666666666664,28.5,40.0
532,6326,10,Noguchi,Akiyo,210.0,2014,JPN,165.0,49.0,25.0,9,4,52.5,50.166666666666664,49.0,49.0,50.5,45.0,48.0,17.666666666666668
852,9212,11,Ota,Risa,205.0,2014,JPN,,,21.0,4,7,29.285714285714285,35.333333333333336,18.0,28.0,8.666666666666666,,,
2506,6513,12,Durif,Charlotte,190.0,2014,FRA,,,24.0,8,5,38.0,51.0,37.55555555555556,34.7,36.833333333333336,29.666666666666668,40.0,37.875
595,9970,13,Pilz,Jessica,168.0,2014,AUT,163.0,52.0,18.0,2,4,42.0,32.333333333333336,15.0,,,,,
1708,8196,14,van Bergen,Nikki,149.0,2014,NED,,,22.0,6,8,18.625,25.75,11.666666666666666,5.666666666666667,4.0,6.0,10.0,
639,5629,15,Schranz,Christine,142.0,2014,AUT,,,26.0,8,7,20.285714285714285,24.5,35.0,20.0,25.0,15.4,15.8,14.0
2266,9097,16,Oda,Momoka,131.0,2014,JPN,154.0,54.0,20.0,4,4,32.75,61.375,61.42857142857143,53.4,31.4,,,
2524,1030,17,Bacher,Barbara,117.0,2014,AUT,159.0,48.0,32.0,15,7,16.714285714285715,21.875,17.0,29.11111111111111,21.333333333333332,15.666666666666666,27.0,25.0
1593,9731,19,Onoe,Aya,103.0,2014,JPN,,,19.0,3,3,34.333333333333336,24.0,13.25,6.0,,,,
1652,9317,20,Becerra,Mathilde,101.0,2014,FRA,159.0,46.0,23.0,3,4,25.25,13.8,10.75,,,,,
704,11397,21,Tajima,Aika,79.0,2014,JPN,,,16.0,0,3,26.333333333333332,,,,,,,
2067,9538,22,Fredman,Netta,78.0,2014,ISR,,,19.0,1,6,13.0,2.5,,,,,,
673,9984,23,Chanourdie,Julia,73.0,2014,FRA,,,18.0,2,4,18.25,15.0,3.3333333333333335,,,,,
801,9985,24,Romain,Salomé,70.0,2014,FRA,,,18.0,2,3,23.333333333333332,22.25,4.5,,,,,
2076,9673,25,Miller,Delaney,63.0,2014,USA,165.0,45.0,19.0,3,2,31.5,18.0,22.0,,,,,
2670,6219,26,Dufraisse,Alizée,62.0,2014,FRA,,,27.0,11,3,20.666666666666668,16.0,21.166666666666668,31.4,36.0,5.0,40.0,
2096,1179,27,Lavarda,Jenny,60.0,2014,ITA,,,30.0,14,4,15.0,23.0,17.11111111111111,21.428571428571427,14.0,14.5,13.5,29.333333333333332
1070,9472,28,Kadic,Katja,44.0,2014,SLO,,,19.0,1,4,11.0,5.666666666666667,,,,,,
1699,10619,29,YOSHIMURA ,Moe,42.0,2014,JPN,,,17.0,1,2,21.0,20.0,,,,,,
3167,9765,30,Mizuguchi,Tsukasa,27.0,2014,JPN,,,20.0,2,2,13.5,9.0,,,,,,
1585,10385,31,Schubert,Hannah,25.0,2014,AUT,,,17.0,0,2,12.5,,,,,,,
1615,11375,32,Buhrfeind,Claire,24.0,2014,USA,,,16.0,0,1,24.0,,,,,,,
3169,11184,33,Cho,Haimi,23.0,2014,KOR,160.0,45.0,18.0,2,2,11.5,18.0,10.0,,,,,
710,10826,34,Kalan,Tjasa,22.0,2014,SLO,,,18.0,2,1,22.0,20.0,1.0,,,,,
885,9266,35,SA,Sol,22.0,2014,KOR,164.0,51.0,20.0,4,1,22.0,15.666666666666666,4.0,14.666666666666666,18.0,,,
2883,8878,36,Stotz,Rebekka,22.0,2014,SUI,,,22.0,4,3,7.333333333333333,21.75,10.0,12.25,5.0,,,
3173,6076,37,Brumagne,Mathilde,21.0,2014,BEL,,,25.0,8,2,10.5,24.285714285714285,34.25,36.5,38.25,3.75,9.5,6.0
2560,10611,39,Niu,Di,20.0,2014,CHN,,,18.0,0,1,20.0,,,,,,,
3012,11171,38,Kim,Seunghyun,20.0,2014,KOR,163.0,48.0,17.0,1,4,5.0,14.0,,,,,,
876,10003,41,Ghisolfi,Claudia,19.0,2014,ITA,,,18.0,1,4,4.75,8.333333333333334,,,,,,
2520,10919,40,Amoros,Solène,19.0,2014,FRA,,,17.0,0,3,6.333333333333333,,,,,,,
2084,11187,42,Kim,Minseon,18.0,2014,KOR,153.0,42.0,17.0,1,2,9.0,10.0,,,,,,
3181,10568,43,Kim,Solah,16.0,2014,KOR,154.0,46.0,19.0,2,1,16.0,20.0,6.0,,,,,
2057,9191,44,RENQING,LaMu,14.0,2014,CHN,,,24.0,4,1,14.0,24.0,24.0,15.333333333333334,10.0,,,
3016,7461,45,Tunyavanich,Puntarika,14.0,2014,THA,155.0,45.0,24.0,0,1,14.0,,,,,,,
605,10489,48,Thompson-Smith,Molly,12.0,2014,GBR,,,17.0,1,4,3.0,4.0,,,,,,
3184,13051,46,Hwang,Mihyeon,12.0,2014,KOR,160.0,48.0,45.0,0,1,12.0,,,,,,,
3185,13028,47,Miura,Erina,12.0,2014,JPN,,,19.0,0,1,12.0,,,,,,,
867,9239,49,Hafsaas,Tina Johnsen,11.0,2014,NOR,,,20.0,3,3,3.6666666666666665,11.4,3.0,7.0,,,,
1577,9756,50,Hily,Manon,10.0,2014,FRA,,,20.0,1,2,5.0,6.0,,,,,,
2501,9994,51,Kamin,Rebeka,10.0,2014,SLO,,,18.0,0,1,10.0,,,,,,,
2715,12317,52,Nishikori,Misato,10.0,2014,JPN,,,16.0,0,1,10.0,,,,,,,
3186,8753,53,Chiu,"Chi-Heng, Sharon",9.0,2014,HKG,,,30.0,0,1,9.0,,,,,,,
3188,10281,54,Samoilina,Anastasiia,9.0,2014,RUS,,,19.0,2,3,3.0,12.0,19.0,,,,,
663,12039,57,Nonaka,Miho,8.0,2014,JPN,162.0,53.0,17.0,1,1,8.0,3.6,,,,,,
1189,10328,56,Kümin,Andrea,8.0,2014,SUI,,,17.0,1,3,2.6666666666666665,12.0,,,,,,
2277,10519,58,Raksachat,Pratthana,8.0,2014,THA,,,19.0,0,1,8.0,,,,,,,
3010,10515,59,Späte,Jara,8.0,2014,SUI,,,17.0,0,1,8.0,,,,,,,
3191,12157,55,Korherr,Solveig,8.0,2014,GER,,,16.0,0,2,4.0,,,,,,,
838,6457,60,Choong,Katherine,7.0,2014,SUI,,,22.0,5,3,2.3333333333333335,13.0,12.333333333333334,2.5,4.333333333333333,,,
2072,10957,62,Ring,Alina,7.0,2014,SUI,,,16.0,0,3,2.3333333333333335,,,,,,,
3192,13029,61,Harada,Asami,7.0,2014,JPN,,,18.0,0,1,7.0,,,,,,,
772,10067,65,Hiroshige,Yuki,6.0,2014,JPN,,,19.0,0,1,6.0,,,,,,,
2092,11030,63,Cuypers,Celine,6.0,2014,BEL,,,16.0,0,3,2.0,,,,,,,
2562,10001,64,Ebner,Andrea,6.0,2014,ITA,,,18.0,2,2,3.0,3.0,3.5,,,,,
3193,10731,66,Syarifah ,Abdul Rohma,6.0,2014,INA,,,21.0,3,1,6.0,5.0,15.0,,,,,
1129,9190,68,JIANG,Rong,5.0,2014,CHN,,,20.0,3,1,5.0,12.0,14.0,10.75,,,,
1628,9527,67,Berthier,Nolwen,5.0,2014,FRA,,,21.0,0,2,2.5,,,,,,,
2293,10127,70,Tomas,Watchareewan,5.0,2014,THA,,,18.0,0,1,5.0,,,,,,,
3197,10066,69,Osawa,Sakiko,5.0,2014,JPN,,,23.0,2,1,5.0,6.0,,,,,,
3199,9423,71,Kim,Hyojung,4.0,2014,KOR,,,39.0,2,1,4.0,9.0,2.0,,,,,
3203,9471,72,Lenardic,Jera,4.0,2014,SLO,,,19.0,3,2,2.0,9.0,3.0,,,,,
3206,10068,73,Matsushima,Yuki,4.0,2014,JPN,,,27.0,0,1,4.0,,,,,,,
3209,10089,74,RenZeng,WangMu,4.0,2014,CHN,,,23.0,3,1,4.0,18.0,16.0,18.0,,,,
2894,8413,78,Terenteva,Galina,3.0,2014,RUS,,,25.0,7,2,1.5,0.5,10.333333333333334,5.0,22.0,4.0,,
3215,12814,75,Messer,Melanie,3.0,2014,USA,,,25.0,0,1,3.0,,,,,,,
3216,10167,76,Plypoolsup,Pankaew,3.0,2014,THA,,,18.0,0,1,3.0,,,,,,,
3217,8644,77,Rosero,Carolina,3.0,2014,ECU,,,21.0,0,1,3.0,,,,,,,
741,11809,79,Doumont,Heloïse,2.0,2014,BEL,,,16.0,0,1,2.0,,,,,,,
3219,13049,80,Nam,Eunkyung,2.0,2014,KOR,163.0,46.0,20.0,0,1,2.0,,,,,,,
3220,51120,81,Rauberger,Sophie,2.0,2014,GER,,,16.0,0,1,2.0,,,,,,,
687,10888,82,Fiser,Julia,1.0,2014,AUT,,,17.0,0,1,1.0,,,,,,,
3221,13050,83,Jeon,Jiyeon,1.0,2014,KOR,162.0,52.0,17.0,0,1,1.0,,,,,,,
3222,10349,84,Mingolla,Federica,1.0,2014,ITA,,,20.0,1,4,0.25,0.25,,,,,,
563,5983,1,KIM,Jain,625.0,2013,KOR,153.0,42.0,25.0,9,8,78.125,68.55555555555556,75.66666666666667,83.33333333333333,59.0,21.25,47.75,33.5
2268,9097,3,Oda,Momoka,491.0,2013,JPN,154.0,54.0,19.0,3,8,61.375,61.42857142857143,53.4,31.4,,,,
1728,8955,4,Röck,Magdalena,374.0,2013,AUT,158.0,49.0,19.0,3,8,46.75,35.888888888888886,41.333333333333336,4.5,,,,
1637,7576,5,Fakhritdinova,Dinara,354.0,2013,RUS,,,21.0,5,7,50.57142857142857,40.5,21.0,32.5,14.0,18.0,,
1604,9077,6,Janicot,Hélène,340.0,2013,FRA,165.0,,20.0,4,8,42.5,46.888888888888886,21.6,33.666666666666664,8.0,,,
534,6326,7,Noguchi,Akiyo,301.0,2013,JPN,165.0,49.0,24.0,8,6,50.166666666666664,49.0,49.0,50.5,45.0,48.0,17.666666666666668,27.0
756,8896,8,Posch,Katharina,259.0,2013,AUT,169.0,55.0,19.0,3,8,32.375,32.22222222222222,43.8,40.5,,,,
719,9867,9,Verhoeven,Anak,212.0,2013,BEL,163.0,,17.0,1,5,42.4,14.5,,,,,,
1709,8196,10,van Bergen,Nikki,206.0,2013,NED,,,21.0,5,8,25.75,11.666666666666666,5.666666666666667,4.0,6.0,10.0,,
2526,1030,11,Bacher,Barbara,175.0,2013,AUT,159.0,48.0,31.0,14,8,21.875,17.0,29.11111111111111,21.333333333333332,15.666666666666666,27.0,25.0,30.9
3174,6076,12,Brumagne,Mathilde,170.0,2013,BEL,,,24.0,7,7,24.285714285714285,34.25,36.5,38.25,3.75,9.5,6.0,
2487,5254,13,Kobayashi,Yuka,163.0,2013,JPN,156.0,,26.0,9,8,20.375,25.75,7.5,33.166666666666664,38.666666666666664,28.5,40.0,33.857142857142854
2098,1179,15,Lavarda,Jenny,115.0,2013,ITA,,,29.0,13,5,23.0,17.11111111111111,21.428571428571427,14.0,14.5,13.5,29.333333333333332,19.555555555555557
3151,3482,16,Vidmar,Maja,114.0,2013,SLO,,,28.0,11,4,28.5,39.285714285714285,53.5,36.166666666666664,56.0,86.25,79.25,56.1
853,9212,17,Ota,Risa,106.0,2013,JPN,,,20.0,3,3,35.333333333333336,18.0,28.0,8.666666666666666,,,,
3676,6324,18,Chereshneva,Yana,99.0,2013,RUS,,,24.0,8,4,24.75,17.0,39.666666666666664,30.0,31.666666666666668,32.5,30.428571428571427,35.5
596,9970,19,Pilz,Jessica,97.0,2013,AUT,163.0,52.0,17.0,1,3,32.333333333333336,15.0,,,,,,
802,9985,20,Romain,Salomé,89.0,2013,FRA,,,17.0,1,4,22.25,4.5,,,,,,
3694,8302,21,Sustersic,Tina,88.0,2013,SLO,,,20.0,2,6,14.666666666666666,2.5,5.5,,,,,
2885,8878,22,Stotz,Rebekka,87.0,2013,SUI,,,21.0,3,4,21.75,10.0,12.25,5.0,,,,
1904,5244,23,Saurwein,Katharina,82.0,2013,AUT,160.0,52.0,26.0,10,5,16.4,26.0,18.0,10.0,32.5,29.25,28.166666666666668,32.111111111111114
868,9239,24,Hafsaas,Tina Johnsen,57.0,2013,NOR,,,19.0,2,5,11.4,3.0,7.0,,,,,
2508,6513,25,Durif,Charlotte,51.0,2013,FRA,,,23.0,7,1,51.0,37.55555555555556,34.7,36.833333333333336,29.666666666666668,40.0,37.875,39.5
1595,9731,26,Onoe,Aya,48.0,2013,JPN,,,18.0,2,2,24.0,13.25,6.0,,,,,
887,9266,27,SA,Sol,47.0,2013,KOR,164.0,51.0,19.0,3,3,15.666666666666666,4.0,14.666666666666666,18.0,,,,
839,6457,28,Choong,Katherine,39.0,2013,SUI,,,21.0,4,3,13.0,12.333333333333334,2.5,4.333333333333333,,,,
3697,7077,29,Stütz,Christina,37.0,2013,AUT,,,22.0,2,5,7.4,7.8,7.833333333333333,,,,,
3700,6366,30,Sigrist,Manuela,34.0,2013,SUI,,,21.0,3,5,6.8,6.0,12.0,,,,,
3703,8762,31,Serrière,Julia,31.0,2013,FRA,,,20.0,3,1,31.0,17.666666666666668,10.5,,,,,
877,10003,32,Ghisolfi,Claudia,25.0,2013,ITA,,,17.0,0,3,8.333333333333334,,,,,,,
1131,9190,33,JIANG,Rong,24.0,2013,CHN,,,19.0,2,2,12.0,14.0,10.75,,,,,
2059,9191,34,RENQING,LaMu,24.0,2013,CHN,,,23.0,3,1,24.0,24.0,15.333333333333334,10.0,,,,
3189,10281,35,Samoilina,Anastasiia,24.0,2013,RUS,,,18.0,1,2,12.0,19.0,,,,,,
3706,6696,36,Szekely,Andrea Brigitta,22.0,2013,HUN,,,24.0,6,2,11.0,6.666666666666667,3.5,20.5,5.166666666666667,,,
711,10826,37,Kalan,Tjasa,20.0,2013,SLO,,,17.0,1,1,20.0,1.0,,,,,,
1700,10619,40,YOSHIMURA ,Moe,20.0,2013,JPN,,,16.0,0,1,20.0,,,,,,,
3182,10568,38,Kim,Solah,20.0,2013,KOR,154.0,46.0,18.0,1,1,20.0,6.0,,,,,,
3714,5853,39,Tolokonina,Maria,20.0,2013,RUS,,,26.0,0,1,20.0,,,,,,,
3715,10615,41,Gilemkhanova,Dana,19.0,2013,RUS,,,17.0,0,2,9.5,,,,,,,
665,12039,44,Nonaka,Miho,18.0,2013,JPN,162.0,53.0,16.0,0,5,3.6,,,,,,,
1670,8428,46,Tsyganova,Anna,18.0,2013,RUS,166.0,,20.0,0,1,18.0,,,,,,,
3171,11184,42,Cho,Haimi,18.0,2013,KOR,160.0,45.0,17.0,1,1,18.0,10.0,,,,,,
3204,9471,43,Lenardic,Jera,18.0,2013,SLO,,,18.0,2,2,9.0,3.0,,,,,,
3211,10089,45,RenZeng,WangMu,18.0,2013,CHN,,,22.0,2,1,18.0,16.0,18.0,,,,,
1072,9472,47,Kadic,Katja,17.0,2013,SLO,,,18.0,0,3,5.666666666666667,,,,,,,
3716,7579,48,Golovina,Alexandra,16.0,2013,RUS,,,21.0,0,1,16.0,,,,,,,
674,9984,49,Chanourdie,Julia,15.0,2013,FRA,,,17.0,1,1,15.0,3.3333333333333335,,,,,,
3014,11171,51,Kim,Seunghyun,14.0,2013,KOR,163.0,48.0,16.0,0,1,14.0,,,,,,,
3717,1233,50,Belomestnova,Maria,14.0,2013,RUS,,,31.0,0,1,14.0,,,,,,,
3719,8787,52,PAN,Xuhua,14.0,2013,CHN,,,24.0,5,1,14.0,20.0,12.666666666666666,11.0,7.0,,,
1190,10328,54,Kümin,Andrea,12.0,2013,SUI,,,16.0,0,1,12.0,,,,,,,
3727,9837,53,Baehr,Hannah,12.0,2013,GER,,,17.0,1,3,4.0,4.75,,,,,,
3729,9196,55,Song,Hannarai,12.0,2013,KOR,,,21.0,3,3,4.0,4.0,18.0,6.666666666666667,,,,
3733,8984,56,Stepanova,Nataliia,12.0,2013,RUS,,,20.0,0,1,12.0,,,,,,,
2086,11187,57,Kim,Minseon,10.0,2013,KOR,153.0,42.0,16.0,0,1,10.0,,,,,,,
624,9956,58,Kazbekova,Ievgeniia,9.0,2013,UKR,,,17.0,1,2,4.5,4.666666666666667,,,,,,
3200,9423,59,Kim,Hyojung,9.0,2013,KOR,,,38.0,1,1,9.0,2.0,,,,,,
3734,8979,60,Novitskaia,Ekaterina,9.0,2013,RUS,,,21.0,0,2,4.5,,,,,,,
3735,10158,61,Jeong,Jihyeon,8.0,2013,KOR,151.0,49.0,37.0,3,1,8.0,5.0,,,,,,
3737,12411,62,Bezborodova,Natalia,7.0,2013,RUS,,,23.0,0,1,7.0,,,,,,,
3738,12405,63,Choi,Hanbin,7.0,2013,KOR,154.0,47.0,17.0,0,1,7.0,,,,,,,
1579,9756,64,Hily,Manon,6.0,2013,FRA,,,19.0,0,1,6.0,,,,,,,
3739,12404,65,Lee,Hyunsook,6.0,2013,KOR,148.0,41.0,51.0,0,1,6.0,,,,,,,
3740,10742,66,Tiripa,Ana,6.0,2013,GER,,,17.0,1,2,3.0,7.8,,,,,,
814,9979,72,Koller,Anne-Sophie,5.0,2013,SUI,,,17.0,0,2,2.5,,,,,,,
2068,9538,68,Fredman,Netta,5.0,2013,ISR,,,18.0,0,2,2.5,,,,,,,
3456,12043,69,Holzmann,Patricia,5.0,2013,GER,,,17.0,0,2,2.5,,,,,,,
3743,6352,67,Bertram,Denise,5.0,2013,GER,,,24.0,0,2,2.5,,,,,,,
3744,6788,70,Jeong,Woonwha,5.0,2013,KOR,160.0,54.0,43.0,1,1,5.0,2.0,,,,,,
3746,11774,71,Jubes Angarita,Eilleen,5.0,2013,ESP,,,31.0,0,1,5.0,,,,,,,
606,10489,73,Thompson-Smith,Molly,4.0,2013,GBR,,,16.0,0,1,4.0,,,,,,,
3747,9730,74,Yang,Eunjoung,4.0,2013,KOR,163.0,51.0,41.0,0,1,4.0,,,,,,,
2564,10001,75,Ebner,Andrea,3.0,2013,ITA,,,17.0,1,1,3.0,3.5,,,,,,
3748,8603,76,Langbehn,Soho,3.0,2013,CHI,,,21.0,0,1,3.0,,,,,,,
3749,10902,77,Kellner,Mona,2.0,2013,GER,,,16.0,0,2,1.0,,,,,,,
3223,10349,78,Mingolla,Federica,1.0,2013,ITA,,,19.0,0,4,0.25,,,,,,,
565,5983,2,KIM,Jain,617.0,2012,KOR,153.0,42.0,24.0,8,9,68.55555555555556,75.66666666666667,83.33333333333333,59.0,21.25,47.75,33.5,37.0
4111,7563,3,Ernst,Johanna,522.0,2012,AUT,,,20.0,4,9,58.0,61.5,69.33333333333333,76.66666666666667,,,,
2270,9097,4,Oda,Momoka,430.0,2012,JPN,154.0,54.0,18.0,2,7,61.42857142857143,53.4,31.4,,,,,
1606,9077,5,Janicot,Hélène,422.0,2012,FRA,165.0,,19.0,3,9,46.888888888888886,21.6,33.666666666666664,8.0,,,,
2509,6513,6,Durif,Charlotte,338.0,2012,FRA,,,22.0,6,9,37.55555555555556,34.7,36.833333333333336,29.666666666666668,40.0,37.875,39.5,
1639,7576,7,Fakhritdinova,Dinara,324.0,2012,RUS,,,20.0,4,8,40.5,21.0,32.5,14.0,18.0,,,
1729,8955,8,Röck,Magdalena,323.0,2012,AUT,158.0,49.0,18.0,2,9,35.888888888888886,41.333333333333336,4.5,,,,,
758,8896,10,Posch,Katharina,290.0,2012,AUT,169.0,55.0,18.0,2,9,32.22222222222222,43.8,40.5,,,,,
3152,3482,11,Vidmar,Maja,275.0,2012,SLO,,,27.0,10,7,39.285714285714285,53.5,36.166666666666664,56.0,86.25,79.25,56.1,68.44444444444444
2489,5254,12,Kobayashi,Yuka,206.0,2012,JPN,156.0,,25.0,8,8,25.75,7.5,33.166666666666664,38.666666666666664,28.5,40.0,33.857142857142854,48.333333333333336
536,6326,13,Noguchi,Akiyo,196.0,2012,JPN,165.0,49.0,23.0,7,4,49.0,49.0,50.5,45.0,48.0,17.666666666666668,27.0,22.0
1659,8963,14,Han,Seuran,191.0,2012,KOR,,,20.0,4,7,27.285714285714285,30.5,10.0,12.0,,,,
2100,1179,15,Lavarda,Jenny,154.0,2012,ITA,,,28.0,12,9,17.11111111111111,21.428571428571427,14.0,14.5,13.5,29.333333333333332,19.555555555555557,36.333333333333336
2528,1030,16,Bacher,Barbara,153.0,2012,AUT,159.0,48.0,30.0,13,9,17.0,29.11111111111111,21.333333333333332,15.666666666666666,27.0,25.0,30.9,29.555555555555557
640,5629,17,Schranz,Christine,147.0,2012,AUT,,,24.0,6,6,24.5,35.0,20.0,25.0,15.4,15.8,14.0,
3175,6076,18,Brumagne,Mathilde,137.0,2012,BEL,,,23.0,6,4,34.25,36.5,38.25,3.75,9.5,6.0,,
4118,7939,19,DiGiulian,Sasha,94.0,2012,USA,,,20.0,3,2,47.0,43.333333333333336,12.0,,,,,
2902,7661,20,Söderlund,Matilda,85.0,2012,SWE,,,20.0,1,3,28.333333333333332,8.0,,,,,,
1711,8196,21,van Bergen,Nikki,70.0,2012,NED,,,20.0,4,6,11.666666666666666,5.666666666666667,4.0,6.0,10.0,,,
1653,9317,22,Becerra,Mathilde,69.0,2012,FRA,159.0,46.0,21.0,1,5,13.8,10.75,,,,,,
3678,6324,23,Chereshneva,Yana,68.0,2012,RUS,,,23.0,7,4,17.0,39.666666666666664,30.0,31.666666666666668,32.5,30.428571428571427,35.5,55.0
1597,9731,24,Onoe,Aya,53.0,2012,JPN,,,17.0,1,4,13.25,6.0,,,,,,
2887,8878,25,Stotz,Rebekka,50.0,2012,SUI,,,20.0,2,5,10.0,12.25,5.0,,,,,
3698,7077,26,Stütz,Christina,39.0,2012,AUT,,,21.0,1,5,7.8,7.833333333333333,,,,,,
3742,10742,27,Tiripa,Ana,39.0,2012,GER,,,16.0,0,5,7.8,,,,,,,
3190,10281,28,Samoilina,Anastasiia,38.0,2012,RUS,,,17.0,0,2,19.0,,,,,,,
855,9212,29,Ota,Risa,36.0,2012,JPN,,,19.0,2,2,18.0,28.0,8.666666666666666,,,,,
2671,6219,31,Dufraisse,Alizée,32.0,2012,FRA,,,25.0,9,2,16.0,21.166666666666668,31.4,36.0,5.0,40.0,,
1142,8122,32,Lee,Hung Ying,31.0,2012,TPE,,,27.0,5,5,6.2,24.0,3.5,,,,,
597,9970,33,Pilz,Jessica,30.0,2012,AUT,163.0,52.0,16.0,0,2,15.0,,,,,,,
720,9867,34,Verhoeven,Anak,29.0,2012,BEL,163.0,,16.0,0,2,14.5,,,,,,,
4122,3487,35,Eiter,Angela,28.0,2012,AUT,,,26.0,10,1,28.0,64.85714285714286,48.5,49.166666666666664,51.333333333333336,64.125,84.5,97.77777777777777
4135,10176,36,Takeuchi,Ayaka,28.0,2012,JPN,,,16.0,0,2,14.0,,,,,,,
1906,5244,37,Saurwein,Katharina,26.0,2012,AUT,160.0,52.0,25.0,9,1,26.0,18.0,10.0,32.5,29.25,28.166666666666668,32.111111111111114,18.77777777777778
2060,9191,38,RENQING,LaMu,24.0,2012,CHN,,,22.0,2,1,24.0,15.333333333333334,10.0,,,,,
3707,6696,40,Szekely,Andrea Brigitta,20.0,2012,HUN,,,23.0,5,3,6.666666666666667,3.5,20.5,5.166666666666667,,,,
3720,8787,39,PAN,Xuhua,20.0,2012,CHN,,,23.0,4,1,20.0,12.666666666666666,11.0,7.0,,,,
3728,9837,41,Baehr,Hannah,19.0,2012,GER,,,16.0,0,4,4.75,,,,,,,
1688,9262,42,Lin,Hsiu-Ju,18.0,2012,TPE,,,19.0,1,1,18.0,10.0,,,,,,
2078,9673,43,Miller,Delaney,18.0,2012,USA,165.0,45.0,17.0,1,1,18.0,22.0,,,,,,
3212,10089,45,RenZeng,WangMu,16.0,2012,CHN,,,21.0,1,1,16.0,18.0,,,,,,
3897,5052,46,Rude,Chelsea,16.0,2012,USA,,,26.0,1,1,16.0,31.0,,,,,,
4136,9078,44,Michelard,Laura,16.0,2012,FRA,,,18.0,1,3,5.333333333333333,26.0,,,,,,
869,9239,47,Hafsaas,Tina Johnsen,15.0,2012,NOR,,,18.0,1,5,3.0,7.0,,,,,,
626,9956,49,Kazbekova,Ievgeniia,14.0,2012,UKR,,,16.0,0,3,4.666666666666667,,,,,,,
1133,9190,48,JIANG,Rong,14.0,2012,CHN,,,18.0,1,1,14.0,10.75,,,,,,
4138,6791,50,KIM,IN KYOUNG,13.0,2012,KOR,161.0,48.0,38.0,6,2,6.5,12.0,,,,,,
2720,6514,52,Thévenet,Marine,12.0,2012,FRA,155.0,50.0,23.0,7,1,12.0,22.0,13.0,15.2,8.0,2.0,,
4140,9098,51,Iida,Azumi,12.0,2012,JPN,,,18.0,2,1,12.0,12.0,,,,,,
