id,first_name,last_name,country,age,birth_year,height,weight
51001,Moritz,Simmet,GER,21,1999,,
51002,Martin,Eisensteger,GER,22,1997,,
51004,Vinzenz,Kreuzer,GER,24,1996,,
51005,Joschua,Gosda,GER,24,1995,,
51007,Lukas,Achermann,SUI,17,2003,176 cm,66 kg
51008,Ronja,Matzer,SUI,18,2002,,
51009,Annatina,Gmünder,SUI,16,2003,,
51010,Annina,Gerber,SUI,19,2001,,
51011,Ursina,Baselgia,SUI,22,1998,,
51012,Anton,Hofstetter,GER,20,1999,,
51013,Timothy,Brique,SUI,25,1995,,
51014,Yoan,Grenacher,SUI,26,1994,,
51015,Joëlle,Hinni,SUI,23,1997,,
51019,Corsin,Hidber,SUI,19,2001,,
51020,Jasmin,Frangi,SUI,22,1998,,
51021,Dominik,Hemmi,SUI,24,1996,,
51023,Roman,Willi,SUI,22,1998,,
51025,Livio,Baltensperger,SUI,17,2002,,
51026,Corsin,Meli,SUI,21,1999,,
51027,Moritz,Dümig,GER,25,1995,,
51028,Steffen,Hilger,GER,27,1993,,
51031,Melissa,Bernhard,SUI,18,2002,,
51032,Lukas,Rohde,AUT,19,2001,,
51034,Sebastian,Rohde,AUT,24,1996,,
51035,Florian,Bösch,AUT,23,1997,,
51036,Jana,Haldner,AUT,18,2002,,
51037,Paul,Kerschbaumer,AUT,24,1996,,
51038,Jonas,Schelling,AUT,19,2001,,
51039,Tobias,Klaudrat,AUT,21,1999,,
51040,Lena,Worsch,AUT,23,1997,,
51041,Clara,Meusburger,AUT,24,1996,,
51045,Nicolas,Bonmassar,AUT,24,1996,,
51046,Benjamin,Weber,SUI,25,1995,,
51047,Isabelle,Kautz,GER,39,1981,,
51048,Jan,Marienfeld,GER,43,1976,,
51050,Verena,Wittling,GER,35,1985,,
51052,Noam,Ducardonnoy,SUI,20,2000,,
51053,Mike,Nützel,SUI,20,2000,,
51055,Jan,Cadosch,SUI,23,1997,,
51056,Michel,Erni,SUI,18,2002,,
51057,Leo,Jericke,SUI,15,2005,,
51058,Henrik,Mähr,AUT,18,2002,,
51059,Andreas,Hofherr,AUT,16,2003,,
51060,Johannes,Hofherr,AUT,18,2002,,
51061,Isabella,Perisutti,AUT,19,2001,,
51062,Jonathan,Perisutti,AUT,16,2004,,
51063,Severin,König,SUI,19,2001,,
51064,Selina,König,SUI,21,1999,,
51065,Manuel,Bucheli,SUI,21,1998,,
51066,Annatina,Hassler,SUI,22,1998,,
51067,Katrin,Neumayr,GER,52,1968,,
51068,Maximilian,Reiß,GER,27,1993,,
51069,Jan,Hermle,SUI,23,1997,,
51071,Cedric,Cavigelli,SUI,21,1999,,
51072,Lisa,Schlegel,SUI,18,2002,,
51073,Sarah,Reutimann,SUI,20,1999,,
51074,Gianna,Catrina,SUI,19,2001,,
51075,Irina,Kugler,SUI,18,2001,,
51076,Silas,Matzer,SUI,16,2004,,
51077,Flurina,Dönz,SUI,20,2000,,
51078,Lisa,Dönz,SUI,19,2001,,
51079,Armin,Clavadetscher,SUI,19,2001,,
51080,Lea,Aliesch,SUI,21,1999,,
51081,Josi,Aliesch,SUI,19,2001,,
51087,Christopher,Breckenridge,SUI,19,2000,,
51088,Mara,Schaer,SUI,20,2000,,
51089,Alain,Morgenthaler,SUI,21,1999,,
51090,Noel,Morgenthaler,SUI,22,1998,,
51091,Fabio,Lazzarotto,SUI,23,1997,,
51093,Joel,Sennrich,SUI,19,2001,,
51094,Robin,Sennrich,SUI,17,2003,,
51095,Anouk,Sennrich,SUI,15,2005,,
51096,Sina,Bryner,SUI,19,2001,,
51097,Annik,Bryner,SUI,17,2003,,
51098,Curdin,Gosswiler,SUI,22,1998,,
51099,Cyril,Senften,SUI,21,1998,,
51100,Vivien,Stettler,SUI,21,1999,,
51101,Fabienne,Saxer,SUI,23,1997,,
51102,Martina,Burger,SUI,22,1998,,
51103,Remo,Burger,SUI,21,1999,,
51104,Arno,Roffler,SUI,18,2002,,
51105,Olivia,Vetsch,SUI,24,1996,,
51106,Fabienne,Allenspach,SUI,22,1998,,
51107,Dina,Hüberli,SUI,17,2003,,
51108,Madleina,Dönz,SUI,16,2004,,
51109,Rahel,Steiner,SUI,23,1997,,
51110,Dillon,Johnson,SUI,21,1999,,
51111,Melanie,Caduff,SUI,22,1998,,
51113,Corinne,Bischofberger,SUI,20,2000,,
51114,Jonas,Peter,SUI,25,1995,,
51115,Luis,Bärtsch,SUI,19,2001,,
51116,Noah,Walser,SUI,18,2002,,
51117,Alexander,Koerber,GER,40,1980,,
51119,Rebecca,Hörner,GER,22,1997,,
51120,Sophie,Rauberger,GER,21,1998,,
51121,Lea,Imhof,SUI,21,1999,,
51122,Nina,Imhof,SUI,21,1999,,
51123,Jasmin,Schnider,SUI,21,1999,,
51124,Julia,Wermelinger,SUI,18,2002,,
51125,Marion,Schnider,SUI,19,2001,,
51130,Vanessa,Bolt,SUI,21,1999,,
51132,Svenja,Pfiffner,SUI,19,2001,,
51133,Loris,Pfiffner,SUI,17,2003,,
51134,Jenny,Müller,SUI,22,1998,,
51135,Yanik,Müller,SUI,17,2003,,
51136,Janik,Schlatter,SUI,24,1996,,
51137,Anna,Good,SUI,14,2006,,
51138,Luana,Negri,SUI,17,2003,,
51139,Lukas,Steier,GER,26,1994,,
51140,Evelyn,Weber,SUI,41,1978,,
51144,Selina,Kopatz,SUI,24,1996,,
51145,Janosch,Tillich,SUI,24,1996,,
51146,Johannes,Kronthaler,SUI,23,1997,,
51147,Ladina,Reutimann,SUI,23,1997,,
51148,Timo,Schwär,GER,23,1997,,
51149,Wilma,Böhme,GER,22,1998,,
51151,Desiree,Dick,SUI,21,1999,,
51152,Leonhardt,Manegold,GER,24,1996,,
51154,Judith,Enzenhofer,AUT,20,2000,,
51155,Judith,Schobel,AUT,19,2001,,
51156,Moritz,Banerjee,AUT,19,2001,,
51157,David,Lins,AUT,15,2005,,
51158,Paul,Banerjee,AUT,17,2003,,
51159,Anna,Wegan,AUT,17,2003,,
51160,Noel,Garbely,SUI,17,2003,,
51161,Hanna,Kallweit,GER,21,1998,,
51162,Clara,Uhlig,GER,24,1996,,
51163,Ada,Bogatsch,GER,24,1996,,
51165,Tilmann,Rothe,GER,22,1998,,
51166,Christoph,Weber,GER,25,1995,,
51169,Janina,Müller,GER,23,1997,,
51170,Mira,Müller,GER,17,2003,,
51171,Martin,Laimer,AUT,22,1998,,
51172,Lena,Schelling,AUT,17,2003,,
51173,Maria,Bawart,AUT,21,1999,,
51174,Magdalena,Bawart,AUT,17,2003,,
51177,Sandro,Feurstein,AUT,20,2000,,
51178,Tamara,Feurstein,AUT,18,2002,,
51179,Sebastian,Spiegel,AUT,18,2002,,
51180,Paul,Ehrhart,AUT,18,2002,,
51182,Luzia,Berchtold,AUT,20,2000,,
51183,Anna,Marxgut,AUT,20,1999,,
51184,Simon,Marxgut,AUT,22,1998,,
51185,Christina,Düringer,AUT,21,1999,,
51186,Hanna,Kempf,AUT,23,1997,,
51188,Hannah,Düringer,AUT,19,2001,,
51189,Thomas,Ritter,AUT,19,2001,,
51190,Pia,Jäger,AUT,18,2002,,
51191,Julia,Lerchenmüller,AUT,19,2001,,
51192,Michael,Kappaurer,AUT,24,1996,,
51193,David,Kaufmann,AUT,20,2000,,
51194,Anja,Gmeiner,AUT,23,1997,,
51195,Hannah,Jäger,AUT,22,1998,,
51196,Emilia,Helbock,AUT,21,1999,,
51197,Johannes,Metzler,AUT,20,2000,,
51198,Anna,Dup,AUT,19,2001,,
51199,Felix,Weber,AUT,18,2002,,
51200,Angelina,Gojkovic,AUT,18,2002,,
51201,Sabrina,Winder,AUT,17,2003,,
51202,Flora,Peter,AUT,19,2001,,
51203,Fabio,Hager,SUI,24,1996,,
51205,Diego,Hager,SUI,22,1998,,
51206,Jonas,Zweifel,SUI,20,2000,,
51208,Sonja,Landolt,SUI,24,1996,,
51209,Marlis,Landolt,SUI,22,1998,,
51210,Anita,Landolt,SUI,19,2000,,
51211,Renato,Beccaletto,SUI,22,1998,,
51212,Ramun,Tomaschett,SUI,22,1998,,
51213,Juliane,Anders,GER,20,1999,,
51214,Daniel,Nandico,GER,23,1997,,
51215,Bernhard,Ertel,GER,26,1994,,
51216,Hannah,Pochert,SUI,17,2003,,
51217,Noelle,Spescha,SUI,16,2003,,
51218,Jonathan,Brown,SUI,19,2001,,
51220,Urs,Leuthäusser,GER,20,1999,,
51221,Stella,Carlsen,GER,24,1996,,
51222,Andre,Gabl,AUT,21,1999,,
51223,Jakob,Mitiska,AUT,21,1999,,
51224,Laurin,Konzett,AUT,17,2003,,
51225,Kilian,Loretz,AUT,18,2002,,
51226,Dominik,Loretz,AUT,16,2004,,
51228,Elena,Jenny,AUT,23,1997,,
51229,Leonie,Venier,AUT,21,1999,,
51230,Emma,Venier,AUT,17,2003,,
51231,Lisa,Wöll,AUT,22,1998,,
51232,Verena,Strieder,AUT,23,1997,,
51236,Felix,Kasper,AUT,23,1997,,
51239,Fabian,Roth,GER,28,1992,,
51240,Tizian,Kreimeier,AUT,16,2004,,
51241,Matheo,Haiden,AUT,18,2002,,
51244,Lena,Engstler,AUT,22,1998,,
51245,Birgit,Rusch,AUT,22,1998,,
51248,Franz Josef,Köss,AUT,23,1997,,
51249,Martin,Ritter,AUT,24,1996,,
51250,Dominik,Metzler,AUT,24,1996,,
51251,Gregor,Weisofner,AUT,23,1997,,
51253,Emanuel,Büchel,AUT,22,1998,,
51254,Fabian,Weisofner,AUT,21,1999,,
51255,Dominik,Hoch,AUT,20,2000,,
51256,Johannes,Worsch,AUT,20,2000,,
51257,Felix,Hofer,AUT,17,2003,,
51258,Smiljka,Goijkovic,AUT,18,2002,,
51259,Franziska,Grotz,GER,21,1999,,
51261,Corona,Martin,GER,21,1999,,
51262,Deaon,Woggon,GER,21,1999,,
51264,Kilian,Rüf,AUT,21,1999,,
51266,Florian,von Wyl,SUI,17,2003,,
51267,Anna,Reist,SUI,16,2004,,
51268,Leona,Detting,SUI,20,2000,,
51269,Alicia,Caspar,SUI,21,1999,,
51270,Lena,Ulrich,SUI,24,1995,,
51271,Stephan,Kläy,SUI,24,1995,,
51272,David,Herrmann,SUI,26,1994,,
51274,Selina,Murk,SUI,17,2003,,
51275,Men,Zimmermann,SUI,20,2000,,
51276,Johannes,Schuster,GER,23,1996,,
51277,Samuel,Lanter,SUI,22,1998,,
51278,Lisa,Pfalzgraf,SUI,22,1997,,
51280,Dominik,Christen,SUI,24,1996,,
51281,Lia,Hess,SUI,21,1999,,
51282,Rabia,Hussain,SUI,20,1999,,
51283,Franziska,Müller,GER,23,1997,,
51284,Beat,Brändli,SUI,21,1999,,
51285,Martina,Brändli,SUI,19,2000,,
51286,Luk,Elsener,SUI,20,2000,,
51287,Nicolin,Graf,SUI,21,1999,,
51288,Sarah,Vögtli,SUI,26,1993,,
51289,Johannes,Heinzelmann,SUI,25,1995,,
51292,Malte,Komm,GER,22,1998,,
51293,Olivier,Gisiger,SUI,23,1997,,
51294,Susanne,Winzenried,SUI,24,1995,,
51295,Ismael,Frei,SUI,21,1999,,
51296,Elia,Frei,SUI,21,1999,,
51297,Florian,Schulz,GER,24,1996,,
51298,Eliaz,Saboz,SUI,20,2000,,
51300,Fabian,Wahli,SUI,23,1997,,
51301,Patrick,Ziegler,SUI,24,1996,,
51302,Simon,Luchs,SUI,24,1996,,
51303,Amos,Böni,SUI,21,1999,,
51304,Dario,Nägeli,SUI,20,2000,,
51305,Sabrina,Hausmann,GER,26,1994,,
51306,Patrick,Höfling,GER,23,1997,,
51308,Jana,Quien,GER,20,1999,,
51309,Thomas,Stoll,GER,24,1996,,
51310,Jens,Rohloff,GER,23,1996,,
51312,Niklas,Dormanns,GER,26,1994,,
51313,Dominik,Geisenhoff,SUI,22,1998,,
51314,Annick Tim,Vivero,SUI,20,2000,,
51316,Karin,Schreiber,GER,28,1992,,
51318,Cedric,Jordan,GER,32,1987,,
51319,Stefan,Kuntnawitz,GER,36,1984,,
51320,Lucien,Nigl,GER,31,1989,,
51321,Nils,Rebmann,GER,27,1993,,
51323,Mario,Wenger,SUI,24,1996,,
51324,Guillermo,Urzua,GER,21,1999,,
51326,Jannic,Pientka,GER,23,1997,,
51329,Malena,Schulz,GER,23,1997,,
51331,Belinda,Künzi,SUI,24,1996,,
51332,Celine,Blättler,SUI,21,1999,,
51334,Florian,Rufener,SUI,22,1998,,
51336,Vivian,Künzi,SUI,22,1998,,
51338,Lina,Zgraggen,SUI,14,2006,,
51339,Anja,Köhler ,SUI,16,2004,,
51340,Lea,Schoop,SUI,16,2004,,
51342,Aina,Langenkamp,SUI,18,2002,,
51343,Fabia,Schoop,SUI,17,2003,,
51344,Mathis,Länzlinger,SUI,18,2002,,
51345,Carina,Guntli,SUI,19,2001,,
51346,Leona,Detig,SUI,20,2000,,
51347,Andrin,Senften,SUI,19,2001,,
51348,Luca,Canova,SUI,20,2000,,
51349,Andi,Brandenberger,SUI,19,2001,,
51350,Anna,Frick,SUI,22,1998,,
51351,Carola,Koller,SUI,21,1999,,
51354,Moris,Frick,SUI,24,1996,,
51356,Luisa,Thomas,GER,21,1999,,
51357,Maurin,Gerber,SUI,15,2005,,
51358,Fabrice,Rohner,SUI,17,2003,,
51359,Mario,Bässler,SUI,18,2002,,
51361,Janine,Hefti,SUI,20,2000,,
51362,Niclas,Stüssi,SUI,19,2001,,
51363,Marie,Shiela,SUI,19,2001,,
51365,Severin,Bässler,SUI,21,1999,,
51366,Nuria,Langenkamp,SUI,22,1998,,
51367,Belinda,Künzli,SUI,24,1996,,
51368,Franz,Fries,GER,28,1992,,
51369,Lara,Hanselmann,SUI,19,2001,,
51370,Paul,Schall,GER,25,1995,,
51371,Livia,Mathis,SUI,16,2004,,
51373,Noah,Gräf,GER,24,1996,,
51377,Elena,Leuzinger,SUI,17,2003,,
51381,Vivian,Henke,GER,23,1997,,
51382,Alina,Zimolong,GER,21,1999,,
51383,Melina,Lang,GER,27,1993,,
51384,Vincent,Heßfeld,GER,25,1995,,
51385,David,Franzmann,GER,23,1996,,
51386,Theodore,Marteau,GER,23,1996,,
51387,Florian,Fenna,GER,23,1996,,
51388,Malte,Krauthausen,GER,23,1997,,
51389,Jakob,Zachariae,GER,21,1999,,
51390,Jonas,Nolte,GER,21,1999,,
51391,Lukas,Jäkel,GER,21,1999,170 cm,60 kg
51392,Matthias,Kalenberg,GER,24,1996,,
51393,Chiara,Windgassen,GER,21,1999,,
51394,Fabian,Deml,AUT,25,1995,,
51395,Niklas,Eichenseer,GER,21,1999,,
51396,Lothar,Braun,GER,50,1970,,
51398,Leon,Klos,GER,22,1998,,
51399,Peter,Reitwießner,GER,28,1992,,
51400,Leander,Kleinschnitz,GER,26,1994,,
51402,Yana Sophie,Schneider,GER,21,1999,,
51403,Nicole,Dilgert,GER,24,1996,,
51404,Ronja,Haas,GER,24,1996,,
51409,Nima Franz,Assadian,GER,21,1999,174 cm,59 kg
51410,David,Deichmann,GER,21,1999,,
51412,Lorenz,Pohl,GER,24,1996,185 cm,71 kg
51413,Jens-Ole,Pries,GER,23,1997,,
51414,Bastian,Stock,GER,23,1996,,
51418,Florian,Stock,GER,25,1994,,
51420,David,Hofmann,GER,27,1993,,
51424,Henri,Welz,GER,27,1993,,
51425,Tom,Eckert,GER,35,1985,,
51427,Josua,Heldwein,GER,29,1990,,
51429,Florian,Muth,GER,33,1987,,
51435,Martin,Liebl,GER,24,1996,,
51436,Stefan,Ohnhäuser,GER,24,1996,,
51437,Anton,Wendl,GER,21,1999,,
51438,Charles,Taylour,SUI,18,2002,,
51440,Emilio,Bartling,AUT,20,2000,,
51441,Silvan,Zürn,AUT,19,2001,,
51442,Patrick,Wezel,SUI,22,1998,,
51444,Raphael,Gabor,GER,23,1997,,
51445,Christian,Schlesener,GER,52,1967,,
51446,Tim Noah,Schreyer,SUI,18,2002,,
51448,Lea,Schmolinger,SUI,17,2003,,
51449,Ursin,Künzi,SUI,18,2002,,
51450,Marco,Lampugnani,SUI,18,2002,,
51452,Silas,Manser,SUI,18,2002,,
51453,Fabienne,Bänziger,SUI,19,2000,,
51455,Alfredo,Ramirez,SUI,21,1998,,
51458,Mathias,Posch,AUT,21,1999,,
51461,Thomas,Nibler,GER,19,2001,,
51462,Esther,Nibler,GER,16,2003,,
51463,Daniela,Hehle,AUT,15,2005,,
51464,Franziska,Flatz,AUT,17,2003,,
51465,Mattias,Tschemelitsch,AUT,17,2003,,
51466,Lukas,Schwendinger,AUT,17,2003,,
51467,Lillian,Hämmerle,AUT,18,2002,,
51468,Lena,Monz,AUT,18,2002,,
51469,Jonas,Hummer,AUT,17,2003,,
51470,Moritz,Zellweger,AUT,18,2002,,
51471,Miro,Königsdorfer,AUT,18,2002,,
51473,Emilia,Bonmassar,AUT,15,2005,,
51476,Nina,Ess,AUT,19,2001,,
51477,Kristin,Stern,AUT,15,2005,,
51478,Felicia Nelly,Studer,AUT,14,2006,,
51479,Albert,Berchtold,AUT,18,2002,,
51480,Isabelle,Feuerstein,AUT,17,2003,,
51481,Sebastian,Scheucher,AUT,19,2001,,
51482,Mathias,Winsauer,AUT,19,2001,,
51483,Johanna,Wüschner,AUT,17,2003,,
51484,Ariane,Franken,AUT,14,2005,,
51485,Sophie,Giesinger,AUT,16,2004,,
51486,Jakob,Prisching,AUT,17,2003,,
51487,Matteo,Lins,AUT,11,2009,,
51488,Florian,Hartmann,AUT,19,2001,,
51489,Clemens,Thurnher,AUT,16,2004,,
51490,Ella,Kopf,AUT,17,2003,,
51492,Lara,Oberbacher,AUT,16,2004,,
51494,Leonie,Gasser,AUT,18,2002,,
51495,Rosa-Marie,Matiz,AUT,16,2004,,
51497,Leopold,Bösch,AUT,15,2005,,
51499,Anna Katharina,Rusch,AUT,14,2006,,
51500,Tobias,Prischig,AUT,17,2003,,
51501,David,Prischig,AUT,15,2005,,
51502,Sarah,Wechselberger,AUT,20,2000,,
51503,Manuel,Neuner,AUT,20,2000,,
51504,Joseline,Kalin,AUT,17,2003,,
51505,Peter,Baldauf,AUT,18,2002,,
51506,Max,Baldauf,AUT,16,2004,,
51508,Florian,Battlogg,AUT,17,2003,,
51510,Selina,Willi,AUT,22,1998,,
51511,Stefan,Greussing,AUT,22,1998,,
51512,Lea,Kloppers,AUT,17,2003,,
51513,Sebastian,Sutterlütty,AUT,17,2003,,
51517,Anja,Siebenkäss,GER,53,1967,,
51518,Malin,Schultz,AUT,16,2004,,
51519,Emma,Tabernig,AUT,15,2004,,
51520,Leonie,Willi,AUT,17,2003,,
51525,Leander,kaper,AUT,18,2002,,
51527,Philipp,Ladner,AUT,20,2000,,
51530,Julia,Gabriel,AUT,23,1997,,
51531,Melanie,Amann,AUT,22,1998,,
51532,Jorun,Felder,AUT,19,2001,,
51534,Bettina,Graf,AUT,23,1997,,
51535,Julian,Fetz,AUT,23,1997,,
51536,Stefan,Welkhammer,GER,25,1995,,
51537,Stefan,Stangassinger,GER,25,1994,,
51538,Pirmin,Mayr,GER,23,1997,,
51539,Florentin,Pröbstl,GER,23,1996,,
51540,Jonas,Langenhorst,GER,26,1994,,
51541,Fanny,Bruckbauer,GER,21,1999,,
51542,Dennis,Peterson,GER,26,1994,,
51543,Viktor,Brockt,GER,26,1994,,
51547,Dominik,Bösch,GER,20,2000,,
51548,David,Fahrländer,GER,22,1998,,
51550,Kim,Dorfschmid,GER,20,2000,,
51551,Felix,Buchmann,GER,33,1987,,
51552,Philina,Lindgens,GER,19,2000,,
51555,Sarah,Leibl,GER,20,2000,,
51556,Pia,Haas,GER,20,2000,,
51557,Andreas,Obertshauser,GER,20,2000,,
51562,Katinka,Mühlschlegel,GER,34,1985,,
51565,Martin,Ramirez Rodriguez,GER,31,1989,,
51566,Romy,Fuchs,GER,20,2000,,
51567,Sascha,Mohler,SUI,20,1999,,
51568,Jan,Enderle,GER,20,2000,,
51570,Lukas,Holland,GER,24,1995,,
51571,Julia,Schwarz,GER,20,2000,,
51573,Katharina,Mußner,GER,25,1994,,
51574,Lynn,Dinges,GER,24,1996,,
51575,Alexandra,Blanz,GER,23,1997,,
51576,Franziska,Augste,GER,19,2000,,
51578,Pauline,Krieger,GER,23,1997,,
51580,Andre,Multerer,GER,26,1993,,
51581,Paul,Gockel,GER,24,1996,,
51582,Jonas,Buba,GER,22,1998,,
51583,Kevin,Schatz,GER,25,1995,,
51584,Larissa,Schatz,GER,23,1997,,
51585,Benedikt,Trübenbacher,GER,24,1996,,
51587,Felix,König,GER,24,1996,,
51589,Markus,Köcheler,GER,24,1996,,
51590,Thomas,Ruhnau,GER,22,1998,,
51591,Florian,Kramer,GER,22,1998,,
51592,Jannes,Krauter,GER,23,1997,,
51594,Enya,Hunger,GER,19,2000,,
51595,Karolina,Ros,GER,19,2000,,
51597,Philipp,Gaßner,GER,20,2000,,
51598,Janina,Bischof,GER,21,1999,,
51599,Pauline,Gatt,GER,24,1996,,
51601,Lorenz,Wendlinger,GER,25,1995,,
51602,Stefan,Schrod,GER,23,1996,,
51603,Valentina,Merget,GER,23,1997,,
51604,Daniel,Demleitner,GER,24,1996,,
51608,Amael,Durrer,SUI,20,2000,,
51609,Leon,Fellmann,SUI,21,1998,,
51610,Mika,von Arx,SUI,22,1997,,
51611,Kilian,Blattner,SUI,20,2000,,
51612,Annika,Egger,SUI,17,2002,,
51613,Miro,Fischer,SUI,27,1993,,
51614,Joris,Venzin,SUI,20,2000,,
51615,Marco,Weiss,SUI,17,2002,,
51616,Jonathan - GER,Koch,SUI,21,1999,,
51618,Zora,Herren,SUI,21,1999,,
51619,Tim,Wyss,SUI,20,2000,,
51620,Alixe,Bowen,SUI,23,1997,,
51621,Matthias,Misteli,SUI,34,1986,,
51624,Ilia,Wieland,SUI,16,2004,,
51625,Sina,Keller,SUI,22,1998,,
51626,Janina,König,SUI,15,2004,,
51628,Joshua,Bader,GER,20,2000,,
51631,Anja,Zweifel,SUI,16,2004,,
51632,Maik,Züger,SUI,16,2004,,
51633,Sonja,Kästli,SUI,18,2002,,
51634,Yannic,Heller,SUI,18,2002,,
51635,Oertli,Noah,SUI,19,2001,,
51636,Robin,Frefel,SUI,20,2000,,
51637,Julia,Winkler,AUT,17,2003,,
51639,Lea,Schmollinger,SUI,17,2002,,
51640,Paul,Erhart,AUT,18,2002,,
51642,Andres,Janggen,SUI,18,2002,,
51643,Nioemi,Bühler,SUI,21,1999,,
51644,Martin,Stecher,AUT,21,1999,,
51645,Leonie,Baumann,GER,19,2001,,
51646,Paul,Fräntzki,GER,20,2000,,
51647,Liam,Mayer,GER,20,2000,,
51649,Etienne,Braun,GER,22,1998,,
51650,Maximilian,Schnee,GER,23,1997,,
51651,Johannes,Hoffmann,GER,25,1995,,
51652,Nico,Fricker,SUI,17,2003,,
51653,Julian,Geiger,AUT,21,1999,,
51656,Lea Selina,Wismer,SUI,19,2001,,
51657,Mashaba,Brown,SUI,13,2006,,
51658,Louis,Bétrisey,SUI,20,2000,,
51659,Anna,Petzak,AUT,16,2004,,
51660,Elias,Pennacchio,SUI,18,2002,,
51661,Dario,Jost,SUI,17,2003,,
51662,Ben,Fäh,SUI,18,2002,,
51663,Kristin,Friberg,SUI,16,2004,,
51664,Simon,Karrer,SUI,20,2000,,
51665,Jonas,Wachter,SUI,18,2002,,
51666,Luca,Stuppöck,AUT,20,2000,,
51667,Lucas,Fuchs,SUI,20,2000,,
51668,Flavia,Sutter,SUI,18,2002,,
51670,Lynn Marie,Wilhelm,SUI,16,2004,,
51671,Melanie,Rusch,SUI,20,2000,,
51672,Samuel,Rusch,SUI,20,2000,,
51673,Uorsin,Morf,SUI,21,1998,,
51674,Nico,Jäggli,SUI,23,1997,,
51675,Ueli,Roffler,SUI,20,2000,,
51676,Luzi,Tarnutzer,SUI,20,2000,,
51677,Jürg,Willi,SUI,21,1999,,
51678,Luis,Kempf,AUT,17,2003,,
51679,Liam,Wietlisbach,SUI,21,1998,,
51680,Rabea,Oertli,SUI,16,2004,,
51681,Maximilian,Christen,SUI,17,2003,,
51682,Manuela,Hartmann,SUI,20,2000,,
51686,Emilia,Kempert,GER,22,1997,,
51687,Maria,Matveev,GER,21,1999,,
51688,Elena,Totter,SUI,20,2000,,
51689,Argjent,Ajdini,SUI,21,1999,,
51690,Nicolas,Flütsch,SUI,20,2000,,
51693,Hendrik,Untiedt,GER,24,1995,,
51697,Seraina,Karrer,SUI,15,2005,,
51698,Tristan,Vyvyan-Robinson,SUI,23,1997,,
51699,Joeffrey,Perracino,SUI,28,1992,,
51700,Paul,Steinig,GER,21,1999,,
51701,Luca,Hörner,GER,21,1999,,
51704,Colin,Battaglia,SUI,15,2005,,
51705,Lorenz,Langfeld,GER,24,1996,,
51706,Philipp,Wellmann,GER,22,1998,,
51708,Lena,Hoffmann,GER,22,1998,,
51709,Felix,Flick,GER,22,1998,,
51712,Laura,Polomsky,GER,22,1998,,
51713,Maud,Bonzom,GER,23,1996,,
51715,Isabel,Lauster,GER,24,1996,,
51716,Dominique,Jud,SUI,25,1995,,
51718,Marvin,Hanys,GER,26,1994,,
51720,Bastian,Bernhardt,GER,25,1994,,
51722,Robin,Fritsche,GER,27,1992,,
51723,Jan-Marco,Donath,GER,30,1989,,
51728,Tim,Wiegler,GER,21,1998,173 cm,
51729,Moritz,Rumpf,GER,22,1998,,
51731,Simon,Lotz,GER,23,1997,,
51732,Philipp,Liermann,GER,23,1997,,
51733,Niklas,Ahrend,GER,23,1997,,
51735,Tim,Spengler,GER,20,2000,,
51736,Roman,Kern,GER,21,1999,,
51737,Robin,Heinemann,GER,21,1999,,
51738,Paul,Heckmann,GER,20,2000,,
51739,Katharina,Völcker,GER,25,1995,,
51740,Simone,Paukstat,GER,37,1983,,
51742,Carolin,Schroeder,GER,25,1995,,
51744,Lea,Meinhardt,GER,22,1998,,
51745,Stella,Maidorn,GER,23,1997,,
51746,Alina,Utech,GER,20,1999,,
51747,Alina,Gregori,GER,20,2000,,
51748,Lea,Fischbacher,GER,21,1999,,
51749,Madeleine,Wiegand,GER,20,2000,,
51750,Sarah,Günzel,GER,22,1998,,
51751,Louisa,Wittekind,GER,24,1996,,
51753,Pia,Zuber,GER,22,1998,,
51756,Bastian,Ebert,GER,23,1997,,
51757,Sina,Roller,GER,24,1996,,
51759,Johanna,Holfeld,GER,21,1999,,
51762,Katharina,Eckert,GER,22,1998,,
51763,Lorenz,Kratzert,GER,24,1996,,
51764,Elin,Schüpbach,SUI,17,2003,,
51765,Jana,Frank,SUI,16,2004,,
51768,Ramona,Frei,SUI,20,2000,,
51769,Chiara,Koch,GER,22,1998,160 cm,
51770,Vincent,von Bothmer,GER,20,1999,,
51771,Dorothea,Grabo,GER,21,1999,,
51772,Stefan,Schwender,GER,37,1983,,
51774,Mirko,von Bothmer,GER,53,1967,,
51775,Katja,von Bothmer,GER,52,1968,,
51776,Uwe,Beyer,GER,54,1966,,
51777,Max,Sprenger,GER,25,1994,,
51778,Andreas,Berry,SUI,28,1991,,
51779,Florian,Hochhuth,GER,29,1991,,
51780,Adam,Crizzle,GER,32,1988,179 cm,67 kg
51781,Nicola,Schmid,SUI,24,1996,,
51782,Yannick,Schmid,SUI,19,2001,,
51783,Hendrik,Acker,GER,37,1983,,
51784,Tobias,Koch,GER,19,2001,,
51786,Vilja,Reimer,GER,24,1995,,
51787,Lenz,Bätzing,GER,22,1997,,
51788,Jonas,Neumann,GER,23,1997,,
51789,Christian,Denk,GER,31,1989,,
51790,Dorothea,Karalus,GER,34,1985,,
51792,Lena,Pagel,GER,25,1995,,
51793,Tobias,Recktenwald,GER,31,1989,,
51794,Hannah,Grünbeck,GER,26,1994,,
51795,Loris,Brunner,SUI,18,2002,,
51796,Levin,Frey,SUI,17,2002,,
51797,Jakob,Löber,GER,21,1999,,
51798,Zoé,Egli,SUI,18,2002,,
