,ID,Rank,Last Name,First Name,Points,Year,country,height,weight,age,event_count,avg_points,t-1,t-2,t-3,t-4,t-5,t-6,t-7
1734,461,6,Tribout,Jean-Baptiste,172.0,1995,FRA,173.0,63.0,34.0,4,43.0,51.75,23.8,53.0,60.0,,,
1735,973,7,Hirayama,Yuji,162.0,1995,JPN,173.0,65.0,26.0,4,40.5,27.5,55.4,51.6,78.75,,,
1736,250,8,Coffy,François,142.0,1995,FRA,174.0,60.0,25.0,4,35.5,33.25,36.0,3.0,,,,
1737,109,9,Brenna,Cristian,128.0,1995,ITA,175.0,60.0,25.0,3,42.666666666666664,24.0,25.333333333333332,2.0,,,,
1738,8,11,Bindhammer,Andreas,83.0,1995,GER,170.0,55.0,22.0,4,20.75,,,,,,,
1739,845,12,Rakhmetov,Salavat,81.0,1995,RUS,172.0,55.0,28.0,2,40.5,29.5,41.5,29.0,57.666666666666664,,,
1740,542,13,Zardini,Luca,74.0,1995,ITA,177.0,61.0,23.0,4,18.5,22.333333333333332,42.75,58.4,16.0,,,
1741,116,14,Bucher,Christoph,73.0,1995,GER,160.0,57.0,26.0,2,36.5,23.5,13.666666666666666,2.0,,,,
1742,789,15,Alippi,Stefano,72.0,1995,ITA,175.0,69.0,27.0,3,24.0,25.666666666666668,25.6,13.333333333333334,20.0,,,
1743,678,16,Arocena,Patxi,71.0,1995,ESP,175.0,61.0,30.0,4,17.75,22.333333333333332,7.75,37.8,37.2,,,
1744,722,17,Mussatto,Phillipe,71.0,1995,FRA,178.0,59.0,37.0,3,23.666666666666668,21.0,22.0,,,,,
1745,375,18,Vickers,Ian,69.0,1995,GBR,,,21.0,2,34.5,32.5,39.25,30.0,,,,
1746,696,19,Dewilde,Paul,60.0,1995,FRA,178.0,70.0,25.0,3,20.0,1.0,,,,,,
1747,829,20,Kazbekov,Serik,58.0,1995,UKR,180.0,64.0,25.0,3,19.333333333333332,22.5,,,,,,
1748,514,21,Giupponi,Luca,52.0,1995,ITA,178.0,62.0,27.0,3,17.333333333333332,23.0,24.0,19.333333333333332,8.0,,,
1749,172,23,Caude,David,41.0,1995,FRA,,,21.0,2,20.5,,,,,,,
1750,726,25,Pons,Pedro,41.0,1995,ESP,168.0,64.0,26.0,3,13.666666666666666,30.0,5.0,,,,,
1751,811,24,Fürst,Stefan,41.0,1995,AUT,189.0,68.0,26.0,4,10.25,25.0,15.0,27.75,33.2,,,
1752,247,26,Coroller,Frédéric,35.0,1995,FRA,178.0,64.0,29.0,3,11.666666666666666,14.5,26.8,21.0,12.333333333333334,,,
1753,849,27,Scassa,Severino,34.0,1995,ITA,173.0,56.0,26.0,1,34.0,43.0,53.6,41.0,34.666666666666664,,,
1754,701,29,Gisler,Pascal,24.0,1995,SUI,174.0,59.0,19.0,1,24.0,4.0,,,,,,
1755,643,31,Carson,Neil,19.0,1995,GBR,169.0,60.0,25.0,2,9.5,15.0,,,,,,
1756,232,33,Ovchinnikov,Evgeny,18.0,1995,RUS,172.0,59.0,24.0,2,9.0,28.333333333333332,28.0,16.333333333333332,42.0,,,
1757,711,32,Koran,Pavel,18.0,1995,CZE,166.0,52.0,21.0,1,18.0,,,,,,,
1758,636,34,Videnovski,Milen,17.0,1995,BUL,164.0,54.0,19.0,2,8.5,,,,,,,
1759,227,35,Kryvosheytsev,Yevgen,16.0,1995,UKR,182.0,70.0,26.0,2,8.0,7.0,,,,,,
1760,492,36,Rakhmetov,Kairat,16.0,1995,KAZ,171.0,58.0,32.0,1,16.0,20.666666666666668,18.0,1.0,10.0,,,
1761,521,37,Laurence,Ludovic,14.0,1995,FRA,,,22.0,1,14.0,,,,,,,
1762,734,38,Samoiline,Pavel,12.0,1995,RUS,180.0,55.0,21.0,1,12.0,27.0,28.2,35.0,16.666666666666668,,,
1763,112,39,Bindhammer,Christian,11.0,1995,GER,172.0,57.0,19.0,2,5.5,,,,,,,
1764,211,42,Villien,David,9.0,1995,FRA,170.0,56.0,25.0,1,9.0,16.0,28.0,,,,,
1765,938,41,Gucek,Vili,9.0,1995,SLO,176.0,60.0,29.0,1,9.0,10.0,5.0,,,,,
1766,861,44,Wandeler,Simon,8.0,1995,SUI,188.0,72.0,21.0,3,2.6666666666666665,,,,,,,
1767,548,43,Benian,Milan,8.0,1995,CZE,171.0,62.0,25.0,1,8.0,4.0,,,,,,
1768,357,45,Kollar,Igor,7.0,1995,SVK,175.0,57.0,25.0,1,7.0,15.0,2.0,,,,,
1769,879,46,Fairfield,Timmy,6.0,1995,CAN,170.0,60.0,26.0,1,6.0,,,,,,,
1770,281,47,Vionnet,Frédéric,6.0,1995,FRA,,,,1,6.0,,,,,,,
1771,966,48,Widder,Wolfgang,6.0,1995,GER,173.0,64.0,30.0,1,6.0,,,,,,,
1772,769,50,Mate,Robert,5.0,1995,GER,170.0,60.0,17.0,1,5.0,,,,,,,
1773,171,49,Carretero Perez,David,5.0,1995,ESP,171.0,57.0,18.0,1,5.0,19.0,,,,,,
1774,961,52,Jongeneelen,Wouter,4.0,1995,NED,182.0,60.0,18.0,1,4.0,,,,,,,
1775,123,51,Cubitt,Christopher,4.0,1995,GBR,157.0,45.0,20.0,1,4.0,,,,,,,
1776,979,53,Philipona,Yves,4.0,1995,SUI,169.0,56.0,22.0,1,4.0,,,,,,,
1777,663,54,Boulavko,Oleg,3.0,1995,RUS,,,24.0,1,3.0,,,,,,,
1778,410,57,Golob,Jurij,2.0,1995,SLO,169.0,58.0,24.0,1,2.0,,,,,,,
1779,773,58,Otegui Zubiyaga,Ricardo,2.0,1995,ESP,,,,1,2.0,,,,,,,
1780,389,56,Campbel,Jason,2.0,1995,USA,,,,1,2.0,,,,,,,
1781,963,59,Thon,Werner,2.0,1995,GER,184.0,72.0,29.0,1,2.0,2.0,43.0,12.0,20.0,,,
1782,554,60,Calibani,Mauro,1.0,1995,ITA,173.0,64.0,21.0,1,1.0,,,,,,,
1783,268,1,Lombard,François,302.0,1994,FRA,180.0,62.0,23.0,4,75.5,50.4,27.2,63.6,,,,
1784,266,2,Legrand,François,280.0,1994,FRA,178.0,65.0,24.0,3,93.33333333333333,96.0,76.2,95.0,,,,
1785,461,3,Tribout,Jean-Baptiste,207.0,1994,FRA,173.0,63.0,33.0,4,51.75,23.8,53.0,60.0,,,,
1786,269,4,Mazuer,Fabien,206.0,1994,FRA,166.0,55.0,19.0,4,51.5,34.5,41.0,,,,,
1787,275,5,Petit,François,197.0,1994,FRA,173.0,58.0,19.0,4,49.25,72.2,45.6,32.0,,,,
1788,219,7,Chevieux,Elie,154.0,1994,SUI,176.0,60.0,21.0,4,38.5,31.6,46.6,37.0,,,,
1789,250,8,Coffy,François,133.0,1994,FRA,174.0,60.0,24.0,4,33.25,36.0,3.0,,,,,
1790,375,9,Vickers,Ian,130.0,1994,GBR,,,20.0,4,32.5,39.25,30.0,,,,,
1791,109,10,Brenna,Cristian,96.0,1994,ITA,175.0,60.0,24.0,4,24.0,25.333333333333332,2.0,,,,,
1792,726,11,Pons,Pedro,90.0,1994,ESP,168.0,64.0,25.0,3,30.0,5.0,,,,,,
1793,934,12,Albrand,Vincent,89.0,1994,FRA,178.0,64.0,23.0,2,44.5,18.0,28.8,,,,,
1794,232,13,Ovchinnikov,Evgeny,85.0,1994,RUS,172.0,59.0,23.0,3,28.333333333333332,28.0,16.333333333333332,42.0,,,,
1795,734,14,Samoiline,Pavel,81.0,1994,RUS,180.0,55.0,20.0,3,27.0,28.2,35.0,16.666666666666668,,,,
1796,789,15,Alippi,Stefano,77.0,1994,ITA,175.0,69.0,26.0,3,25.666666666666668,25.6,13.333333333333334,20.0,,,,
1797,811,16,Fürst,Stefan,75.0,1994,AUT,189.0,68.0,25.0,3,25.0,15.0,27.75,33.2,,,,
1798,542,18,Zardini,Luca,67.0,1994,ITA,177.0,61.0,22.0,3,22.333333333333332,42.75,58.4,16.0,,,,
1799,678,17,Arocena,Patxi,67.0,1994,ESP,175.0,61.0,29.0,3,22.333333333333332,7.75,37.8,37.2,,,,
1800,492,19,Rakhmetov,Kairat,62.0,1994,KAZ,171.0,58.0,31.0,3,20.666666666666668,18.0,1.0,10.0,,,,
1801,845,21,Rakhmetov,Salavat,59.0,1994,RUS,172.0,55.0,27.0,2,29.5,41.5,29.0,57.666666666666664,,,,
1802,973,22,Hirayama,Yuji,55.0,1994,JPN,173.0,65.0,25.0,2,27.5,55.4,51.6,78.75,,,,
1803,514,23,Giupponi,Luca,46.0,1994,ITA,178.0,62.0,26.0,2,23.0,24.0,19.333333333333332,8.0,,,,
1804,829,24,Kazbekov,Serik,45.0,1994,UKR,180.0,64.0,24.0,2,22.5,,,,,,,
1805,849,25,Scassa,Severino,43.0,1994,ITA,173.0,56.0,25.0,1,43.0,53.6,41.0,34.666666666666664,,,,
1806,722,26,Mussatto,Phillipe,42.0,1994,FRA,178.0,59.0,36.0,2,21.0,22.0,,,,,,
1807,171,27,Carretero Perez,David,38.0,1994,ESP,171.0,57.0,17.0,2,19.0,,,,,,,
1808,755,28,Cabane,Rafael,37.0,1994,FRA,161.0,60.0,22.0,1,37.0,55.0,,,,,,
1809,261,30,Hage,Florian,36.0,1994,GER,184.0,70.0,20.0,3,12.0,20.0,8.0,,,,,
1810,211,31,Villien,David,32.0,1994,FRA,170.0,56.0,24.0,2,16.0,28.0,,,,,,
1811,643,32,Carson,Neil,30.0,1994,GBR,169.0,60.0,24.0,2,15.0,,,,,,,
1812,357,33,Kollar,Igor,30.0,1994,SVK,175.0,57.0,24.0,2,15.0,2.0,,,,,,
1813,247,34,Coroller,Frédéric,29.0,1994,FRA,178.0,64.0,28.0,2,14.5,26.8,21.0,12.333333333333334,,,,
1814,255,35,Dreyfus,François,28.0,1994,FRA,,,30.0,1,28.0,10.0,,,,,,
1815,796,37,Bie,Samuel,20.0,1994,FRA,178.0,62.0,21.0,2,10.0,15.333333333333334,5.0,,,,,
1816,596,38,Mejovsek,Matej,16.0,1994,SLO,170.0,60.0,24.0,3,5.333333333333333,13.0,,,,,,
1817,227,40,Kryvosheytsev,Yevgen,14.0,1994,UKR,182.0,70.0,25.0,2,7.0,,,,,,,
1818,852,39,Chemoulinkine,Serguei,14.0,1994,RUS,,,21.0,1,14.0,,,,,,,
1819,149,41,Schlesener,Christian,14.0,1994,GER,171.0,64.0,27.0,1,14.0,2.0,5.0,,,,,
1820,938,42,Gucek,Vili,10.0,1994,SLO,176.0,60.0,28.0,1,10.0,5.0,,,,,,
1821,387,43,Cabaret,Jean,9.0,1994,FRA,178.0,66.0,27.0,2,4.5,8.5,38.5,18.5,,,,
1822,701,45,Gisler,Pascal,8.0,1994,SUI,174.0,59.0,18.0,2,4.0,,,,,,,
1823,405,44,Finne,Jean Paul,8.0,1994,BEL,160.0,53.0,29.0,1,8.0,32.333333333333336,16.0,18.75,,,,
1824,816,48,Fressoz,Stéphane,7.0,1994,FRA,,,,1,7.0,,,,,,,
1825,673,51,Tcherechnev,Oleg,4.0,1994,RUS,170.0,56.0,31.0,1,4.0,,,,,,,
1826,548,50,Benian,Milan,4.0,1994,CZE,171.0,62.0,24.0,1,4.0,,,,,,,
1827,380,49,Arran,John,4.0,1994,GBR,173.0,,31.0,1,4.0,,,,,,,
1828,478,52,Garbov,Kalin,3.0,1994,BUL,165.0,60.0,17.0,1,3.0,,,,,,,
1829,963,53,Thon,Werner,2.0,1994,GER,184.0,72.0,28.0,1,2.0,43.0,12.0,20.0,,,,
1830,696,54,Dewilde,Paul,1.0,1994,FRA,178.0,70.0,24.0,1,1.0,,,,,,,
1831,266,1,Legrand,François,480.0,1993,FRA,178.0,65.0,23.0,5,96.0,76.2,95.0,,,,,
1832,275,2,Petit,François,361.0,1993,FRA,173.0,58.0,18.0,5,72.2,45.6,32.0,,,,,
1833,973,3,Hirayama,Yuji,277.0,1993,JPN,173.0,65.0,24.0,5,55.4,51.6,78.75,,,,,
1834,849,4,Scassa,Severino,268.0,1993,ITA,173.0,56.0,24.0,5,53.6,41.0,34.666666666666664,,,,,
1835,268,5,Lombard,François,252.0,1993,FRA,180.0,62.0,22.0,5,50.4,27.2,63.6,,,,,
1836,542,7,Zardini,Luca,171.0,1993,ITA,177.0,61.0,21.0,4,42.75,58.4,16.0,,,,,
1837,219,8,Chevieux,Elie,158.0,1993,SUI,176.0,60.0,20.0,5,31.6,46.6,37.0,,,,,
1838,375,9,Vickers,Ian,157.0,1993,GBR,,,19.0,4,39.25,30.0,,,,,,
1839,734,10,Samoiline,Pavel,141.0,1993,RUS,180.0,55.0,19.0,5,28.2,35.0,16.666666666666668,,,,,
1840,655,12,Sartori,Nicola,140.0,1993,ITA,175.0,63.0,26.0,5,28.0,16.0,,,,,,
1841,269,13,Mazuer,Fabien,138.0,1993,FRA,166.0,55.0,18.0,4,34.5,41.0,,,,,,
1842,247,14,Coroller,Frédéric,134.0,1993,FRA,178.0,64.0,27.0,5,26.8,21.0,12.333333333333334,,,,,
1843,789,15,Alippi,Stefano,128.0,1993,ITA,175.0,69.0,25.0,5,25.6,13.333333333333334,20.0,,,,,
1844,461,16,Tribout,Jean-Baptiste,119.0,1993,FRA,173.0,63.0,32.0,5,23.8,53.0,60.0,,,,,
1845,250,17,Coffy,François,108.0,1993,FRA,174.0,60.0,23.0,3,36.0,3.0,,,,,,
1846,405,18,Finne,Jean Paul,97.0,1993,BEL,160.0,53.0,28.0,3,32.333333333333336,16.0,18.75,,,,,
1847,845,20,Rakhmetov,Salavat,83.0,1993,RUS,172.0,55.0,26.0,2,41.5,29.0,57.666666666666664,,,,,
1848,273,19,Nicole,Frédéric,83.0,1993,SUI,179.0,70.0,23.0,4,20.75,13.5,37.2,,,,,
1849,109,22,Brenna,Cristian,76.0,1993,ITA,175.0,60.0,23.0,3,25.333333333333332,2.0,,,,,,
1850,811,23,Fürst,Stefan,75.0,1993,AUT,189.0,68.0,24.0,5,15.0,27.75,33.2,,,,,
1851,934,24,Albrand,Vincent,72.0,1993,FRA,178.0,64.0,22.0,4,18.0,28.8,,,,,,
1852,722,26,Mussatto,Phillipe,66.0,1993,FRA,178.0,59.0,35.0,3,22.0,,,,,,,
1853,232,28,Ovchinnikov,Evgeny,56.0,1993,RUS,172.0,59.0,22.0,2,28.0,16.333333333333332,42.0,,,,,
1854,755,29,Cabane,Rafael,55.0,1993,FRA,161.0,60.0,21.0,1,55.0,,,,,,,
1855,514,30,Giupponi,Luca,48.0,1993,ITA,178.0,62.0,25.0,2,24.0,19.333333333333332,8.0,,,,,
1856,116,31,Bucher,Christoph,47.0,1993,GER,160.0,57.0,24.0,2,23.5,13.666666666666666,2.0,,,,,
1857,796,32,Bie,Samuel,46.0,1993,FRA,178.0,62.0,20.0,3,15.333333333333334,5.0,,,,,,
1858,963,33,Thon,Werner,43.0,1993,GER,184.0,72.0,27.0,1,43.0,12.0,20.0,,,,,
1859,884,34,Gomez,Txema,41.0,1993,ESP,177.0,69.0,28.0,4,10.25,22.0,15.0,,,,,
1860,817,35,Glowacz,Stefan,37.0,1993,GER,175.0,,28.0,1,37.0,43.5,43.0,,,,,
1861,492,36,Rakhmetov,Kairat,36.0,1993,KAZ,171.0,58.0,30.0,2,18.0,1.0,10.0,,,,,
1862,678,37,Arocena,Patxi,31.0,1993,ESP,175.0,61.0,28.0,4,7.75,37.8,37.2,,,,,
1863,463,38,Trinh-Thieu,Jean-Minh,31.0,1993,FRA,172.0,58.0,20.0,1,31.0,,,,,,,
1864,424,39,Karn,Jim,30.0,1993,USA,182.0,70.0,27.0,2,15.0,34.333333333333336,38.75,,,,,
1865,211,41,Villien,David,28.0,1993,FRA,170.0,56.0,23.0,1,28.0,,,,,,,
1866,596,42,Mejovsek,Matej,26.0,1993,SLO,170.0,60.0,23.0,2,13.0,,,,,,,
1867,261,43,Hage,Florian,20.0,1993,GER,184.0,70.0,19.0,1,20.0,8.0,,,,,,
1868,910,44,Ryan,Tony,20.0,1993,GBR,168.0,55.0,31.0,3,6.666666666666667,17.666666666666668,22.0,,,,,
1869,320,45,Unterrainer,Günther,20.0,1993,AUT,172.0,60.0,25.0,1,20.0,22.5,,,,,,
1870,471,46,Büchele,Klaus,19.0,1993,GER,177.0,66.0,28.0,2,9.5,12.8,27.6,,,,,
1871,387,48,Cabaret,Jean,17.0,1993,FRA,178.0,66.0,26.0,2,8.5,38.5,18.5,,,,,
1872,257,49,Fara,Fabrice,14.0,1993,FRA,,,,1,14.0,,,,,,,
1873,894,50,Kathaunov,Tihomir,14.0,1993,BUL,161.0,50.0,19.0,1,14.0,,,,,,,
1874,455,52,Schelker,Johnny,12.0,1993,SUI,186.0,73.0,25.0,1,12.0,,,,,,,
1875,656,53,Sellars,Nick,12.0,1993,GBR,185.0,63.0,23.0,1,12.0,,,,,,,
1876,726,57,Pons,Pedro,10.0,1993,ESP,168.0,64.0,24.0,2,5.0,,,,,,,
1877,572,56,Havlik,Marek,10.0,1993,CZE,180.0,60.0,20.0,1,10.0,,,,,,,
1878,938,55,Gucek,Vili,10.0,1993,SLO,176.0,60.0,27.0,2,5.0,,,,,,,
1879,255,54,Dreyfus,François,10.0,1993,FRA,,,29.0,1,10.0,,,,,,,
1880,78,60,Fernandez,Bernabe,7.0,1993,ESP,178.0,64.0,19.0,1,7.0,,,,,,,
1881,815,61,Franklin,Scott,7.0,1993,USA,165.0,57.0,27.0,1,7.0,3.5,6.0,,,,,
1882,299,62,Köstermeyer,Guido,7.0,1993,GER,176.0,60.0,25.0,1,7.0,42.6,34.4,,,,,
1883,924,63,Usami,Tomoki,5.0,1993,JPN,170.0,53.0,25.0,1,5.0,,,,,,,
1884,560,65,Dorfleitner,Markus,3.0,1993,GER,180.0,63.0,22.0,1,3.0,,,,,,,
1885,357,67,Kollar,Igor,2.0,1993,SVK,175.0,57.0,23.0,1,2.0,,,,,,,
1886,149,68,Schlesener,Christian,2.0,1993,GER,171.0,64.0,26.0,1,2.0,5.0,,,,,,
1887,177,66,Englekirk,Doug,2.0,1993,USA,167.0,59.0,32.0,1,2.0,19.0,23.0,,,,,
1888,266,1,Legrand,François,381.0,1992,FRA,178.0,65.0,22.0,5,76.2,95.0,,,,,,
1889,542,2,Zardini,Luca,292.0,1992,ITA,177.0,61.0,20.0,5,58.4,16.0,,,,,,
1890,461,3,Tribout,Jean-Baptiste,265.0,1992,FRA,173.0,63.0,31.0,5,53.0,60.0,,,,,,
1891,973,4,Hirayama,Yuji,258.0,1992,JPN,173.0,65.0,23.0,5,51.6,78.75,,,,,,
1892,219,6,Chevieux,Elie,233.0,1992,SUI,176.0,60.0,19.0,5,46.6,37.0,,,,,,
1893,275,7,Petit,François,228.0,1992,FRA,173.0,58.0,17.0,5,45.6,32.0,,,,,,
1894,299,8,Köstermeyer,Guido,213.0,1992,GER,176.0,60.0,24.0,5,42.6,34.4,,,,,,
1895,678,9,Arocena,Patxi,189.0,1992,ESP,175.0,61.0,27.0,5,37.8,37.2,,,,,,
1896,817,10,Glowacz,Stefan,174.0,1992,GER,175.0,,27.0,4,43.5,43.0,,,,,,
1897,849,11,Scassa,Severino,164.0,1992,ITA,173.0,56.0,23.0,4,41.0,34.666666666666664,,,,,,
1898,375,12,Vickers,Ian,150.0,1992,GBR,,,18.0,5,30.0,,,,,,,
1899,934,13,Albrand,Vincent,144.0,1992,FRA,178.0,64.0,21.0,5,28.8,,,,,,,
1900,734,14,Samoiline,Pavel,140.0,1992,RUS,180.0,55.0,18.0,4,35.0,16.666666666666668,,,,,,
1901,268,15,Lombard,François,136.0,1992,FRA,180.0,62.0,21.0,5,27.2,63.6,,,,,,
1902,269,16,Mazuer,Fabien,123.0,1992,FRA,166.0,55.0,17.0,3,41.0,,,,,,,
1903,845,17,Rakhmetov,Salavat,116.0,1992,RUS,172.0,55.0,25.0,4,29.0,57.666666666666664,,,,,,
1904,811,18,Fürst,Stefan,111.0,1992,AUT,189.0,68.0,23.0,4,27.75,33.2,,,,,,
1905,247,19,Coroller,Frédéric,105.0,1992,FRA,178.0,64.0,26.0,5,21.0,12.333333333333334,,,,,,
1906,424,20,Karn,Jim,103.0,1992,USA,182.0,70.0,26.0,3,34.333333333333336,38.75,,,,,,
1907,272,21,Natech,Faycal,84.0,1992,FRA,,,,4,21.0,21.0,,,,,,
1908,405,22,Finne,Jean Paul,80.0,1992,BEL,160.0,53.0,27.0,5,16.0,18.75,,,,,,
1909,387,23,Cabaret,Jean,77.0,1992,FRA,178.0,66.0,25.0,2,38.5,18.5,,,,,,
1910,177,24,Englekirk,Doug,76.0,1992,USA,167.0,59.0,31.0,4,19.0,23.0,,,,,,
1911,471,25,Büchele,Klaus,64.0,1992,GER,177.0,66.0,27.0,5,12.8,27.6,,,,,,
1912,514,26,Giupponi,Luca,58.0,1992,ITA,178.0,62.0,24.0,3,19.333333333333332,8.0,,,,,,
1913,273,27,Nicole,Frédéric,54.0,1992,SUI,179.0,70.0,22.0,4,13.5,37.2,,,,,,
1914,910,28,Ryan,Tony,53.0,1992,GBR,168.0,55.0,30.0,3,17.666666666666668,22.0,,,,,,
1915,232,29,Ovchinnikov,Evgeny,49.0,1992,RUS,172.0,59.0,21.0,3,16.333333333333332,42.0,,,,,,
1916,655,30,Sartori,Nicola,48.0,1992,ITA,175.0,63.0,25.0,3,16.0,,,,,,,
1917,940,31,Jourkin,Vladimir,47.0,1992,RUS,180.0,,27.0,3,15.666666666666666,2.0,,,,,,
1918,320,32,Unterrainer,Günther,45.0,1992,AUT,172.0,60.0,24.0,2,22.5,,,,,,,
1919,116,33,Bucher,Christoph,41.0,1992,GER,160.0,57.0,23.0,3,13.666666666666666,2.0,,,,,,
1920,789,34,Alippi,Stefano,40.0,1992,ITA,175.0,69.0,24.0,3,13.333333333333334,20.0,,,,,,
1921,409,35,Godoffe,Jacky,37.0,1992,FRA,,,36.0,1,37.0,28.0,,,,,,
1922,958,36,Gadd,Will,36.0,1992,CAN,,,,2,18.0,5.0,,,,,,
1923,437,37,Lissovoi,Juri,34.0,1992,RUS,169.0,61.0,28.0,1,34.0,8.0,,,,,,
1924,792,38,Blein,Serge,31.0,1992,FRA,174.0,57.0,28.0,2,15.5,25.5,,,,,,
1925,971,39,Ghesquiers,Yann,31.0,1992,FRA,,,20.0,2,15.5,23.666666666666668,,,,,,
1926,884,41,Gomez,Txema,22.0,1992,ESP,177.0,69.0,27.0,1,22.0,15.0,,,,,,
1927,981,42,Terashima,Yoshihiko,20.0,1992,JPN,,,,1,20.0,9.0,,,,,,
1928,631,43,Tsuge,Motomu,20.0,1992,JPN,,,,1,20.0,20.0,,,,,,
1929,963,46,Thon,Werner,12.0,1992,GER,184.0,72.0,26.0,1,12.0,20.0,,,,,,
1930,293,44,Hörhager,Gerhard,12.0,1992,AUT,,,,1,12.0,,,,,,,
1931,802,47,Cameron,Stuart A.,10.0,1992,GBR,,,,1,10.0,,,,,,,
1932,261,49,Hage,Florian,8.0,1992,GER,184.0,70.0,18.0,1,8.0,,,,,,,
1933,797,48,Böschenstein,Stefan,8.0,1992,SUI,172.0,54.0,24.0,1,8.0,,,,,,,
1934,344,50,Rieser,Hannes,8.0,1992,AUT,184.0,63.0,27.0,1,8.0,8.0,,,,,,
1935,815,51,Franklin,Scott,7.0,1992,USA,165.0,57.0,26.0,2,3.5,6.0,,,,,,
1936,796,52,Bie,Samuel,5.0,1992,FRA,178.0,62.0,19.0,1,5.0,,,,,,,
1937,149,55,Schlesener,Christian,5.0,1992,GER,171.0,64.0,25.0,1,5.0,,,,,,,
1938,474,53,De Boeck,Kurt,5.0,1992,BEL,176.0,65.0,23.0,1,5.0,5.5,,,,,,
1939,497,56,Smith,Kurt,5.0,1992,USA,,,,1,5.0,,,,,,,
1940,458,60,Son,Jung-Jun,4.0,1992,KOR,176.0,67.0,26.0,1,4.0,3.0,,,,,,
1941,556,57,Delafield,Mark,4.0,1992,GBR,180.0,65.0,27.0,1,4.0,3.75,,,,,,
1942,31,58,Hofmann,Andreas,4.0,1992,GER,,,,1,4.0,,,,,,,
1943,519,59,Lee,Kuen-Taek,4.0,1992,KOR,,,,1,4.0,,,,,,,
1944,250,62,Coffy,François,3.0,1992,FRA,174.0,60.0,22.0,1,3.0,,,,,,,
1945,109,64,Brenna,Cristian,2.0,1992,ITA,175.0,60.0,22.0,1,2.0,,,,,,,
1946,492,67,Rakhmetov,Kairat,1.0,1992,KAZ,171.0,58.0,29.0,1,1.0,10.0,,,,,,
1947,266,1,Legrand,François,380.0,1991,FRA,178.0,65.0,21.0,4,95.0,,,,,,,
1948,268,2,Lombard,François,318.0,1991,FRA,180.0,62.0,20.0,5,63.6,,,,,,,
1949,973,3,Hirayama,Yuji,315.0,1991,JPN,173.0,65.0,22.0,4,78.75,,,,,,,
1950,461,4,Tribout,Jean-Baptiste,300.0,1991,FRA,173.0,63.0,30.0,5,60.0,,,,,,,
1951,202,5,Raboutou,Didier,197.0,1991,FRA,,,,4,49.25,,,,,,,
1952,678,6,Arocena,Patxi,186.0,1991,ESP,175.0,61.0,26.0,5,37.2,,,,,,,
1953,273,7,Nicole,Frédéric,186.0,1991,SUI,179.0,70.0,21.0,5,37.2,,,,,,,
1954,845,8,Rakhmetov,Salavat,173.0,1991,RUS,172.0,55.0,24.0,3,57.666666666666664,,,,,,,
1955,299,9,Köstermeyer,Guido,172.0,1991,GER,176.0,60.0,23.0,5,34.4,,,,,,,
1956,811,10,Fürst,Stefan,166.0,1991,AUT,189.0,68.0,22.0,5,33.2,,,,,,,
1957,424,12,Karn,Jim,155.0,1991,USA,182.0,70.0,25.0,4,38.75,,,,,,,
1958,219,13,Chevieux,Elie,148.0,1991,SUI,176.0,60.0,18.0,4,37.0,,,,,,,
1959,471,14,Büchele,Klaus,138.0,1991,GER,177.0,66.0,26.0,5,27.6,,,,,,,
1960,232,15,Ovchinnikov,Evgeny,126.0,1991,RUS,172.0,59.0,20.0,3,42.0,,,,,,,
1961,849,16,Scassa,Severino,104.0,1991,ITA,173.0,56.0,22.0,3,34.666666666666664,,,,,,,
1962,753,18,Cortijo,Robert,91.0,1991,FRA,,,,3,30.333333333333332,,,,,,,
1963,817,19,Glowacz,Stefan,86.0,1991,GER,175.0,,26.0,2,43.0,,,,,,,
1964,409,20,Godoffe,Jacky,84.0,1991,FRA,,,35.0,3,28.0,,,,,,,
1965,789,21,Alippi,Stefano,80.0,1991,ITA,175.0,69.0,23.0,4,20.0,,,,,,,
1966,405,22,Finne,Jean Paul,75.0,1991,BEL,160.0,53.0,26.0,4,18.75,,,,,,,
1967,971,23,Ghesquiers,Yann,71.0,1991,FRA,,,19.0,3,23.666666666666668,,,,,,,
1968,412,24,Hudecek,Jindrich,67.0,1991,CZE,,,,3,22.333333333333332,,,,,,,
1969,275,25,Petit,François,64.0,1991,FRA,173.0,58.0,16.0,2,32.0,,,,,,,
1970,272,26,Natech,Faycal,63.0,1991,FRA,,,,3,21.0,,,,,,,
1971,884,27,Gomez,Txema,60.0,1991,ESP,177.0,69.0,26.0,4,15.0,,,,,,,
1972,792,28,Blein,Serge,51.0,1991,FRA,174.0,57.0,27.0,2,25.5,,,,,,,
1973,734,30,Samoiline,Pavel,50.0,1991,RUS,180.0,55.0,17.0,3,16.666666666666668,,,,,,,
1974,842,29,Poussardin,Stéphane,50.0,1991,FRA,,,,3,16.666666666666668,,,,,,,
1975,177,31,Englekirk,Doug,46.0,1991,USA,167.0,59.0,30.0,2,23.0,,,,,,,
1976,910,32,Ryan,Tony,44.0,1991,GBR,168.0,55.0,29.0,2,22.0,,,,,,,
1977,878,34,Fickert,Thomas,43.0,1991,GER,,,,3,14.333333333333334,,,,,,,
1978,247,36,Coroller,Frédéric,37.0,1991,FRA,178.0,64.0,25.0,3,12.333333333333334,,,,,,,
1979,387,35,Cabaret,Jean,37.0,1991,FRA,178.0,66.0,24.0,2,18.5,,,,,,,
