,ID,Name,Dates,day_maybe,month,year
503,5754,European Youth Cup (B) - Soure (POR) 2016,7  - 8 Mai 2016,7  - 8,5,2016
504,1601,European Youth Cup (L) - Mitterdorf (AUT) 2015 ,8  - 9 August 2015,8  - 9,8,2015
505,1609,"European Youth Championship (L, S) - Edinburgh (GBR) 2015",12  - 14 Juni 2015,12  - 14,6,2015
506,1544,European Youth Cup (B) - L'Argentière (FRA) 2014 ,22  - 23 Juli 2014,22  - 23,7,2014
507,7404,Bayerische Meisterschaft Speed Heilbronn i.R.d. Regionalmeisterschaft Süd,15 September 2018,15,9,2018
508,7401,Bayerische Meisterschaft Lead Heilbronn i.R.d. Regionalmeisterschaft Süd,15 September 2018,15,9,2018
509,6527,Bayerische Meisterschaft Speed - Neu-Ulm,24 September 2017,24,9,2017
510,6563,Süddeutsche Meisterschaft Speed - Neu-Ulm,24 September 2017,24,9,2017
511,6305,Bächli Swiss Climbing Cup BSCC 2017 (Speed) - SAC Speed-Schweizermeisterschaft Züspa Zürich,7 Oktober 2017,7,10,2017
512,5271,Bächli Swiss Climbing Cup BSCC + SM (S) - Züspa Zürich,29 September 2012,29,9,2012
513,8190,Bayerische Meisterschaft Erwachsene & Jugend A Lead Freising (Qualifikation Jugend A und B),1 Mai 2019,1,5,2019
514,5729,Offene Hessische Landesmeisterschaft Lead 2016 - Cube Wetzlar,2 Juli 2016,2,7,2016
515,5189,Westdeutsche Meisterschaft - Wuppertal 2010,6 November 2010,6,11,2010
516,7923,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,5  - 6 April 2019,5  - 6,4,2019
517,5542,Norddeutsche Meisterschaft Lead - Hamburg 2014,14 Juni 2014,14,6,2014
518,5425,Norddeutsche Meisterschaft (Bouldern) - Hamburg 2013,4 Mai 2013,4,5,2013
519,9071,Offene Norddeutsche Meisterschaft Bouldern 2020 im escaladrome Hannover,22 Februar 2020,22,2,2020
520,9011,Regionalmeisterschaft Nord-Ost Lead 2019 Hamburg,2 November 2019,2,11,2019
521,8509,Regionalmeisterschaft Nord-Ost im FLASHH Hamburg,4 Mai 2019,4,5,2019
522,8208,Norddeutsche Meisterschaft Bouldern,23 Februar 2019,23,2,2019
523,7828,Nordostdeutsche Meisterschaft Lead (Regionalmeisterschaft) im DAV-Kletterzentrum Hamburg,3 November 2018,3,11,2018
524,7825,Offene Landesmeisterschaft Lead DAV-Nord (Griffreich Hannover),22 September 2018,22,9,2018
525,7492,Regionalmeisterschaft Bouldern Nord-Ost (Greifhaus/Braunschweig),17 März 2018,17,3,2018
526,7489,Norddeutsche Meisterschaft Bouldern  2018 Boulder-Base Bremen,3 März 2018,3,3,2018
527,6753,Norddeutsche Meisterschaft – Bouldern 2017 Greifhaus Braunschweig,18 Februar 2017,18,2,2017
528,6506,Norddeutsche Meisterschaft – Lead 2017 DAV Kletterzentrum Hamburg,21 Januar 2017,21,1,2017
529,6034,Norddeutsche Meisterschaft Lead 2016 - DAV Kletterzentrum Hamburg,3 September 2016,3,9,2016
530,6028,Norddeutsche Meisterschaft Bouldern 2016 - Boulderbase Bremen,23 April 2016,23,4,2016
531,6629,Regionale Bouldermeisterschaft Nordost - escaladrome Hannover,2 April 2017,2,4,2017
532,7341,Offene NRW-Landesmeisterschaft Lead 2018 - Hilden,30 Juni 2018,30,6,2018
533,5656,Hessische Landesmeisterschaft Lead 2015,27 September 2015,27,9,2015
534,5520,Hessische Jugend-Bouldermeisterschaft 2014,1 März 2014,1,3,2014
535,6956,Westdeutsche Meisterschaft Bouldern 2017 - Jugend - Studio Bloc Pfungstadt,7 Mai 2017,7,5,2017
536,8497,Hessische Meisterschaft Speed 2019 - Hilden,31 August 2019,31,8,2019
537,8474,Westdeutsche Meisterschaft Speed 2019 - Hilden,31 August 2019,31,8,2019
538,6673,21. offene Rheinland-Pfalz-Meisterschaft Lead 2017 - Pfalz Rock Frankenthal (Qualifikation zur WDM),10 Juni 2017,10,6,2017
539,7544,BaWü Meisterschaft Speed - Heilbronn,15 September 2018,15,9,2018
540,7158,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,8  - 9 Juni 2018,8  - 9,6,2018
541,6843,IFSC Climbing Worldcup (L) - Kranj (SLO) 2017,11  - 12 November 2017,11  - 12,11,2017
542,6900,European Championship (B) - Munich (GER) 2017 ,18  - 19 August 2017,18  - 19,8,2017
543,6439,European Youth Cup (B) - Sofia (BUL) 2017,5  - 6 August 2017,5  - 6,8,2017
544,6182,IFSC Climbing Worldcup (B) - Vail (USA) 2017,9  - 10 Juni 2017,9  - 10,6,2017
545,6158,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,7  - 8 April 2017,7  - 8,4,2017
546,1637,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,20  - 21 Mai 2016,20  - 21,5,2016
547,1593,IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,14  - 15 November 2015,14  - 15,11,2015
548,1545,"European Youth Championship (L,S) - Edinburgh 2014",14  - 15 Juni 2014,14  - 15,6,2014
549,7276,Deutsche Meisterschaft Speed 2018 - Hilden,21 Juli 2018,21,7,2018
550,6669,Offene Bouldermeisterschaft Rheinland-Pfalz 2017 - RockTown Kaiserslautern,22 April 2017,22,4,2017
551,5725,20. offene Rheinland-Pfalz-Meisterschaft - Pfalz Rock Frankenthal 2016 (L),17 September 2016,17,9,2016
552,5629,"RockTown ""Summer Challenge - Round 2"" 2015",6 Juni - 9 Juli 2015,6,6,2015
553,6132,"RockTown ""Summer Challenge - Round 3"" 2016",22 Juli - 17 August 2016,22,7,2016
554,7947,IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 ,19  - 20 Juli 2019,19  - 20,7,2019
555,7164,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",6  - 7 Juli 2018,6  - 7,7,2018
556,6092,"RockTown ""Summer Challenge - Round 1"" 2016",21 Mai - 22 Juni 2016,21,5,2016
557,5630,"RockTown ""Summer Challenge - Round 3"" 2015",11 Juli - 13 August 2015,11,7,2015
558,7202,Offene Bouldermeisterschaft Rheinland-Pfalz - RockTown Kaiserslautern,10 März 2018,10,3,2018
559,5289,Deutscher Speedcup - München 2012,1 Juli 2012,1,7,2012
560,5623,1.Sächsischer Kinder-Jugendcup Lead in Zittau 2015,18 April 2015,18,4,2015
561,5570,1. Sächsischer Kinder- und Jugendcup Bouldern in Dresden 2015,7 März 2015,7,3,2015
562,5511,Offener Sächsischer Kinder-Jugendcup Lead Teil 2 in Zittau,14 Juni 2014,14,6,2014
563,5512,Offener Sächsischer Kinder-Jugendcup Lead Teil 1 in Leipzig,24 Mai 2014,24,5,2014
564,5464,Offener Sächsischer Kinder-Jugendcup Bouldern Teil 1 in Dresden,8 März 2014,8,3,2014
565,5430,4. Wettkampf zum Sächsischen Kinder- und Schülercup 2013,9 November 2013,9,11,2013
566,5427,3.Wettkampf zum Sächsischen Kinder- und Schülercup 2013,28 September 2013,28,9,2013
567,5418,2. Wettkampf zum Sächsischen Kinder- und Schülercup 2013 in Leipzig,1 Juni 2013,1,6,2013
568,6661,Offene Sächsische Landesmeisterschaft 2017 Bouldern in Leipzig,25 März 2017,25,3,2017
569,5837,"Offene Sächsische Landesmeisterschaft Lead in Dresden, Senioren/AK 40+/Jugend A/B/C",5 November 2016,5,11,2016
570,5840,"Offene Sächsische Landesmeisterschaft Speed in Dresden, Senioren/Jugend A/B/C",5 November 2016,5,11,2016
571,5816,Sächsischer Jugendcup Wk3 Lead 2016 Zittau,4 Juni 2016,4,6,2016
572,5846,Sächsischer Jugendcup Wk2 Bouldern 2016 Leipzig,23 April 2016,23,4,2016
573,8515,Offene Sächsische und Berliner Landesmeisterschaften Bouldern 2019 - Berlin,25 März 2019,25,3,2019
574,7503,Offene Sächsische/Berliner Meisterschaft Bouldern in Dresden,10 März 2018,10,3,2018
575,6645,Sächsischer Jugendcup 2017- Wk3 Lead in Dresden (LJS) ,17 Juni 2017,17,6,2017
576,5631,Sächsischer Kinder- und Jugendcup Bouldern 2015 Teil 2 - Landesjugendspiele,4 Juli 2015,4,7,2015
577,5515,Offener Sächischer Kinder- und Jugendcup Lead Teil 3 in Freiberg,8 November 2014,8,11,2014
578,5410,1. Wettkampf zum Sächsischen Kinder- und Schülercup 2013 in Zittau,13 April 2013,13,4,2013
579,7880,3.Sächsischer Kinder- und Jugendcup 2018- WK1 Lead in Zittau,3 November 2018,3,11,2018
580,5805,Sächsischer Jugendcup Wk1 Bouldern 2016 Dresden,5 März 2016,5,3,2016
581,5524,Offener Sächsischer Kinder-Jugendcup Bouldern Teil 2 in Chemnitz,5 Juli 2014,5,7,2014
582,6657,Sächsischer Jugendcup 2017 - Wk6 Lead in Dresden XXL,4 November 2017,4,11,2017
583,6649,Sächsischer Jugendcup 2017 - Wk4 Bouldern in Dresden Mandala,2 September 2017,2,9,2017
584,6641,Sächsischer Jugendcup 2017- Wk2 Lead in Heidenau YoYo,13 Mai 2017,13,5,2017
585,6637,Sächsischer Jugendcup 2017-Wk1 Bouldern in Dresden Messehalle,11 März 2017,11,3,2017
586,5825,"Sächsischer Jugendcup Wk5 Lead 2016 Dresden, Jugend D/E/F",5 November 2016,5,11,2016
587,8301,Sächsischer Jugendcup 2019 WK2 Lead LJS Dresden,29 Juni 2019,29,6,2019
588,10691,Nord-Ostdeutsche Meisterschaft Bouldern im BiG Bouldern in Göttingen,12 September 2020,12,9,2020
589,8352,Offene Sächsische/Berliner Landesmeisterschaft Lead in Dresden,28 September 2019,28,9,2019
590,8449,Deutsche Meisterschaft Olympic Combined 2019 - Augsburg,21  - 22 September 2019,21  - 22,9,2019
591,9081,Offene Norddeutsche Jugendmeisterschaft Bouldern im escaladrome Hannover,23 Februar 2020,23,2,2020
592,8304,Sächsischer Jugendcup 2019 Wk4 Lead Zittau,2 November 2019,2,11,2019
593,8404,Sächsischer Jugendcup 2019 Wk3 Lead YOYO Heidenau,7 September 2019,7,9,2019
594,8295,Sächsischer Jugendcup 2019 Wk1 Bouldern Messe Dresden,16 März 2019,16,3,2019
595,7883,4.Sächsischer Kinder- und Jugendcup 2018- WK1 Bouldern in Leipzig,10 November 2018,10,11,2018
596,7716,1.Sächsischer Kinder- und Jugendcup 2018- WK1 Bouldern in Dresden,2 Juni 2018,2,6,2018
597,10081,2. Deutscher Jugendcup (L) 2020 - Wetzlar,26  - 27 September 2020,26  - 27,9,2020
598,9101,Sächsischer Jugendcup 2019 Wk5 Bouldern in Dresden,23 November 2019,23,11,2019
599,7874,2.Sächsischer Kinder- und Jugendcup 2018- WK1 Lead in Dresden,29 September 2018,29,9,2018
600,8337,Asian Combined Youth Championships - Chongqing (CHN) 2019,14  - 17 November 2019,14  - 17,11,2019
601,8334,Asian Youth Championships - Bengaluru (IND) 2019 ,12  - 15 Dezember 2019,12  - 15,12,2019
602,10131,"Sächsischer Jugendcup 2020, Wk3 Lead in Heidenau",26 September 2020,26,9,2020
603,10701,Sächsischer Jugendcup 2020 Wk2 Bouldern im Mandala Dresden,19 September 2020,19,9,2020
604,10111,"Sächsischer Jugendcup 2020, Wk1 Lead in Dresden (Jugend A-F)",10  - 11 Juli 2020,10  - 11,7,2020
605,9671,Kidscup Bouldern Region Oberbayern - DAV Kletterzentrum Ingolstadt,1 Februar 2020,1,2,2020
606,780,UIAA World Youth Championship - Imst (AUT) 2006,24  - 27 August 2006,24  - 27,8,2006
607,1205,IFSC World Youth Championships - Valence (FRA) 2009,27  - 30 August 2009,27  - 30,8,2009
608,1125,IFSC European Youth Series (L) - Prague (CZE) 2008,17  - 18 Mai 2008,17  - 18,5,2008
609,1120,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,27  - 28 Juni 2008,27  - 28,6,2008
610,1173, IFSC Asian Championships (B+L+S) - Guangzhou (CHN) 2008,21  - 25 Mai 2008,21  - 25,5,2008
611,782,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,17  - 23 September 2007,17  - 23,9,2007
612,1000, International Event (B) Ukrainian Verticals - Kiev (UKR),26 Mai 2007,26,5,2007
613,964,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,11  - 12 Mai 2007,11  - 12,5,2007
614,7185,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018 ",11  - 13 Juli 2018,11  - 13,7,2018
615,6912,Asian Continental Championships - Tehran (IRI) 2017,18  - 21 September 2017,18  - 21,9,2017
616,6170,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",29  - 30 April 2017,29  - 30,4,2017
617,6166,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",22  - 23 April 2017,22  - 23,4,2017
618,1467,IFSC Climbing Worldcup (S) - Baku (AZE) 2013,22  - 23 Juni 2013,22  - 23,6,2013
619,1497,"Asian Continental Championship - Tehran, (IRN) 2013",22  - 24 Mai 2013,22  - 24,5,2013
620,1439,IFSC Climbing World Championship - Paris (FRA) 2012,12  - 16 September 2012,12  - 16,9,2012
621,1343,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",7  - 8 September 2011,7  - 8,9,2011
622,1259,IFSC Climbing World Championships  - Arco (ITA) 2011,15  - 24 Juli 2011,15  - 24,7,2011
623,1323,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",12  - 13 Juli 2011,12  - 13,7,2011
624,1316,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",14  - 17 April 2011,14  - 17,4,2011
625,1308,Asian Continental Championship,16  - 19 September 2010,16  - 19,9,2010
626,1236,Asia Championship - Chuncheon (KOR) - 2009,28  - 30 August 2009,28  - 30,8,2009
627,991,IFSC Climbing World Championships  - Qinghai (CHN) 2009,30 Juni - 5 Juli 2009,30,6,2009
628,1242,IFSC Climbing World Championships  - Qinghai (CHN) 2009 - 15m Speed,30 Juni - 5 Juli 2009,30,6,2009
629,1073, IFSC Asian Championships - Guangzhou (CHN) 2007,8  - 11 November 2007,8  - 11,11,2007
630,973,European Youth Series - Warsaw (POL) 2007,21  - 22 Juli 2007,21  - 22,7,2007
631,1321,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,25  - 26 Juni 2011,25  - 26,6,2011
632,1320,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,17  - 18 Juni 2011,17  - 18,6,2011
633,1318,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,13  - 14 Mai 2011,13  - 14,5,2011
634,1317,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,7  - 8 Mai 2011,7  - 8,5,2011
635,993,IFSC European Championship - Paris (FRA) 2008,15  - 18 Oktober 2008,15  - 18,10,2008
636,1099,IFSC Climbing Worldcup (B) - Montauban (FRA) 2008,4  - 5 Juli 2008,4  - 5,7,2008
637,1097,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,13  - 14 Juni 2008,13  - 14,6,2008
638,1096,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,30  - 31 Mai 2008,30  - 31,5,2008
639,982,IFSC Climbing Worldcup (L) - Valence (FRA) 2007,2  - 3 November 2007,2  - 3,11,2007
640,979,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,28  - 29 September 2007,28  - 29,9,2007
641,893,UIAA Climbing Worldcup (L) - Marbella (ESP) 2006,16  - 17 September 2006,16  - 17,9,2006
642,1271,European Championship - Imst/Innsbruck (AUT) 2010,14  - 18 September 2010,14  - 18,9,2010
643,983,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,9  - 10 November 2007,9  - 10,11,2007
644,1197,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",12  - 13 Juli 2009,12  - 13,7,2009
645,935,Swiss Climbing Cup Bouldern - Thun 2006,9 September 2006,9,9,2006
646,985,European Youth Series - Kranj (SLO) 2007,24  - 25 November 2007,24  - 25,11,2007
647,899,European Youth Cup - Velika Tarnovo (BUL) 2006,7  - 8 Oktober 2006,7  - 8,10,2006
648,939,Youth Climbing Cup Speed - Schlieren 2006,16 September 2006,16,9,2006
649,1159,Swiss Climbing Cup SCC + SM (S) - Ittigen 2008,8 November 2008,8,11,2008
650,1014,Swiss Climbing Cup Lead - Schlieren 2007,23 Juni 2007,23,6,2007
651,953,Schweizer Meisterschaft (SCC) Speed - Zürich 2006,7 Oktober 2006,7,10,2006
652,936,Swiss Climbing Cup Speed - Schlieren 2006,16 September 2006,16,9,2006
653,1118,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,26  - 27 September 2008,26  - 27,9,2008
654,1109,IFSC Climbing Worldcup (L) - Imst (AUT) 2008,19  - 20 September 2008,19  - 20,9,2008
655,1102,IFSC Climbing Worldcup (L) - Bern (SUI) 2008,12  - 13 September 2008,12  - 13,9,2008
656,1084,Promo Event (L+S) Asia Cup - Changsha (CMA),5  - 6 November 2007,5  - 6,11,2007
657,980,IFSC Climbing Worldcup (L) - Kazo (JPN) 2007,13  - 14 Oktober 2007,13  - 14,10,2007
658,896, UIAA Asian Championships - Kaoshiung (TPE) 2006,26  - 29 Oktober 2006,26  - 29,10,2006
659,1636,IFSC Climbing Worldcup (B) - Vail (USA) 2016,10  - 11 Juni 2016,10  - 11,6,2016
660,1633,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,14  - 15 Mai 2016,14  - 15,5,2016
661,1640,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",30 April - 1 Mai 2016,30,4,2016
662,1635,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,23  - 24 April 2016,23  - 24,4,2016
663,1452,IFSC Climbing Worldcup (B) - Vail (USA) 2013,7  - 8 Juni 2013,7  - 8,6,2013
664,1454,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,1  - 2 Juni 2013,1  - 2,6,2013
665,1449,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,17  - 18 Mai 2013,17  - 18,5,2013
666,1450,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,11  - 12 Mai 2013,11  - 12,5,2013
667,1465,IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,26  - 27 April 2013,26  - 27,4,2013
668,1453,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,5  - 6 April 2013,5  - 6,4,2013
669,1377,IFSC Climbing Worldcup (B) - Munich (GER) 2012,25  - 26 August 2012,25  - 26,8,2012
670,1325,IFSC Climbing Worldcup (B) - Munich (GER) 2011 ,19  - 20 August 2011,19  - 20,8,2011
671,1298,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,3  - 4 Juni 2011,3  - 4,6,2011
672,1319,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,27  - 28 Mai 2011,27  - 28,5,2011
673,1187,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,11  - 12 April 2009,11  - 12,4,2009
674,1388,IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,17  - 18 November 2012,17  - 18,11,2012
675,1245,IFSC Climbing Worldcup (L) - Kranj (SLO) 2010,13  - 14 November 2010,13  - 14,11,2010
676,1244,IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,24  - 25 September 2010,24  - 25,9,2010
677,1251,Rock Master - World Championship Pre-event - Arco (ITA),16  - 18 Juli 2010,16  - 18,7,2010
678,1261,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",12  - 13 Juli 2010,12  - 13,7,2010
679,1212,IFSC European Youth Series - Kranj (SLO) 2009,21  - 22 November 2009,21  - 22,11,2009
680,1204,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009,14  - 15 November 2009,14  - 15,11,2009
681,1211,IFSC European Youth Series - Edinburgh (GBR),19  - 20 September 2009,19  - 20,9,2009
682,1210,IFSC European Youth Series (L+S) - Munich (GER),12  - 13 September 2009,12  - 13,9,2009
683,1104,IFSC European Youth Series (L) - Kranj (SLO) 2008,22  - 23 November 2008,22  - 23,11,2008
684,1103,IFSC European Youth Series (L) - Annecy (FRA) 2008,1  - 2 November 2008,1  - 2,11,2008
685,1108,IFSC European Youth Series (L) - Imst (AUT) 2008,27  - 28 September 2008,27  - 28,9,2008
686,1107,IFSC European Youth Series (L+S) - Wuppertal (GER) 2008,21  - 22 Juni 2008,21  - 22,6,2008
687,1563,IFSC Climbing World Championships - Paris (FRA) 2016,14  - 18 September 2016,14  - 18,9,2016
688,1606,European Championship (B) - Innsbruck (AUT) 2015,14  - 16 Mai 2015,14  - 16,5,2015
689,1499,IFSC Climbing World Championship (B) - Munich (GER) 2014,21  - 23 August 2014,21  - 23,8,2014
690,1446,European Championship (B) - Eindhoven (NED) 2013,31 August - 1 September 2013,31,8,2013
691,1348,European Youth Cup (L)- Kranj (SLO) 2011,26  - 27 November 2011,26  - 27,11,2011
692,1355,"European Youth Cup (L,S) - Veliko Tarnovo (BUL) 2011",1  - 4 August 2011,1  - 4,8,2011
693,1270,European Youth Series - Kranj (SLO) 2010,20  - 21 November 2010,20  - 21,11,2010
694,1269,European Youth Series - Veliko Tarnovo (BUL) 2010,2  - 3 Oktober 2010,2  - 3,10,2010
695,1268,European Youth Series - Wien (AUT) 2010,14  - 15 August 2010,14  - 15,8,2010
696,1208,European Youth Series - Imst (AUT) 2009,23  - 24 Mai 2009,23  - 24,5,2009
697,1250,IFSC World Youth Championship - Edinburgh (GBR) - 2010,9  - 12 September 2010,9  - 12,9,2010
698,1209,IFSC European Youth Series (L+S) - Kaliningrad (RUS),16  - 18 Oktober 2009,16  - 18,10,2009
699,992,IFSC Climbing World Youth Championship - Sydney (AUS) 2008,28  - 31 August 2008,28  - 31,8,2008
700,976,IFSC Climbing World Youth Championship - Ibarra (ECU) 2007,23  - 26 August 2007,23  - 26,8,2007
701,898,UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,2  - 4 November 2006,2  - 4,11,2006
702,952,Schweizer Meisterschaft (YCC) Speed - Zürich 2006,7 Oktober 2006,7,10,2006
703,5007,13. offene Rheinland - Pfalz - Meisterschaft - Frankenthal 2009 (L+S),27 September 2009,27,9,2009
704,950,Landesmeisterschaft Rheinlandpfalz - Frankenthal 2006,30 September 2006,30,9,2006
705,5234,Deutscher Sportklettercup (L) - Darmstadt 2011,24 September 2011,24,9,2011
706,5227,Deutscher Bouldercup - Frankfurt 2011,11  - 12 Juni 2011,11  - 12,6,2011
707,5232,Deutscher Sportklettercup (L) - Regensburg 2011,4  - 5 Juni 2011,4  - 5,6,2011
708,5225,Deutscher Bouldercup - München 2011,5  - 6 Februar 2011,5  - 6,2,2011
709,5162,Deutsche Jugendmeisterschaft - Leipzig 2010,27  - 28 November 2010,27  - 28,11,2010
710,5183,DAV Jugend- und Juniorencup Balingen 2010,30 Oktober 2010,30,10,2010
711,5165,DAV Jugend- und Juniorencup Würzburg 2010,17 Oktober 2010,17,10,2010
712,5160,Deutscher Sportklettercup (L) - Würzburg 2010,16 Oktober 2010,16,10,2010
713,5159,DAV Jugend- und Juniorencup Heilbronn 2010,26 September 2010,26,9,2010
714,5154,Deutscher Bouldercup - Überlingen 2010,7 August 2010,7,8,2010
715,5163,Deutsche Jugendmeisterschaft Bouldern - Überlingen 2010,6 August 2010,6,8,2010
716,5157,Deutscher Sportklettercup (L) - Dornbirn (AUT) 2010,13 März 2010,13,3,2010
717,5095,Deutsche Jugendmeisterschaft - Darmstadt 2009,29 November 2009,29,11,2009
718,5085,DAV Jugend- und Juniorencup 2009 - Leipzig (No Limit),11 Oktober 2009,11,10,2009
719,5084,DAV Jugend- und Juniorencup 2009 - Kempten,21 Juni 2009,21,6,2009
720,5083,"DAV Jugend- und Juniorencup 2009 - Bochum, Neoliet",7 Juni 2009,7,6,2009
721,1141,DAV Jugend- und Juniorencup - Leipzig 2008,25  - 26 Oktober 2008,25  - 26,10,2008
722,1136,DAV Jugend- und Juniorencup - Dresden 2008,24  - 25 Mai 2008,24  - 25,5,2008
723,1033,Deutscher Jugend- und Juniorencup - Wuppertal 2007,7 Oktober 2007,7,10,2007
724,1030,Deutscher Jugend- und Juniorencup - Kempten 2007,24 Juni 2007,24,6,2007
725,1029,Deutscher Jugend- und Juniorencup - Ravensburg 2007,6 Mai 2007,6,5,2007
726,1027,Deutscher Bouldercup - Überlingen 2007,14 Juli 2007,14,7,2007
727,862,Deutscher Sportklettercup - Karlsruhe 2006,7 Oktober 2006,7,10,2006
728,1258,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,14  - 15 Mai 2010,14  - 15,5,2010
729,1106,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,18  - 19 April 2008,18  - 19,4,2008
730,891,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2006,2  - 3 September 2006,2  - 3,9,2006
731,1190,IFSC Climbing Worldcup (B) - Hall (AUT) 2009,1  - 2 Mai 2009,1  - 2,5,2009
732,1119,IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008  ,31 Oktober - 2 November 2008,31,10,2008
733,1100,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,12  - 13 Juli 2008,12  - 13,7,2008
734,978,International Event (B) - La Colmiane (FRA) Masters 2007,25  - 26 August 2007,25  - 26,8,2007
735,971,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,11  - 13 Juli 2007,11  - 13,7,2007
736,1094,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,27 April 2008,27,4,2008
737,784,European Youth Cup - Penne (ITA) 2005,5 November 2005,5,11,2005
738,773,European Youth Cup - Geneva (SUI) 2005,8 Oktober 2005,8,10,2005
739,1131,North American Championships -  Montreal (CAN) 2008,4  - 7 Dezember 2008,4  - 7,12,2008
740,901, North American Championships (L+S) - Denver Colorado (USA) 2006,24  - 25 November 2006,24  - 25,11,2006
741,911,European Youth Cup - Annecy (FRA) 2006,28  - 29 Oktober 2006,28  - 29,10,2006
742,1347,European Youth Cup (L) - Pau (FRA) 2011,12 November 2011,12,11,2011
743,1349,European Youth Cup (B)- Munich (GER) 2011,17 September 2011,17,9,2011
744,1356,European Youth Cup (B) - Meran (ITA) 2011,10  - 11 September 2011,10  - 11,9,2011
745,1336,European Youth Cup (L) - Imst (AUT) 2011,12  - 14 August 2011,12  - 14,8,2011
746,1350,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",20  - 22 Mai 2011,20  - 22,5,2011
747,981,European Youth Series - Linz (AUT) 2007,27  - 28 Oktober 2007,27  - 28,10,2007
748,965,European Youth Series - Imst (AUT) 2007,19  - 20 Mai 2007,19  - 20,5,2007
749,1530,IFSC Climbing Worldcup (S) - Arco (ITA) 2014 ,30  - 31 August 2014,30  - 31,8,2014
750,1524,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",10  - 12 Juli 2014,10  - 12,7,2014
751,1552,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",3  - 4 Mai 2014,3  - 4,5,2014
752,1518,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",26  - 27 April 2014,26  - 27,4,2014
753,1462,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",27  - 29 September 2013,27  - 29,9,2013
754,1464,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,7 September 2013,7,9,2013
755,1443,"European Championship (L,S) - Chamonix (FRA) 2013 ",10  - 13 Juli 2013,10  - 13,7,2013
756,1404,IFSC Climbing Worldcup (S) - Arco (ITA) 2012,1  - 2 September 2012,1  - 2,9,2012
757,1375,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",12  - 13 Juli 2012,12  - 13,7,2012
758,1292,"Lead International Event, Open International - Briancon (FRA) 2010",29  - 31 Juli 2010,29  - 31,7,2010
759,1093,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2  - 3 Mai 2008,2  - 3,5,2008
