,ID,Name,Dates,day_maybe,month,year
760,6190,IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,28  - 29 Juli 2017,28  - 29,7,2017
761,1642,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",26  - 27 August 2016,26  - 27,8,2016
762,1646,IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ,19  - 20 August 2016,19  - 20,8,2016
763,1643,IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,22  - 23 Juli 2016,22  - 23,7,2016
764,1641,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",11  - 12 Juli 2016,11  - 12,7,2016
765,972,Int. Event (L) - Serre Chevalier (FRA) 2007,20  - 21 Juli 2007,20  - 21,7,2007
766,904,European Youth Cup - Kranj (SLO) 2006,25  - 26 November 2006,25  - 26,11,2006
767,1195,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2009,12  - 13 Juni 2009,12  - 13,6,2009
768,969,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,22  - 23 Juni 2007,22  - 23,6,2007
769,967,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,8  - 9 Juni 2007,8  - 9,6,2007
770,984,IFSC Climbing Worldcup (L) - Kranj (SLO) 2007,17  - 18 November 2007,17  - 18,11,2007
771,902,UIAA Worldcup (L) - Kranj (SLO) 2006,18  - 19 November 2006,18  - 19,11,2006
772,1322,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2  - 3 Juli 2011,2  - 3,7,2011
773,970,European Youth Series - Leipzig (GER) 2007,7  - 8 Juli 2007,7  - 8,7,2007
774,6252,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,24  - 25 Juni 2017,24  - 25,6,2017
775,6174,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",6  - 7 Mai 2017,6  - 7,5,2017
776,1638,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,15  - 16 April 2016,15  - 16,4,2016
777,1522,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,27  - 28 Juni 2014,27  - 28,6,2014
778,1519,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014 ,16  - 17 Mai 2014,16  - 17,5,2014
779,1532,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,10  - 11 Mai 2014,10  - 11,5,2014
780,1448,IFSC Climbing Worldcup (B) - Munich (GER) 2013,24  - 25 August 2013,24  - 25,8,2013
781,1376,IFSC Climbing Worldcup (L) - Briançon (FRA) 2012,20  - 21 Juli 2012,20  - 21,7,2012
782,865,Deutscher Jugend- und Juniorencup - Karlsruhe 2006,8 Oktober 2006,8,10,2006
783,5018,Deutsche Jugendmeisterschaft Bouldern - Pforzheim 2009,17 Mai 2009,17,5,2009
784,1134,Deutsche Jugendmeisterschaft Bouldern - Pforzheim 2008,26  - 27 April 2008,26  - 27,4,2008
785,5100,Mammut Youth Climbing Cup MYCC (S) - St. Gallen 2010,19 Juni 2010,19,6,2010
786,5098,Mammut Youth Climbing Cup MYCC + SM (B) - Genève 2010,12 Juni 2010,12,6,2010
787,5097,Mammut Youth Climbing Cup MYCC (L) - Küblis 2010,8  - 9 Mai 2010,8  - 9,5,2010
788,5034,Youth Climbing Cup YCC + SM (L) - Schlieren 2009 ,5 September 2009,5,9,2009
789,5043,Swiss Climbing Cup SCC (L) - Greifensee 2009,9 Mai 2009,9,5,2009
790,5030,Youth Climbing Cup YCC (L) - Winterthur 2009,25 April 2009,25,4,2009
791,1150,Youth Climbing Cup YCC + SM (S) - Ittigen 2008,8 November 2008,8,11,2008
792,1149,Youth Climbing Cup YCC + SM (B) - Leysin 2008,6  - 7 September 2008,6  - 7,9,2008
793,1148,Youth Climbing Cup YCC  + SM (L) - Root 2008,28 Juni 2008,28,6,2008
794,1147,Youth Climbing Cup YCC (B) - Brig 2008,26  - 27 April 2008,26  - 27,4,2008
795,1146,Youth Climbing Cup YCC (L) - Schlieren 2008,12 April 2008,12,4,2008
796,1145,Youth Climbing Cup YCC (B) - Küblis 2008,5 April 2008,5,4,2008
797,1086,Schweizermeisterschaft (YCC) Speed - Ittigen 2007,8 Dezember 2007,8,12,2007
798,1091,Schweizer Meisterschaft (YCC) Lead - Niederwangen,20 Oktober 2007,20,10,2007
799,1018,Youth Climbing Cup Lead - Thun 2007,1 September 2007,1,9,2007
800,1083,Schweizer Meisterschaft (YCC) Boulder - Interlaken 2007,30 Juni - 1 Juli 2007,30,6,2007
801,1041,Youth Climbing Cup Lead - Schlieren 2007,23 Juni 2007,23,6,2007
802,941,Youth Climbing Cup Lead - Niederwangen 2006,21 Oktober 2006,21,10,2006
803,997,Asian Indoor Games - Macau,29 Oktober - 3 November 2007,29,10,2007
804,8340,Asian Championships - Bogor (INA) 2019,6  - 10 November 2019,6  - 10,11,2019
805,7953,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,26  - 27 Oktober 2019,26  - 27,10,2019
806,7950,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2019 ",18  - 20 Oktober 2019,18  - 20,10,2019
807,7938,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,28  - 29,9,2019
808,8253,IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,11  - 21,8,2019
809,7959,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",3  - 5 Mai 2019,3  - 5,5,2019
810,7929,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",26  - 28 April 2019,26  - 28,4,2019
811,7926,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",12  - 14 April 2019,12  - 14,4,2019
812,8328,Asian Cup (B) - Hong Kong (HKG) 2019,9  - 10 März 2019,9  - 10,3,2019
813,7303,Asian Championships - Kurayoshi (JPN) 2018 ,7  - 11 November 2018,7  - 11,11,2018
814,7137,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",12  - 13 Mai 2018,12  - 13,5,2018
815,7140,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",5  - 6 Mai 2018,5  - 6,5,2018
816,7134,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",21  - 22 April 2018,21  - 22,4,2018
817,7306,Asia Cup (B) - Hong Kong (HKG) 2018,10  - 11 März 2018,10  - 11,3,2018
818,6206,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",14  - 15 Oktober 2017,14  - 15,10,2017
819,6331,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",7  - 8 Oktober 2017,7  - 8,10,2017
820,6085,Asian Continental Championship - Duyun (CHN) 2016,3  - 6 August 2016,3  - 6,8,2016
821,1631,Asian Continental Championship - Ningbo (CHN) 2015,20  - 22 November 2015,20  - 22,11,2015
822,1381,IFSC Climbing Worldcup (L) - Inzai (JPN) 2012,27  - 28 Oktober 2012,27  - 28,10,2012
823,1409,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",20  - 21 Oktober 2012,20  - 21,10,2012
824,1380,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",12  - 13 Oktober 2012,12  - 13,10,2012
825,1382,IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,21  - 22 September 2012,21  - 22,9,2012
826,1378,IFSC Climbing Worldcup (L) - Imst (AUT) 2012,10  - 11 August 2012,10  - 11,8,2012
827,1342,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",2  - 3 September 2011,2  - 3,9,2011
828,975,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,11  - 12 August 2007,11  - 12,8,2007
829,1264,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",29  - 30 Oktober 2010,29  - 30,10,2010
830,1644,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",15  - 16 Juli 2016,15  - 16,7,2016
831,1592,IFSC Climbing Worldcup (L) - Puurs (BEL) 2015 ,26  - 27 September 2015,26  - 27,9,2015
832,1591,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,21  - 22 August 2015,21  - 22,8,2015
833,1590,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,31 Juli - 1 August 2015,31,7,2015
834,1589,IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,17  - 18 Juli 2015,17  - 18,7,2015
835,1629,"European Championship (L,S) - Chamonix (FRA) 2015",10  - 12 Juli 2015,10  - 12,7,2015
836,1588,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",10  - 12 Juli 2015,10  - 12,7,2015
837,1500,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",8  - 14 September 2014,8  - 14,9,2014
838,1535,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2014",30  - 31 August 2014,30  - 31,8,2014
839,1526,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,1  - 2 August 2014,1  - 2,8,2014
840,1523,IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,19  - 20 Juli 2014,19  - 20,7,2014
841,1458,IFSC Climbing Worldcup (L) - Kranj (SLO) 2013,16  - 17 November 2013,16  - 17,11,2013
842,1461,IFSC Climbing Worldcup (L) - Valence (FRA) 2013,1  - 2 November 2013,1  - 2,11,2013
843,1460,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",19  - 20 Oktober 2013,19  - 20,10,2013
844,1459,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",11  - 12 Oktober 2013,11  - 12,10,2013
845,1456,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,9  - 10 August 2013,9  - 10,8,2013
846,1383,IFSC Climbing Worldcup (L) - Atlanta (USA) 2012 ,29  - 30 September 2012,29  - 30,9,2012
847,1403,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2012",1  - 2 September 2012,1  - 2,9,2012
848,1387,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,21  - 22 April 2012,21  - 22,4,2012
849,1334,IFSC Climbing Worldcup (L) - Kranj (SLO) 2011,19  - 20 November 2011,19  - 20,11,2011
850,1335,IFSC Climbing Worldcup (L) - Valence (FRA) 2011,28  - 29 Oktober 2011,28  - 29,10,2011
851,1324,IFSC Climbing Worldcup (L) - Briançon (FRA) 2011,29  - 30 Juli 2011,29  - 30,7,2011
852,1272,European Youth Series - Annecy (France) 2010,23  - 24 Oktober 2010,23  - 24,10,2010
853,1266,European Youth Series - Imst (AUT) 2010,5  - 6 Juni 2010,5  - 6,6,2010
854,1105,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,15  - 16 November 2008,15  - 16,11,2008
855,7026,J TEST L+B+S,1 JuniMai 2017,1,6,2017
856,1024,Deutscher Bouldercup - ispo München 2007,4 Februar 2007,4,2,2007
857,1262,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",17  - 21 Juni 2010,17  - 21,6,2010
858,958,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,30  - 31 März 2007,30  - 31,3,2007
859,957,IFSC European Boulder Championship  - Birmingham (GBR) 2007,16  - 18 März 2007,16  - 18,3,2007
860,7992,"European Championship (L,S) - Edinburgh (GBR) 2019",4  - 6 Oktober 2019,4  - 6,10,2019
861,7146,IFSC Climbing Worldcup (L) - Briançon (FRA) 2018 ,20  - 21 Juli 2018,20  - 21,7,2018
862,6248,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",23  - 24 September 2017,23  - 24,9,2017
863,6202,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",25  - 26 August 2017,25  - 26,8,2017
864,6411,"European Championship (L,S) - Campitello di Fassa (ITA) 2017 ",30 Juni - 1 Juli 2017,30,6,2017
865,1567,European Universities Sport Climbing Championship - Katowice (POL) 2015,5  - 9 August 2015,5  - 9,8,2015
866,1431,European Youth Cup (L) - Kranj (SLO) 2012,24  - 25 November 2012,24  - 25,11,2012
867,1430,"European Youth Championship (L,S) - Gémozac (FRA) 2012",2  - 4 November 2012,2  - 4,11,2012
868,1415,IFSC World Youth Championship - Singapore (SIN) - 2012,29 August - 1 September 2012,29,8,2012
869,1427,European Youth Cup (L) - Imst (AUT) 2012,4  - 5 August 2012,4  - 5,8,2012
870,1424,European Youth Cup (L) - Linz (AUT) 2012,30 Juni - 1 Juli 2012,30,6,2012
871,1419,"European Youth Cup (L,S) - Edinburgh (GBR) 2012",18  - 20 Mai 2012,18  - 20,5,2012
872,1036,Deutscher Speed-Klettercup - Heilbronn 2007,3 März 2007,3,3,2007
873,5150,Deutscher Bouldercup - München 2010,7 Februar 2010,7,2,2010
874,1026,Deutsche Jugendmeisterschaft Bouldern - Heilbronn 2007,4 März 2007,4,3,2007
875,5115,Bayerische Meisterschaft Damen/Herren (Schwierigkeit & Speed) – Rosenheim 2010,12 Dezember 2010,12,12,2010
876,5114,Bayerische Meisterschaften Jugend/Junioren (Schwierigkeit) - Rosenheim 2010,11 Dezember 2010,11,12,2010
877,5151,Deutscher Bouldercup -Kitzbühl 2010,23  - 24 April 2010,23  - 24,4,2010
878,5112,Bayerische Meisterschaft Damen/Herren (Boulder) – Climb Free München 2010,21 Februar 2010,21,2,2010
879,1144,Deutscher Bouldercup - Kitzbühel (AUT) 2008 in Zusammenarbeit mit dem OEAV,4  - 5 April 2008,4  - 5,4,2008
880,1371,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2012,18  - 19 Mai 2012,18  - 19,5,2012
881,1249,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,3  - 4 Juli 2010,3  - 4,7,2010
882,1257,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010,25  - 26 Juni 2010,25  - 26,6,2010
883,1247,IFSC Climbing Worldcup (B) - Vail (USA) 2010,4  - 5 Juni 2010,4  - 5,6,2010
884,962,IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007,4  - 5 Mai 2007,4  - 5,5,2007
885,1564,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,6  - 16,9,2018
886,1529,IFSC Climbing Worldcup (L) - Inzai (JPN) 2014 ,25  - 26 Oktober 2014,25  - 26,10,2014
887,1528,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2014 ",18  - 19 Oktober 2014,18  - 19,10,2014
888,1527,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",11  - 12 Oktober 2014,11  - 12,10,2014
889,1525,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",20  - 22 Juni 2014,20  - 22,6,2014
890,1457,IFSC Climbing Worldcup (L) - Puurs (BEL) 2013,20  - 21 September 2013,20  - 21,9,2013
891,1455,IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,19  - 20 Juli 2013,19  - 20,7,2013
892,1330,IFSC Climbing Worldcup (L) - Puurs (BEL) 2011,30 September - 1 Oktober 2011,30,9,2011
893,1202,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,25  - 26 September 2009,25  - 26,9,2009
894,1201,IFSC Climbing Worldcup (L) - Imst (AUT) 2009,21  - 22 August 2009,21  - 22,8,2009
895,960,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,20  - 22 April 2007,20  - 22,4,2007
896,1466,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,15  - 16 Oktober 2013,15  - 16,10,2013
897,1451,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",22  - 23 März 2013,22  - 23,3,2013
898,1369,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,28  - 29 Juli 2012,28  - 29,7,2012
899,1379,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",13  - 14 April 2012,13  - 14,4,2012
900,1327,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,6  - 7 August 2011,6  - 7,8,2011
901,1253,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,24  - 25 Juli 2010,24  - 25,7,2010
902,1254,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,30 April - 1 Mai 2010,30,4,2010
903,1206, Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2009,5  - 6 September 2009,5  - 6,9,2009
904,1198,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,1  - 2 August 2009,1  - 2,8,2009
905,1189,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,25  - 26 April 2009,25  - 26,4,2009
906,1188,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,18  - 19 April 2009,18  - 19,4,2009
907,1117,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2008,6  - 7 September 2008,6  - 7,9,2008
908,1101,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2008,19  - 20 Juli 2008,19  - 20,7,2008
909,977,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2007,8  - 9 September 2007,8  - 9,9,2007
910,974,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007,21  - 22 Juli 2007,21  - 22,7,2007
911,1072,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,1 Mai 2007,1,5,2007
912,959,IFSC Climbing Worldcup (S) - Tarnow (POL) 2007,13  - 14 April 2007,13  - 14,4,2007
913,897,UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,2  - 3 Oktober 2006,2  - 3,10,2006
914,903,UIAA Climbing Worldcup (S) - Val Daone (ITA) 2006,29  - 30 Juli 2006,29  - 30,7,2006
915,763,UIAA Worldcup (S) - Daone (ITA) 2005,30 Juli 2005,30,7,2005
916,671,UIAA World Championship - Munich (GER) 2005,1  - 5 Juli 2005,1  - 5,7,2005
917,661,UIAA World Youth Championship - Edinburgh (GBR) 2004,10  - 12 September 2004,10  - 12,9,2004
918,642,UIAA Worldcup - Chamonix (FRA) 2004,12 Juli 2004,12,7,2004
919,968,IFSC Climbing Worldcup (L) - Zürich (SUI) 2007,15  - 16 Juni 2007,15  - 16,6,2007
920,961,IFSC Climbing Worldcup (B) - Hall (AUT) 2007,27  - 28 April 2007,27  - 28,4,2007
921,7935,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 Juni 2019,7  - 8,6,2019
922,7932,IFSC Climbing Worldcup (B) - Munich (GER) 2019,18  - 19 Mai 2019,18  - 19,5,2019
923,1475,"PanAmerican Youth Championship (L,S, B) - Santiago (CHI) 2012",21  - 25 November 2012,21  - 25,11,2012
924,1372,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,1  - 2 Juni 2012,1  - 2,6,2012
925,1331,IFSC Climbing Worldcup (L) - Boulder (USA) 2011,8  - 9 Oktober 2011,8  - 9,10,2011
926,1586,IFSC Climbing Worldcup (B) - Vail (USA) 2015,5  - 6 Juni 2015,5  - 6,6,2015
927,1585,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,30  - 31 Mai 2015,30  - 31,5,2015
928,1520,IFSC Climbing Worldcup (B) - Vail (USA) 2014,6  - 7 Juni 2014,6  - 7,6,2014
929,5340,"IFSC Panamerican Championship (L, S, B) - San Juan de los Morros (VEN) 2012",7  - 10 November 2012,7  - 10,11,2012
930,1469,"IFSC PanAmerican Championship (L, S, B) - San Juan de los Morros (VEN) 2012",7  - 11 November 2012,7  - 11,11,2012
931,1194,IFSC Climbing Worldcup (B) - Vail (USA) 2009,5  - 6 Juni 2009,5  - 6,6,2009
932,1193,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,29  - 30 Mai 2009,29  - 30,5,2009
933,646,UIAA Worldcup - Marbella (ESP) 2004,18 September 2004,18,9,2004
934,1484,European Youth Cup (B) - L'Argentière (FRA) 2013,22  - 23 Juli 2013,22  - 23,7,2013
935,1483,European Youth Cup (B) - Sofia (BUL) 2013,28  - 30 Juni 2013,28  - 30,6,2013
936,1422,European Youth Cup (L) - Voiron (FRA) 2012,9 Juni 2012,9,6,2012
937,1420,"European Youth Cup (L,S) - Moscow (RUS) 2012",25  - 27 Mai 2012,25  - 27,5,2012
938,900,UIAA Climbing Worldcup (L) - Penne (ITA) 2006,11  - 12 November 2006,11  - 12,11,2006
939,535,Youth Worldchampionship - Veliko Tarnovo (BUL) 2003,19  - 21 September 2003,19  - 21,9,2003
940,468,European Youth Cup - Veliko Tarnovo (BUL) 2002,9 November 2002,9,11,2002
941,5104,Swiss Climbing Cup SCC + SM (S) - Züspa Zürich 2010,2 Oktober 2010,2,10,2010
942,5038,Swiss Climbing Cup SCC + SM (S) - Greifensee 2009,24 Oktober 2009,24,10,2009
943,5031,Swiss Climbing Cup SCC (L) - Lenzburg 2009,13 Juni 2009,13,6,2009
944,5027,Swiss Climbing Cup SCC + SM (B) - Greifensee 2009,28 März 2009,28,3,2009
945,5025,Swiss Climbing Cup SCC (B) - Pratteln 2009,7 März 2009,7,3,2009
946,1158,Swiss Climbing Cup SCC + SM (L) - Root 2008,4 Oktober 2008,4,10,2008
947,1155,Swiss Climbing Cup SCC (L) - Lenzburg 2008,23 August 2008,23,8,2008
948,1154,Swiss Climbing Cup SCC (L) - Schaffhausen 2008,16 August 2008,16,8,2008
949,1152,Swiss Climbing Cup SCC (L) - Greifensee 2008,17 Mai 2008,17,5,2008
950,1005,Youth Climbing Cup Lead - Winterthur 2007,31 März 2007,31,3,2007
951,5106,Swiss Climbing Cup SCC + SM (B) - Pratteln 2010,16 Oktober 2010,16,10,2010
952,5105,Mammut Youth Climbing Cup MYCC + SM (S) - Züspa Zürich 2010,2 Oktober 2010,2,10,2010
953,5103,Mammut Youth Climbing Cup MYCC + SM (L) - Niederwangen 2010,5 September 2010,5,9,2010
954,5099,Mammut Youth Climbing Cup MYCC (L) - Schlieren 2010,26 Juni 2010,26,6,2010
955,5039,Youth Climbing Cup YCC + SM (S) - Greifensee 2009,24 Oktober 2009,24,10,2009
956,5037,Youth Climbing Cup YCC (L) - Niederwangen 2009,18 Oktober 2009,18,10,2009
957,5033,Youth Climbing Cup YCC + SM (B) - Bülach 2009,27  - 28 Juni 2009,27  - 28,6,2009
958,5028,Youth Climbing Cup YCC (B) - Küblis 2009,4  - 5 April 2009,4  - 5,4,2009
959,1042,Youth Climbing Cup Boulder - Leysin 2007,8  - 9 September 2007,8  - 9,9,2007
960,5169,Swiss Climbing Cup SCC (B) - Genève 2010,13 Juni 2010,13,6,2010
961,994,European Youth Series - Veliko Tarnovo (BUL) 2007,30 Juni - 1 Juli 2007,30,6,2007
962,8416,European Championship (B) - Zakopane (POL) 2019,5  - 7 September 2019,5  - 7,9,2019
963,1517,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,31 Mai - 1 Juni 2014,31,5,2014
964,8633,IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18  - 21 August 2019,18  - 21,8,2019
965,1587,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",26  - 27 Juni 2015,26  - 27,6,2015
966,1581,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015",20  - 21 Juni 2015,20  - 21,6,2015
967,1373,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,27  - 28 April 2012,27  - 28,4,2012
968,1260,IFSC World Youth Championship - Imst (AUT) - 2011,25  - 28 August 2011,25  - 28,8,2011
969,7888,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",21  - 26 November 2018,21  - 26,11,2018
970,1200,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,8  - 9 August 2009,8  - 9,8,2009
971,910,European Youth Cup - Gdansk (POL) 2006,22  - 23 Juli 2006,22  - 23,7,2006
972,906,European Youth Cup - Imst (AUT) 2006 after disqualification,27  - 28 Mai 2006,27  - 28,5,2006
973,875,UIAA Climbing Worldcup (L) - Puurs (BEL) 2006,28  - 29 April 2006,28  - 29,4,2006
974,779,European Youth Cup - Kranj (SLO) 2005,26 November 2005,26,11,2005
975,672,UIAA World Youth Championship - Bejing (CHN) 2005,25 August 2005,25,8,2005
976,752,European Youth Cup - Imst (AUT) 2005,21 Mai 2005,21,5,2005
977,783,European Youth Cup - Brno (CZE) 2005,16 April 2005,16,4,2005
978,663,European Youth Cup - Imst (AUT) 2004,15 Mai 2004,15,5,2004
979,662,European Youth Cup - Geneva (SUI) 2004,3 April 2004,3,4,2004
980,1006,Swiss Climbing Cup Boulder - Pratteln 2007,14 April 2007,14,4,2007
981,5036,Swiss Climbing Cup SCC + SM (L) - Niederwangen 2009,17 Oktober 2009,17,10,2009
982,1157,Swiss Climbing Cup SCC + SM (B) - Leysin 2008,6  - 7 September 2008,6  - 7,9,2008
983,1153,Swiss Climbing Cup SCC (B) - Grindelwald 2008,24 Mai 2008,24,5,2008
984,1151,Swiss Climbing Cup SCC (B) - Brig 2008,26  - 27 April 2008,26  - 27,4,2008
985,1016,Schweizer Meisterschaft (SCC) Boulder - Interlaken 2007,30 Juni - 1 Juli 2007,30,6,2007
986,930,Schweizer Meisterschaft (SCC) Bouldern - Pratteln 2006,3  - 4 Juni 2006,3  - 4,6,2006
987,1011,Swiss Climbing Cup Boulder - Grindelwald 2007,2 Juni 2007,2,6,2007
988,1021,Swiss Climbing Cup Lead - Luzern 2007,13 Oktober 2007,13,10,2007
989,1354,European Youth Cup (S) - Friedrichshafen (GER) 2011,14 Juli 2011,14,7,2011
990,1353,European Youth Cup (S) - Chamonix (FRA) 2011,9  - 10 Juli 2011,9  - 10,7,2011
991,1426,European Youth Cup (B) - L'Argentière (FRA) 2012,25  - 26 Juli 2012,25  - 26,7,2012
992,7182,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",27  - 28 Oktober 2018,27  - 28,10,2018
993,7179,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 Oktober 2018,20  - 21,10,2018
994,7265,China Open - Guangzhou (CHN) 2017,18  - 19 November 2017,18  - 19,11,2017
995,5697,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",22  - 23 Oktober 2016,22  - 23,10,2016
996,1594,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",17  - 18 Oktober 2015,17  - 18,10,2015
997,1203,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,6  - 7 November 2009,6  - 7,11,2009
998,8322,IFSC Combined Qualifier - Toulouse/Tournefeuille (FRA) 2019,28 November - 1 Dezember 2019,28,11,2019
999,1471,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2013",7 September 2013,7,9,2013
1000,1332,IFSC Climbing Worldcup (L) - Amman (JOR) 2011 ,20  - 21 Oktober 2011,20  - 21,10,2011
1001,5188,Bayerische Meisterschaften Jugend/Junioren (Schwierigkeit) - Ingolstadt 2010,18 September 2010,18,9,2010
1002,5182,Bayerische Meisterschaften Jugend/Junioren (Bouldern) - Regensburg 2010,17 Juli 2010,17,7,2010
1003,1142,Deutsche Meisterschaft  & Jugendmeisterschaft - Heilbronn 2008,29  - 30 November 2008,29  - 30,11,2008
1004,1138,DAV Jugend- und Juniorencup - Forchheim 2008,19  - 20 Juli 2008,19  - 20,7,2008
1005,1035,Deutsche Jugendmeisterschaft - Frankenthal 2007,11 November 2007,11,11,2007
1006,5153,Deutscher Speedcup - Überlingen 2010,7 August 2010,7,8,2010
1007,5155,European Speedcup - Friedrichshafen (GER) 2010 (Dreiländerwettkampf AUT/GER/SUI),15 Juli 2010,15,7,2010
1008,5181,DAV Jugend- und Juniorencup Dornbirn (AUT) 2010,13 März 2010,13,3,2010
1009,5011,Deutscher Bouldercup - Überlingen - 2009,11 Juli 2009,11,7,2009
1010,5008,Deutscher Bouldercup - München ISPO - 2009,1 Februar 2009,1,2,2009
1011,5239,Deutsche Meisterschaft - Wuppertal 2011,3  - 4 Dezember 2011,3  - 4,12,2011
