ID,Name,Dates
"1204","IFSC Climbing Worldcup (L) - Kranj (SLO) 2009","14  - 15 November 2009"
"1211","IFSC European Youth Series - Edinburgh (GBR)","19  - 20 September 2009"
"1210","IFSC European Youth Series (L+S) - Munich (GER)","12  - 13 September 2009"
"1104","IFSC European Youth Series (L) - Kranj (SLO) 2008","22  - 23 November 2008"
"1103","IFSC European Youth Series (L) - Annecy (FRA) 2008","1  - 2 November 2008"
"1108","IFSC European Youth Series (L) - Imst (AUT) 2008","27  - 28 September 2008"
"1107","IFSC European Youth Series (L+S) - Wuppertal (GER) 2008","21  - 22 Juni 2008"
"1563","IFSC Climbing World Championships - Paris (FRA) 2016","14  - 18 September 2016"
"1606","European Championship (B) - Innsbruck (AUT) 2015","14  - 16 Mai 2015"
"1499","IFSC Climbing World Championship (B) - Munich (GER) 2014","21  - 23 August 2014"
"1446","European Championship (B) - Eindhoven (NED) 2013","31 August - 1 September 2013"
"1348","European Youth Cup (L)- Kranj (SLO) 2011","26  - 27 November 2011"
"1355","European Youth Cup (L,S) - Veliko Tarnovo (BUL) 2011","1  - 4 August 2011"
"1270","European Youth Series - Kranj (SLO) 2010","20  - 21 November 2010"
"1269","European Youth Series - Veliko Tarnovo (BUL) 2010","2  - 3 Oktober 2010"
"1268","European Youth Series - Wien (AUT) 2010","14  - 15 August 2010"
"1208","European Youth Series - Imst (AUT) 2009","23  - 24 Mai 2009"
"1250","IFSC World Youth Championship - Edinburgh (GBR) - 2010","9  - 12 September 2010"
"1209","IFSC European Youth Series (L+S) - Kaliningrad (RUS)","16  - 18 Oktober 2009"
"992","IFSC Climbing World Youth Championship - Sydney (AUS) 2008","28  - 31 August 2008"
"976","IFSC Climbing World Youth Championship - Ibarra (ECU) 2007","23  - 26 August 2007"
"898","UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006","2  - 4 November 2006"
"952","Schweizer Meisterschaft (YCC) Speed - Zürich 2006","7 Oktober 2006"
"5007","13. offene Rheinland - Pfalz - Meisterschaft - Frankenthal 2009 (L+S)","27 September 2009"
"950","Landesmeisterschaft Rheinlandpfalz - Frankenthal 2006","30 September 2006"
"5234","Deutscher Sportklettercup (L) - Darmstadt 2011","24 September 2011"
"5227","Deutscher Bouldercup - Frankfurt 2011","11  - 12 Juni 2011"
"5232","Deutscher Sportklettercup (L) - Regensburg 2011","4  - 5 Juni 2011"
"5225","Deutscher Bouldercup - München 2011","5  - 6 Februar 2011"
"5162","Deutsche Jugendmeisterschaft - Leipzig 2010","27  - 28 November 2010"
"5183","DAV Jugend- und Juniorencup Balingen 2010","30 Oktober 2010"
"5165","DAV Jugend- und Juniorencup Würzburg 2010","17 Oktober 2010"
"5160","Deutscher Sportklettercup (L) - Würzburg 2010","16 Oktober 2010"
"5159","DAV Jugend- und Juniorencup Heilbronn 2010","26 September 2010"
"5154","Deutscher Bouldercup - Überlingen 2010","7 August 2010"
"5163","Deutsche Jugendmeisterschaft Bouldern - Überlingen 2010","6 August 2010"
"5157","Deutscher Sportklettercup (L) - Dornbirn (AUT) 2010","13 März 2010"
"5095","Deutsche Jugendmeisterschaft - Darmstadt 2009","29 November 2009"
"5085","DAV Jugend- und Juniorencup 2009 - Leipzig (No Limit)","11 Oktober 2009"
"5084","DAV Jugend- und Juniorencup 2009 - Kempten","21 Juni 2009"
"5083","DAV Jugend- und Juniorencup 2009 - Bochum, Neoliet","7 Juni 2009"
"1141","DAV Jugend- und Juniorencup - Leipzig 2008","25  - 26 Oktober 2008"
"1136","DAV Jugend- und Juniorencup - Dresden 2008","24  - 25 Mai 2008"
"1033","Deutscher Jugend- und Juniorencup - Wuppertal 2007","7 Oktober 2007"
"1030","Deutscher Jugend- und Juniorencup - Kempten 2007","24 Juni 2007"
"1029","Deutscher Jugend- und Juniorencup - Ravensburg 2007","6 Mai 2007"
"1027","Deutscher Bouldercup - Überlingen 2007","14 Juli 2007"
"862","Deutscher Sportklettercup - Karlsruhe 2006","7 Oktober 2006"
"1258","IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010","14  - 15 Mai 2010"
"1106","IFSC Climbing Worldcup (B) - Hall (AUT) 2008","18  - 19 April 2008"
"891","Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2006","2  - 3 September 2006"
"1190","IFSC Climbing Worldcup (B) - Hall (AUT) 2009","1  - 2 Mai 2009"
"1119","IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008  ","31 Oktober - 2 November 2008"
"1100","IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008","12  - 13 Juli 2008"
"978","International Event (B) - La Colmiane (FRA) Masters 2007","25  - 26 August 2007"
"971","IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007","11  - 13 Juli 2007"
"1094","IFSC Climbing Worldcup (S) - Trento (ITA) 2008","27 April 2008"
"784","European Youth Cup - Penne (ITA) 2005","5 November 2005"
"773","European Youth Cup - Geneva (SUI) 2005","8 Oktober 2005"
"1131","North American Championships -  Montreal (CAN) 2008","4  - 7 Dezember 2008"
"901"," North American Championships (L+S) - Denver Colorado (USA) 2006","24  - 25 November 2006"
"911","European Youth Cup - Annecy (FRA) 2006","28  - 29 Oktober 2006"
"1347","European Youth Cup (L) - Pau (FRA) 2011","12 November 2011"
"1349","European Youth Cup (B)- Munich (GER) 2011","17 September 2011"
"1356","European Youth Cup (B) - Meran (ITA) 2011","10  - 11 September 2011"
"1336","European Youth Cup (L) - Imst (AUT) 2011","12  - 14 August 2011"
"1350","European Youth Cup (L,S) - Edinburgh (GBR) 2011","20  - 22 Mai 2011"
"981","European Youth Series - Linz (AUT) 2007","27  - 28 Oktober 2007"
"965","European Youth Series - Imst (AUT) 2007","19  - 20 Mai 2007"
"1530","IFSC Climbing Worldcup (S) - Arco (ITA) 2014 ","30  - 31 August 2014"
"1524","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014","10  - 12 Juli 2014"
"1552","IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014","3  - 4 Mai 2014"
"1518","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ","26  - 27 April 2014"
"1462","IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013","27  - 29 September 2013"
"1464","IFSC Climbing Worldcup (S) - Arco (ITA) 2013","7 September 2013"
"1443","European Championship (L,S) - Chamonix (FRA) 2013 ","10  - 13 Juli 2013"
"1404","IFSC Climbing Worldcup (S) - Arco (ITA) 2012","1  - 2 September 2012"
"1375","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012","12  - 13 Juli 2012"
"1292","Lead International Event, Open International - Briancon (FRA) 2010","29  - 31 Juli 2010"
"1093","IFSC Climbing Worldcup (B) - Reunion (FRA) 2008","2  - 3 Mai 2008"
"6190","IFSC Climbing Worldcup (L) - Briançon (FRA) 2017","28  - 29 Juli 2017"
"1642","IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016","26  - 27 August 2016"
"1646","IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ","19  - 20 August 2016"
"1643","IFSC Climbing Worldcup (L) - Briançon (FRA) 2016","22  - 23 Juli 2016"
"1641","IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016","11  - 12 Juli 2016"
"972","Int. Event (L) - Serre Chevalier (FRA) 2007","20  - 21 Juli 2007"
"904","European Youth Cup - Kranj (SLO) 2006","25  - 26 November 2006"
"1195","IFSC Climbing Worldcup (B) - Eindhoven (NED) 2009","12  - 13 Juni 2009"
"969","IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007","22  - 23 Juni 2007"
"967","IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007","8  - 9 Juni 2007"
"984","IFSC Climbing Worldcup (L) - Kranj (SLO) 2007","17  - 18 November 2007"
"902","UIAA Worldcup (L) - Kranj (SLO) 2006","18  - 19 November 2006"
"1322","IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011","2  - 3 Juli 2011"
"970","European Youth Series - Leipzig (GER) 2007","7  - 8 Juli 2007"
"6252","IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017","24  - 25 Juni 2017"
"6174","IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017","6  - 7 Mai 2017"
"1638","IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016","15  - 16 April 2016"
"1522","IFSC Climbing Worldcup (B) - Laval (FRA) 2014","27  - 28 Juni 2014"
"1519","IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014 ","16  - 17 Mai 2014"
"1532","IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ","10  - 11 Mai 2014"
"1448","IFSC Climbing Worldcup (B) - Munich (GER) 2013","24  - 25 August 2013"
"1376","IFSC Climbing Worldcup (L) - Briançon (FRA) 2012","20  - 21 Juli 2012"
"865","Deutscher Jugend- und Juniorencup - Karlsruhe 2006","8 Oktober 2006"
"5018","Deutsche Jugendmeisterschaft Bouldern - Pforzheim 2009","17 Mai 2009"
"1134","Deutsche Jugendmeisterschaft Bouldern - Pforzheim 2008","26  - 27 April 2008"
"5100","Mammut Youth Climbing Cup MYCC (S) - St. Gallen 2010","19 Juni 2010"
"5098","Mammut Youth Climbing Cup MYCC + SM (B) - Genève 2010","12 Juni 2010"
"5097","Mammut Youth Climbing Cup MYCC (L) - Küblis 2010","8  - 9 Mai 2010"
"5034","Youth Climbing Cup YCC + SM (L) - Schlieren 2009 ","5 September 2009"
"5043","Swiss Climbing Cup SCC (L) - Greifensee 2009","9 Mai 2009"
"5030","Youth Climbing Cup YCC (L) - Winterthur 2009","25 April 2009"
"1150","Youth Climbing Cup YCC + SM (S) - Ittigen 2008","8 November 2008"
"1149","Youth Climbing Cup YCC + SM (B) - Leysin 2008","6  - 7 September 2008"
"1148","Youth Climbing Cup YCC  + SM (L) - Root 2008","28 Juni 2008"
"1147","Youth Climbing Cup YCC (B) - Brig 2008","26  - 27 April 2008"
"1146","Youth Climbing Cup YCC (L) - Schlieren 2008","12 April 2008"
"1145","Youth Climbing Cup YCC (B) - Küblis 2008","5 April 2008"
"1086","Schweizermeisterschaft (YCC) Speed - Ittigen 2007","8 Dezember 2007"
"1091","Schweizer Meisterschaft (YCC) Lead - Niederwangen","20 Oktober 2007"
"1018","Youth Climbing Cup Lead - Thun 2007","1 September 2007"
"1083","Schweizer Meisterschaft (YCC) Boulder - Interlaken 2007","30 Juni - 1 Juli 2007"
"1041","Youth Climbing Cup Lead - Schlieren 2007","23 Juni 2007"
"941","Youth Climbing Cup Lead - Niederwangen 2006","21 Oktober 2006"
"997","Asian Indoor Games - Macau","29 Oktober - 3 November 2007"
"8340","Asian Championships - Bogor (INA) 2019","6  - 10 November 2019"
"7953","IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ","26  - 27 Oktober 2019"
"7950","IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2019 ","18  - 20 Oktober 2019"
"7938","IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ","28  - 29 September 2019"
"8253","IFSC Climbing World Championships - Hachioji (JPN) 2019","11  - 21 August 2019"
"7959","IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019","3  - 5 Mai 2019"
"7929","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019","26  - 28 April 2019"
"7926","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ","12  - 14 April 2019"
"8328","Asian Cup (B) - Hong Kong (HKG) 2019","9  - 10 März 2019"
"7303","Asian Championships - Kurayoshi (JPN) 2018 ","7  - 11 November 2018"
"7137","IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ","12  - 13 Mai 2018"
"7140","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ","5  - 6 Mai 2018"
"7134","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ","21  - 22 April 2018"
"7306","Asia Cup (B) - Hong Kong (HKG) 2018","10  - 11 März 2018"
"6206","IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017","14  - 15 Oktober 2017"
"6331","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017","7  - 8 Oktober 2017"
"6085","Asian Continental Championship - Duyun (CHN) 2016","3  - 6 August 2016"
"1631","Asian Continental Championship - Ningbo (CHN) 2015","20  - 22 November 2015"
"1381","IFSC Climbing Worldcup (L) - Inzai (JPN) 2012","27  - 28 Oktober 2012"
"1409","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ","20  - 21 Oktober 2012"
"1380","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","12  - 13 Oktober 2012"
"1382","IFSC Climbing Worldcup (L) - Puurs (BEL) 2012","21  - 22 September 2012"
"1378","IFSC Climbing Worldcup (L) - Imst (AUT) 2012","10  - 11 August 2012"
"1342","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011","2  - 3 September 2011"
"975","IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007","11  - 12 August 2007"
"1264","IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010","29  - 30 Oktober 2010"
"1644","IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016","15  - 16 Juli 2016"
"1592","IFSC Climbing Worldcup (L) - Puurs (BEL) 2015 ","26  - 27 September 2015"
"1591","IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015","21  - 22 August 2015"
"1590","IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ","31 Juli - 1 August 2015"
"1589","IFSC Climbing Worldcup (L) - Briançon (FRA) 2015","17  - 18 Juli 2015"
"1629","European Championship (L,S) - Chamonix (FRA) 2015","10  - 12 Juli 2015"
"1588","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015","10  - 12 Juli 2015"
"1500","IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014","8  - 14 September 2014"
"1535","Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2014","30  - 31 August 2014"
"1526","IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ","1  - 2 August 2014"
"1523","IFSC Climbing Worldcup (L) - Briançon (FRA) 2014","19  - 20 Juli 2014"
"1458","IFSC Climbing Worldcup (L) - Kranj (SLO) 2013","16  - 17 November 2013"
"1461","IFSC Climbing Worldcup (L) - Valence (FRA) 2013","1  - 2 November 2013"
"1460","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013","19  - 20 Oktober 2013"
"1459","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013","11  - 12 Oktober 2013"
"1456","IFSC Climbing Worldcup (L) - Imst (AUT) 2013","9  - 10 August 2013"
"1383","IFSC Climbing Worldcup (L) - Atlanta (USA) 2012 ","29  - 30 September 2012"
"1403","Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2012","1  - 2 September 2012"
"1387","IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012","21  - 22 April 2012"
"1334","IFSC Climbing Worldcup (L) - Kranj (SLO) 2011","19  - 20 November 2011"
"1335","IFSC Climbing Worldcup (L) - Valence (FRA) 2011","28  - 29 Oktober 2011"
"1324","IFSC Climbing Worldcup (L) - Briançon (FRA) 2011","29  - 30 Juli 2011"
"1272","European Youth Series - Annecy (France) 2010","23  - 24 Oktober 2010"
"1266","European Youth Series - Imst (AUT) 2010","5  - 6 Juni 2010"
"1105","IFSC Climbing Worldcup (L) - Kranj (SLO) 2008","15  - 16 November 2008"
"7026","J TEST L+B+S","1 JuniMai 2017"
"1024","Deutscher Bouldercup - ispo München 2007","4 Februar 2007"
"1262","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010","17  - 21 Juni 2010"
"958","IFSC Climbing Worldcup (B) - Erlangen (GER) 2007","30  - 31 März 2007"
"957","IFSC European Boulder Championship  - Birmingham (GBR) 2007","16  - 18 März 2007"
"7992","European Championship (L,S) - Edinburgh (GBR) 2019","4  - 6 Oktober 2019"
"7146","IFSC Climbing Worldcup (L) - Briançon (FRA) 2018 ","20  - 21 Juli 2018"
"6248","IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017","23  - 24 September 2017"
"6202","IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ","25  - 26 August 2017"
"6411","European Championship (L,S) - Campitello di Fassa (ITA) 2017 ","30 Juni - 1 Juli 2017"
"1567","European Universities Sport Climbing Championship - Katowice (POL) 2015","5  - 9 August 2015"
"1431","European Youth Cup (L) - Kranj (SLO) 2012","24  - 25 November 2012"
"1430","European Youth Championship (L,S) - Gémozac (FRA) 2012","2  - 4 November 2012"
"1415","IFSC World Youth Championship - Singapore (SIN) - 2012","29 August - 1 September 2012"
"1427","European Youth Cup (L) - Imst (AUT) 2012","4  - 5 August 2012"
"1424","European Youth Cup (L) - Linz (AUT) 2012","30 Juni - 1 Juli 2012"
"1419","European Youth Cup (L,S) - Edinburgh (GBR) 2012","18  - 20 Mai 2012"
"1036","Deutscher Speed-Klettercup - Heilbronn 2007","3 März 2007"
"5150","Deutscher Bouldercup - München 2010","7 Februar 2010"
"1026","Deutsche Jugendmeisterschaft Bouldern - Heilbronn 2007","4 März 2007"
"5115","Bayerische Meisterschaft Damen/Herren (Schwierigkeit & Speed) – Rosenheim 2010","12 Dezember 2010"
"5114","Bayerische Meisterschaften Jugend/Junioren (Schwierigkeit) - Rosenheim 2010","11 Dezember 2010"
"5151","Deutscher Bouldercup -Kitzbühl 2010","23  - 24 April 2010"
"5112","Bayerische Meisterschaft Damen/Herren (Boulder) – Climb Free München 2010","21 Februar 2010"
"1144","Deutscher Bouldercup - Kitzbühel (AUT) 2008 in Zusammenarbeit mit dem OEAV","4  - 5 April 2008"
"1371","IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2012","18  - 19 Mai 2012"
"1249","IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010","3  - 4 Juli 2010"
"1257","IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010","25  - 26 Juni 2010"
"1247","IFSC Climbing Worldcup (B) - Vail (USA) 2010","4  - 5 Juni 2010"
"962","IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007","4  - 5 Mai 2007"
"1564","IFSC Climbing World Championships - Innsbruck (AUT) 2018","6  - 16 September 2018"
"1529","IFSC Climbing Worldcup (L) - Inzai (JPN) 2014 ","25  - 26 Oktober 2014"
"1528","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2014 ","18  - 19 Oktober 2014"
"1527","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ","11  - 12 Oktober 2014"
"1525","IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ","20  - 22 Juni 2014"
"1457","IFSC Climbing Worldcup (L) - Puurs (BEL) 2013","20  - 21 September 2013"
"1455","IFSC Climbing Worldcup (L) - Briançon (FRA) 2013","19  - 20 Juli 2013"
"1330","IFSC Climbing Worldcup (L) - Puurs (BEL) 2011","30 September - 1 Oktober 2011"
"1202","IFSC Climbing Worldcup (L) - Puurs (BEL) 2009","25  - 26 September 2009"
"1201","IFSC Climbing Worldcup (L) - Imst (AUT) 2009","21  - 22 August 2009"
"960","IFSC Climbing Worldcup (B) - Sofia (BUL) 2007","20  - 22 April 2007"
"1466","IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013","15  - 16 Oktober 2013"
"1451","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013","22  - 23 März 2013"
"1369","IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012","28  - 29 Juli 2012"
"1379","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012","13  - 14 April 2012"
"1327","IFSC Climbing Worldcup (S) - Daone (ITA) 2011","6  - 7 August 2011"
"1253","IFSC Climbing Worldcup (S) - Daone (ITA) 2010","24  - 25 Juli 2010"
"1254","IFSC Climbing Worldcup (S) - Trento (ITA) 2010","30 April - 1 Mai 2010"
"1206"," Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2009","5  - 6 September 2009"
"1198","IFSC Climbing Worldcup (S)  - Daone (ITA) 2009","1  - 2 August 2009"
"1189","IFSC Climbing Worldcup (S) - Trento (ITA) 2009","25  - 26 April 2009"
"1188","IFSC Climbing Worldcup (S) - Tarnow (POL) 2009","18  - 19 April 2009"
"1117","Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2008","6  - 7 September 2008"
"1101","IFSC Climbing Worldcup (S) - Val Daone (ITA) 2008","19  - 20 Juli 2008"
"977","Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2007","8  - 9 September 2007"
"974","IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007","21  - 22 Juli 2007"
"1072","IFSC Climbing Worldcup (S) - Trento (ITA) 2007","1 Mai 2007"
"959","IFSC Climbing Worldcup (S) - Tarnow (POL) 2007","13  - 14 April 2007"
"897","UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006","2  - 3 Oktober 2006"
"903","UIAA Climbing Worldcup (S) - Val Daone (ITA) 2006","29  - 30 Juli 2006"
"763","UIAA Worldcup (S) - Daone (ITA) 2005","30 Juli 2005"
"671","UIAA World Championship - Munich (GER) 2005","1  - 5 Juli 2005"
"661","UIAA World Youth Championship - Edinburgh (GBR) 2004","10  - 12 September 2004"
"642","UIAA Worldcup - Chamonix (FRA) 2004","12 Juli 2004"
"968","IFSC Climbing Worldcup (L) - Zürich (SUI) 2007","15  - 16 Juni 2007"
"961","IFSC Climbing Worldcup (B) - Hall (AUT) 2007","27  - 28 April 2007"
"7935","IFSC Climbing Worldcup (B) - Vail (USA) 2019 ","7  - 8 Juni 2019"
"7932","IFSC Climbing Worldcup (B) - Munich (GER) 2019","18  - 19 Mai 2019"
"1475","PanAmerican Youth Championship (L,S, B) - Santiago (CHI) 2012","21  - 25 November 2012"
"1372","IFSC Climbing Worldcup (B) - Vail (USA) 2012 ","1  - 2 Juni 2012"
"1331","IFSC Climbing Worldcup (L) - Boulder (USA) 2011","8  - 9 Oktober 2011"
"1586","IFSC Climbing Worldcup (B) - Vail (USA) 2015","5  - 6 Juni 2015"
"1585","IFSC Climbing Worldcup (B) - Toronto (CAN) 2015","30  - 31 Mai 2015"
"1520","IFSC Climbing Worldcup (B) - Vail (USA) 2014","6  - 7 Juni 2014"
"5340","IFSC Panamerican Championship (L, S, B) - San Juan de los Morros (VEN) 2012","7  - 10 November 2012"
"1469","IFSC PanAmerican Championship (L, S, B) - San Juan de los Morros (VEN) 2012","7  - 11 November 2012"
"1194","IFSC Climbing Worldcup (B) - Vail (USA) 2009","5  - 6 Juni 2009"
"1193","IFSC Climbing Worldcup (B) - Wien (AUT) 2009","29  - 30 Mai 2009"
"646","UIAA Worldcup - Marbella (ESP) 2004","18 September 2004"
"1484","European Youth Cup (B) - L'Argentière (FRA) 2013","22  - 23 Juli 2013"
"1483","European Youth Cup (B) - Sofia (BUL) 2013","28  - 30 Juni 2013"
"1422","European Youth Cup (L) - Voiron (FRA) 2012","9 Juni 2012"
"1420","European Youth Cup (L,S) - Moscow (RUS) 2012","25  - 27 Mai 2012"
"900","UIAA Climbing Worldcup (L) - Penne (ITA) 2006","11  - 12 November 2006"
"535","Youth Worldchampionship - Veliko Tarnovo (BUL) 2003","19  - 21 September 2003"
"468","European Youth Cup - Veliko Tarnovo (BUL) 2002","9 November 2002"
"5104","Swiss Climbing Cup SCC + SM (S) - Züspa Zürich 2010","2 Oktober 2010"
"5038","Swiss Climbing Cup SCC + SM (S) - Greifensee 2009","24 Oktober 2009"
"5031","Swiss Climbing Cup SCC (L) - Lenzburg 2009","13 Juni 2009"
"5027","Swiss Climbing Cup SCC + SM (B) - Greifensee 2009","28 März 2009"
"5025","Swiss Climbing Cup SCC (B) - Pratteln 2009","7 März 2009"
"1158","Swiss Climbing Cup SCC + SM (L) - Root 2008","4 Oktober 2008"
"1155","Swiss Climbing Cup SCC (L) - Lenzburg 2008","23 August 2008"
"1154","Swiss Climbing Cup SCC (L) - Schaffhausen 2008","16 August 2008"
"1152","Swiss Climbing Cup SCC (L) - Greifensee 2008","17 Mai 2008"
"1005","Youth Climbing Cup Lead - Winterthur 2007","31 März 2007"
"5106","Swiss Climbing Cup SCC + SM (B) - Pratteln 2010","16 Oktober 2010"
"5105","Mammut Youth Climbing Cup MYCC + SM (S) - Züspa Zürich 2010","2 Oktober 2010"
"5103","Mammut Youth Climbing Cup MYCC + SM (L) - Niederwangen 2010","5 September 2010"
"5099","Mammut Youth Climbing Cup MYCC (L) - Schlieren 2010","26 Juni 2010"
"5039","Youth Climbing Cup YCC + SM (S) - Greifensee 2009","24 Oktober 2009"
"5037","Youth Climbing Cup YCC (L) - Niederwangen 2009","18 Oktober 2009"
"5033","Youth Climbing Cup YCC + SM (B) - Bülach 2009","27  - 28 Juni 2009"
"5028","Youth Climbing Cup YCC (B) - Küblis 2009","4  - 5 April 2009"
"1042","Youth Climbing Cup Boulder - Leysin 2007","8  - 9 September 2007"
"5169","Swiss Climbing Cup SCC (B) - Genève 2010","13 Juni 2010"
"994","European Youth Series - Veliko Tarnovo (BUL) 2007","30 Juni - 1 Juli 2007"
"8416","European Championship (B) - Zakopane (POL) 2019","5  - 7 September 2019"
"1517","IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ","31 Mai - 1 Juni 2014"
"8633","IFSC Climbing World Championships Combined - Hachioji (JPN) 2019","18  - 21 August 2019"
"1587","IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015","26  - 27 Juni 2015"
"1581","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015","20  - 21 Juni 2015"
"1373","IFSC Climbing Worldcup (B) - Vienna (AUT) 2012","27  - 28 April 2012"
"1260","IFSC World Youth Championship - Imst (AUT) - 2011","25  - 28 August 2011"
"7888","IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018","21  - 26 November 2018"
"1200","IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009","8  - 9 August 2009"
"910","European Youth Cup - Gdansk (POL) 2006","22  - 23 Juli 2006"
"906","European Youth Cup - Imst (AUT) 2006 after disqualification","27  - 28 Mai 2006"
"875","UIAA Climbing Worldcup (L) - Puurs (BEL) 2006","28  - 29 April 2006"
"779","European Youth Cup - Kranj (SLO) 2005","26 November 2005"
"672","UIAA World Youth Championship - Bejing (CHN) 2005","25 August 2005"
"752","European Youth Cup - Imst (AUT) 2005","21 Mai 2005"
"783","European Youth Cup - Brno (CZE) 2005","16 April 2005"
"663","European Youth Cup - Imst (AUT) 2004","15 Mai 2004"
"662","European Youth Cup - Geneva (SUI) 2004","3 April 2004"
"1006","Swiss Climbing Cup Boulder - Pratteln 2007","14 April 2007"
"5036","Swiss Climbing Cup SCC + SM (L) - Niederwangen 2009","17 Oktober 2009"
"1157","Swiss Climbing Cup SCC + SM (B) - Leysin 2008","6  - 7 September 2008"
"1153","Swiss Climbing Cup SCC (B) - Grindelwald 2008","24 Mai 2008"
"1151","Swiss Climbing Cup SCC (B) - Brig 2008","26  - 27 April 2008"
"1016","Schweizer Meisterschaft (SCC) Boulder - Interlaken 2007","30 Juni - 1 Juli 2007"
"930","Schweizer Meisterschaft (SCC) Bouldern - Pratteln 2006","3  - 4 Juni 2006"
"1011","Swiss Climbing Cup Boulder - Grindelwald 2007","2 Juni 2007"
"1021","Swiss Climbing Cup Lead - Luzern 2007","13 Oktober 2007"
"1354","European Youth Cup (S) - Friedrichshafen (GER) 2011","14 Juli 2011"
"1353","European Youth Cup (S) - Chamonix (FRA) 2011","9  - 10 Juli 2011"
"1426","European Youth Cup (B) - L'Argentière (FRA) 2012","25  - 26 Juli 2012"
"7182","IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ","27  - 28 Oktober 2018"
