ID,Name,Dates
"7179","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ","20  - 21 Oktober 2018"
"7265","China Open - Guangzhou (CHN) 2017","18  - 19 November 2017"
"5697","IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016","22  - 23 Oktober 2016"
"1594","IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015","17  - 18 Oktober 2015"
"1203","IFSC Climbing Worldcup (L) - Brno (CZE) 2009","6  - 7 November 2009"
"8322","IFSC Combined Qualifier - Toulouse/Tournefeuille (FRA) 2019","28 November - 1 Dezember 2019"
"1471","Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2013","7 September 2013"
"1332","IFSC Climbing Worldcup (L) - Amman (JOR) 2011 ","20  - 21 Oktober 2011"
"5188","Bayerische Meisterschaften Jugend/Junioren (Schwierigkeit) - Ingolstadt 2010","18 September 2010"
"5182","Bayerische Meisterschaften Jugend/Junioren (Bouldern) - Regensburg 2010","17 Juli 2010"
"1142","Deutsche Meisterschaft  & Jugendmeisterschaft - Heilbronn 2008","29  - 30 November 2008"
"1138","DAV Jugend- und Juniorencup - Forchheim 2008","19  - 20 Juli 2008"
"1035","Deutsche Jugendmeisterschaft - Frankenthal 2007","11 November 2007"
"5153","Deutscher Speedcup - Überlingen 2010","7 August 2010"
"5155","European Speedcup - Friedrichshafen (GER) 2010 (Dreiländerwettkampf AUT/GER/SUI)","15 Juli 2010"
"5181","DAV Jugend- und Juniorencup Dornbirn (AUT) 2010","13 März 2010"
"5011","Deutscher Bouldercup - Überlingen - 2009","11 Juli 2009"
"5008","Deutscher Bouldercup - München ISPO - 2009","1 Februar 2009"
"5239","Deutsche Meisterschaft - Wuppertal 2011","3  - 4 Dezember 2011"
"5161","Deutsche Meisterschaft - Leipzig 2010","27  - 28 November 2010"
"5226","Deutscher Bouldercup - Kitzbühel 2011","29  - 30 April 2011"
"5190","NRW Landesmeisterschaft Lead - Köln-Chorweiler 2010","2 Oktober 2010"
"5108","NRW Landesmeisterschaft Lead - Wuppertal 2009","21 November 2009"
"5006","NRW Landesmeisterschaft Lead - Chorweiler 2008 ","6 Dezember 2008"
"1032","Deutscher Sportklettercup (S+L) - Wuppertal 2007","6 Oktober 2007"
"1122","IFSC Climbing Worldcup (B) - Vail (USA) 2008","6  - 7 Juni 2008"
"1031","Deutscher Sportklettercup - Kempten 2007","23 Juni 2007"
"1028","Deutscher Sportklettercup - Ravensburg 2007","5 Mai 2007"
"7838","IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018","16 September 2018"
"1397","Rockmaster Gala Duel - Arco (ITA) 2011","24 Juli 2011"
"1246","IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010","28  - 30 August 2010"
"1263","IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010","20  - 21 August 2010"
"6972","Asia Cup - Wanxianshan (CHN) 2017","27  - 29 Oktober 2017"
"1611","The World Games 2017 - Wroclaw (POL) 2017","21  - 23 Juli 2017"
"5844","IFSC Climbing Worldcup (S) -  Wujiang (CHN) 2016","18  - 19 Oktober 2016"
"1647","IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016","7  - 8 Mai 2016"
"1610","IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015","17 Mai 2015"
"1425","European Youth Cup (S) - Chamonix (FRA) 2012","8 Juli 2012"
"1265","CISM Winter Military World Games - Courmayeur (ITA) 2010","21  - 22 März 2010"
"1022","Schweizer Meisterschaft (SCC) Lead - Niederwangen 2007","20 Oktober 2007"
"1137","Deutscher Sportklettercup (L) - Forchheim 2008 (+ Dt. Hochschulmeisterschaft)","19  - 20 Juli 2008"
"5113","Bayerische Meisterschaften Jugend/Junioren (Schwierigkeit) - Coburg 2010","24 Juli 2010"
"1019","Swiss Climbing Cup Boulder - Leysin 2007","8  - 9 September 2007"
"5874","Bächli Swiss Climbing Cup BSCC 2016 (Speed) - SAC Speed-Schweizermeisterschaft Züspa ","1 Oktober 2016"
"5563","Bächli Swiss Climbing Cup BSCC 2015 (S) - SAC Speed-Schweizermeisterschaft Züspa","3 Oktober 2015"
"995","International Event - Swiss Master Outdoor Games - Interlaken (SUI) 2007","30 Juni - 1 Juli 2007"
"1533","Asian Youth Championship - Surabaya (INA) 2013","11  - 14 Dezember 2013"
"1438","Asian Youth Championship - Hamedan (IRI) 2012","11  - 13 Juli 2012"
"1362","Asian Youth Championship - Singapore (SGP) 2011","28  - 30 Juli 2011"
"1351","European Youth Cup (S) - Tarnow (POL) 2011","14 Mai 2011"
"1447","The World Games 2013 - Cali (COL) 2013","3  - 4 August 2013"
"5102","Swiss Climbing Cup SCC + SM (L) - Niederwangen 2010","4 September 2010"
"5101","Swiss Climbing Cup SCC (L) - St. Gallen 2010","21 August 2010"
"1143","Deutscher Speedcup - Heilbronn 2008","29  - 30 November 2008"
"1085","Schweizermeisterschaft (SCC) Speed - Ittigen 2007","8 Dezember 2007"
"1135","Deutscher Sportklettercup (L) - Dresden 2008","24  - 25 Mai 2008"
"1174","Deutscher Speedcup - Überlingen 2008","2  - 3 August 2008"
"1139","Deutscher Bouldercup - Überlingen 2008","2 August 2008"
"933","Schweizer Meisterschaft (YCC) Lead - Schlieren 2006","17 Juni 2006"
"931","Schweizer Meisterschaft (YCC) Bouldern - Pratteln 2006","3  - 4 Juni 2006"
"809","Youth Climbing Cup & Difficulty-Schweizermeisterschaft - Niederwangen 2005","15 Oktober 2005"
"808","Youth Climbing Cup Difficulty - Winterthur 2005","24 September 2005"
"807","Youth Climbing Cup & Speed-Schweizermeisterschaft - Sumiswald 2005","17 September 2005"
"806","Youth Climbing Cup & Boulder-Schweizermeisterschaft - Engelberg 2005","11 Juni 2005"
"5474","Bächli Swiss Climbing Cup BSCC und Speed-Schweizermeisterschaft 2014 - Züspa Zürich","4 Oktober 2014"
"805","Youth Climbing Cup Bouldern - Leysin 2005","4 Juni 2005"
"804","Youth Climbing Cup Difficulty - Schlieren 2005","9 April 2005"
"719","Youth Climbing Cup & Schweizer Meisterschaft Difficulty - Schlieren 2004","6 November 2004"
"702","Youth Climbing Cup & Schweizer Meisterschaft Speed - Sumiswald 2004","28 August 2004"
"700","Youth Climbing Cup Difficulty - Schlieren 2004","6 März 2004"
"1485","European Youth Cup (B) - Laval (FRA) 2013","12  - 13 Oktober 2013"
"7704","Asia Cup (B,S) - Bangkok (THA) 2018","15  - 17 Juni 2018"
"1481","European Youth Cup (S) - Chamonix (FRA) 2013","9  - 11 Juli 2013"
"8046","European Youth Championships (L,S) - Voronezh (RUS) 2019","18  - 20 Oktober 2019"
"7728","RockTown ""Summer Challenge - Round 1"" 2018","19 Mai - 20 Juni 2018"
"6010","Asian Youth Championship - Tehran (IRI) 2016","26  - 30 September 2016"
"6909","Asian Youth Championships - Singapore (SGP) 2017","5  - 9 Juli 2017"
"7707","Asian Youth Championships - Chongqing (CHN) 2018","1  - 4 November 2018"
"6610","European Youth Cup (S) - Tarnow (POL) 2017","12  - 13 Mai 2017"
"8028","European Youth Cup (S) - Tarnow (POL) 2019","19  - 20 Juli 2019"
"8022","European Youth Cup (S) - Mezzolombardo (ITA) 2019","18 Mai 2019"
"7218","European Youth Cup (S) - Mezzolombardo (ITA) 2018 ","22  - 24 Juni 2018"
"7215","European Youth Cup (S) - Bologna (ITA) 2018 ","12  - 13 Mai 2018"
"6703","European Youth Cup (S) - Bologna (ITA) 2017","17 Juni 2017"
"5751","European Youth Cup (S) - Imst (AUT) 2016 ","10 September 2016"
"7051","IFSC Youth World Championships Combined - Innsbruck (AUT) - 2017","9 September 2017"
"8205","Norddeutsche Jugendmeisterschaft Bouldern","24 Februar 2019"
"7631","Norddeutsche Jugendmeisterschaft Bouldern  2018 Boulder-Base Bremen","4 März 2018"
"1566","IFSC Paraclimbing World Championships - Innsbruck (AUT) 2018","10  - 16 September 2018"
"6927","Paraclimbing Cup (L) - Edinburgh (GBR) 2017","23  - 24 September 2017"
"1565","IFSC Paraclimbing World Championships - Paris (FRA) 2016","14  - 18 September 2016"
"8673","Norddeutsche Meisterschaft Lead im Kletterzentrum Bremen","14 September 2019"
"8598","Offene Norddeutsche Landesmeisterschaft Speed","15 Juni 2019"
"6924","Paraclimbing Cup (L) - Sheffield (GBR) 2017","7  - 8 Oktober 2017"
"6946","Paraclimbing Master (L) - Imst (AUT) 2017","8  - 9 Juli 2017"
"5808","Paraclimbing Cup (L) - Sheffield (GBR) 2016","24  - 25 September 2016"
"7037","PanAmerican Youth Championship (L, S, B) - Montreal (CAN) 2017 ","30 Oktober - 5 November 2017"
"5864","BaWü Jugendcup Lead - Karlsruhe","17 September 2016"
"8397","IFSC Paraclimbing World Championships - Briançon (FRA) 2019","16  - 17 Juli 2019"
"7758","Paraclimbing Cup (L) - Briançon (FRA) 2018","18 Juli 2018"
"6934","Paraclimbing Cup (L) - Briançon (FRA) 2017","26 Juli 2017"
"6877","Offene Berliner Landesmeisterschaft Bouldern - Berlin 2017","11 März 2017"
"574","Maverick Climbing Cup Difficulty - Niederwangen (BE)","29 November 2003"
"492","Schweizermeisterschaft Difficulty - Niederwangen / BE 2002","30 November 2002"
"358","Swiss Cup Boulder - Adliswil 2000","11 November 2000"
"312","Swiss Cup Meiringen 98","17 Oktober 1998"
"309","Schweizer-Meisterschaft MAGNET Niederwangen 98","4 Oktober 1998"
"311","Swiss Cup Giubiasco 98","13 September 1998"
"20","Top Rock Challenge - Crans Montana (SUI) 1998","22 August 1998"
"22","Top Rock Challenge - Valloire (FRA) 1998","7 August 1998"
"18","Top Rock Challenge - Chamonix (FRA) 1998","17 Juli 1998"
"23","Top Rock Challenge - Val d'Isere (FRA) 1998","12 Juli 1998"
"317","Swiss-Cup MAGNET Bern-Niederwangen 97","19 Oktober 1997"
"319","Swiss Cup Giubiasco 97","31 August 1997"
"314","Regionalwettkampf MAGNET-Niederwangen","15 Juni 1997"
"318","Championnat Suisse Delémont","27 April 1997"
"325","Swiss Cup Bern 96","1 DezemberNovember 1996"
"329","Swiss-Cup Mendrisio 96","1 SeptemberAugust 1996"
"326","Schweizer Meisterschaft Bülach","2 Juni 1996"
"333","Swiss Cup Bern-Niederwangen","3 Dezember 1995"
"337","Swiss Cup St.Légier 95","12 November 1995"
"335","Swiss-Cup Interlaken 95","20 August 1995"
"338","Swiss Cup Wengen 95","30 Juli 1995"
"336","Swiss Cup Mettembert '95","21 Mai 1995"
"346","Swiss Cup Bern '94","1 DezemberNovember 1994"
"342","Devers Open","21 August 1994"
"347","Swiss Cup Brunnen '94","19 Juni 1994"
"349","Swiss Cup - Bern '93","21 November 1993"
"879","UIAA Climbing Worldcup (L+S) - Chamonix (FRA) 2006","12  - 13 Juli 2006"
"215","European Youth Cup - Aix en Provence (FRA) 1998","31 Oktober 1998"
"21","Top Rock Challenge - Grenoble (FRA) 1998","28 August 1998"
"213","European Youth Cup - Dortmund (GER) 1998","12 Juni 1998"
"203","European Youth Cup - Bern (SUI) 1997","24 August 1997"
"5016","Deutscher Sportklettercup (L) - Kempten - 2009","20  - 21 Juni 2009"
"1140","Deutscher Sportklettercup (S+L) - Leipzig 2008","25  - 26 Oktober 2008"
"867","Deutsche Meisterschaft Lead - Wuppertal 2006","4 November 2006"
"890","UIAA Climbing Worldcup (L+S) - Kuala Lumpur (MAS) 2006","12  - 13 August 2006"
"887","UIAA Climbing Worldcup (L+S) - Singapore (SIN) 2006","5  - 6 August 2006"
"861","Deutscher Sportklettercup - Ingolstadt 2006","24 Juni 2006"
"860","Deutscher Sportklettercup - Frankenthal 2006","13 Mai 2006"
"778","UIAA Worldcup (L) - Kranj (SLO) 2005","19 November 2005"
"796","Deutsche Meisterschaft (Sportklettern) - Forchheim 2005","5 November 2005"
"790","Deutscher Sportklettercup - Leipzig 2005","1 Oktober 2005"
"770","UIAA Worldcup (L) - Marbella (ESP) 2005","17 September 2005"
"761","Int. Event (L) - Serre Chevalier (FRA) 2005","29  - 30 Juli 2005"
"759","UIAA Worldcup (L+S) - Chamonix (FRA) 2005","12  - 13 Juli 2005"
"758","UIAA Worldcup (L) - Zürich (SUI) 2005","24  - 25 Juni 2005"
"789","Deutscher Sportklettercup - Kempten 2005","18 Juni 2005"
"753","UIAA Worldcup (L) - Imst (AUT) 2005","27 Mai 2005"
"788","Deutscher Sportklettercup - Karlsruhe 2005","7 Mai 2005"
"750","UIAA Worldcup (L) - Puurs (BEL) 2005","29 April 2005"
"786","DAV SALOMON Bouldercup - Ispo München 2005","6 Februar 2005"
"651","UIAA Worldcup - Kranj (SLO) 2004","20 November 2004"
"652","UIAA Worldcup - Brno (CZE) 2004","12 November 2004"
"649","UIAA Worldcup - Valence (FRA) 2004","29 Oktober 2004"
"692","Deutsche Meisterschaft - Duisburg 2004","16 Oktober 2004"
"647","UIAA Worldcup - Shanghai (CHN) 2004","2 Oktober 2004"
"687","Deutscher Sportklettercup - Heilbronn 2004","25 September 2004"
"686","Deutscher Sportklettercup - Forchheim 2004","17 Juli 2004"
"654","UIAA European Championship - Lecco (ITA) 2004","21  - 27 Juni 2004"
"637","UIAA Worldcup - Imst (AUT) 2004","29 Mai 2004"
"685","Deutscher Sportklettercup - Berlin 2004","8 Mai 2004"
"669","UIAA Worldcup - Puurs (BEL) 2004","23  - 25 April 2004"
"533","UIAA Worldcup - Edinburgh (GBR) 2003","4  - 7 Dezember 2003"
"532","UIAA Worldcup - Shenzen (CHN) 2003","21  - 23 November 2003"
"531","UIAA Worldcup - Kranj (SLO) 2003","14  - 16 November 2003"
"558","Deutsche Meisterschaft - Scheidegg 2003","9 November 2003"
"586","UIAA Worldcup - Valence (FRA) 2003","31 Oktober 2003"
"527","UIAA Worldcup - Prague (CZE) 2003","11 Oktober 2003"
"551","UIAA Worldcup - Aprica (ITA) 2003","3 Oktober 2003"
"559","Deutscher Sportklettercup - Köln 2003","27 September 2003"
"528","UIAA Worldcup - Aviles (ESP) 2003","22 August 2003"
"587","Int. Event - Serre Chevalier (FRA) 2003","18 Juli 2003"
"534","UIAA Worldchampionship - Chamonix (FRA) 2003","9  - 13 Juli 2003"
"562","Deutscher Sportklettercup - Kempten 2003","5 Juli 2003"
"550","UIAA Worldcup - Lecco (ITA) 2003 (difficulty)","28 Juni 2003"
"521","UIAA Worldcup - Imst (AUT) 2003","23 Mai 2003"
"556","Deutscher Sportklettercup - Berlin 2003","10 Mai 2003"
"455","UIAA Worldcup - Kranj (SLO) 2002","15  - 17 November 2002"
"496","Deutsche Meisterschaft - Erlangen 2002","2 November 2002"
"453","UIAA Worldcup - Aprica (ITA) 2002","18 Oktober 2002"
"495","Deutscher Sportklettercup - Ottobeuren 2002","14 September 2002"
"450","UIAA Worldcup - Singapore (SIN) 2002","23  - 25 August 2002"
"469","Int. Event - Serre Chevalier (FRA) 2002","19 Juli 2002"
"457","UIAA European Championship - Chamonix (FRA) 2002","11  - 14 Juli 2002"
"446","UIAA Worldcup - Lecco (ITA) 2002 - difficulty","29 Juni 2002"
"444","UIAA Worldcup - Imst (AUT) 2002","7 Juni 2002"
"494","Deutscher Sportklettercup - Münster 2002","1 Juni 2002"
"441","UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn","17  - 19 Mai 2002"
"439","UIAA Worldcup - Bolzano (ITA) 2002","26  - 28 April 2002"
"507","Int. Event - Klimax Goldfinger - Puurs (BEL) 2002","20 April 2002"
"475","Deutscher Sportklettercup - München ISPO 2002","3 Februar 2002"
"420","Deutsche Meisterschaft - Erlangen 2001","25 November 2001"
"390","UIAA Worldcup - Kranj (SLO) 2001","16  - 18 November 2001"
"373","UIAA Worldcup - Kuala Lumpur (MAS) 2001","2  - 4 November 2001"
"435","Deutscher Sportklettercup - Ottobeuren 2001","27 Oktober 2001"
"391","UIAA Worldcup - Aprica (ITA) 2001","19 Oktober 2001"
"438","2. Int. SALEWA Masters - Scheidegg (GER) 2001","13 Oktober 2001"
"372","UIAA Worldcup - Lecco (ITA) 2001","22 September 2001"
"376","Int. Event - Rock Master Arco (ITA) 2001","14  - 16 September 2001"
"385","UIAA World Championship - Winterthur (SUI) 2001","5  - 8 September 2001"
"423","DAV Bouldercup - Kempten 2001","12 August 2001"
"422","DAV Bouldercup - Stuttgart 2001","28 Juli 2001"
"375","Int. Event - Serre Chevalier (FRA) 2001","20 Juli 2001"
"371","UIAA Worldcup - Chamonix (FRA) 2001","11  - 15 Juli 2001"
"387","Deutscher Sportklettercup - Scheidegg 2001","5 Mai 2001"
"386","Deutscher Sportklettercup - München 2001","4 Februar 2001"
"254","UIAA Worldcup - Kranj (SLO) 2000","17 November 2000"
"253","UIAA Worldcup - Nantes (FRA) 2000","2 November 2000"
"270","Deutscher Sportklettercup - Thalkirchen 2000","28 Oktober 2000"
"368","1. Int. SALEWA Masters - Scheidegg 2000","14 Oktober 2000"
"256","UIAA European Championship - München (GER) 2000","7 Oktober 2000"
"251","UIAA Worldcup - Courmayeur (ITA) 2000","29 September 2000"
"252","UIAA Worldcup - Lecco (ITA) 2000","23 September 2000"
"260","Int. Event - Rock Master Arco (ITA) 2000","9 September 2000"
"277","DAV Bouldercup - Immenstadt 2000","30 Juli 2000"
"259","Int. Event - Serre Chevalier (FRA) 2000","20 Juli 2000"
"268","Deutscher Sportklettercup - Rostock 2000","15 Juli 2000"
"243","UIAA Worldcup - Chamonix (FRA) 2000","12 Juli 2000"
"276","DAV Bouldercup - München 2000","17 Juni 2000"
"267","Deutscher Sportklettercup - Scheidegg 2000","8 April 2000"
"266","Deutscher Sportklettercup - München 2000","6 Februar 2000"
"14","UIAA World Championship - Birmingham (GBR) 1999","3 Dezember 1999"
"225","Deutscher Sportklettercup - Scheidegg 1999","20 November 1999"
"10","UIAA Worldcup - Kranj (SLO) 1999","12 November 1999"
"224","Deutscher Sportklettercup - Erlangen 1999","6 November 1999"
"3","Int. Event - Arco Rock Master (ITA) 1999","10 September 1999"
"223","Deutscher Sportklettercup - München(2) 1999","1 AugustJuli 1999"
"7","UIAA Masters - Serre-Chevalier (FRA) 1999","22 Juli 1999"
"87","UIAA Worldcup - Benasque (ESP) 1999","3 Juli 1999"
"231","Deutsche Bouldermeisterschaft - Immenstadt 1999","26 Juni 1999"
"8","UIAA Worldcup - Besancon (FRA) 1999","10 Juni 1999"
"11","UIAA Worldcup - Leipzig (GER) 1999","28 Mai 1999"
"13","UIAA Worldcup - Wiener Neustadt (AUT) 1999","16 April 1999"
"95","Deutscher Sportklettercup - München(1) 1999","7 Februar 1999"
"25","UIAA Worldcup - Kranj (SLO) 1998","14 November 1998"
"96","Deutscher Sportklettercup - Erlangen '98","7 November 1998"
"26","UIAA Worldcup - Milan (ITA) 1998","9 Oktober 1998"
"98","Deutscher Sportklettercup - Köln '98","19 September 1998"
"24","UIAA Worldcup - Courmayeur (ITA) 1998","4 September 1998"
"100","Deutscher Sportklettercup - München '98","8 August 1998"
"97","Deutscher Sportklettercup - Freiburg '98","9 Mai 1998"
"15","UIAA European Championship - Nürnberg (GER) 1998","3 April 1998"
"99","Deutscher Sportklettercup - Leipzig '98","28 Februar 1998"
"30","UIAA Worldcup - Birmingham 1997","29 November 1997"
"32","UIAA Worldcup - Imst 1997","22 November 1997"
"33","UIAA Worldcup - Kranj 1997","9 November 1997"
"102","Deutscher Sportklettercup - Erlangen '97","1 NovemberOktober 1997"
"34","UIAA Worldcup - Prag 1997","24 Oktober 1997"
"31","UIAA Worldcup - Courmayeur 1997","5 September 1997"
"104","EMS-Masters Köln '97","22 August 1997"
"103","Deutscher Sportklettercup - Hohenstein '97","4 Juli 1997"
"35","UIAA World Championchip - Paris 1997","1 FebruarJanuar 1997"
"41","UIAA Worldcup - Graz 1996","15 Dezember 1996"
"42","UIAA Worldcup - Kranj 1996","24 November 1996"
"106","Deutscher Sportklettercup - Mannheim '96","9 November 1996"
"40","UIAA Worldcup - Ekaterinburg 1996","19 September 1996"
"37","UIAA Masters - Rock Masters Arco 1996","7 September 1996"
"39","UIAA Masters - Serre Chevalier 1996","25 Juli 1996"
"107","XXL Dresden 1996","28 April 1996"
"105","Deutscher Sportklettercup - Erlangen '96","14 April 1996"
"36","European Championship - Paris 1996","28 Januar 1996"
"109","Dt. Sportklettercup - Mannheim '95","17 Dezember 1995"
"110","Superfinale Dt. Meisterschaft - Mannheim '95","17 Dezember 1995"
"47","UIAA Worldcup - Aix-les-Bains 1995","8 Dezember 1995"
"48","UIAA Worldcup - Birmingham 1995","25 November 1995"
"112","1. Thüringer Sportklettermeisterschaft '95","17 November 1995"
"50","UIAA Worldcup - Moscow 1995","22 Oktober 1995"
"111","Klettersportfest Hohnstein '95","30 Juli 1995"
"108","Dt. Sportklettercup - Erlangen '95","22 April 1995"
"49","UIAA Worldcup - Frankfurt 1995","7 April 1995"
"113","Deutschland-Cup - Aachen '94","3 Dezember 1994"
"56","UIAA Worldcup - Aix-les-Bains 1994","18 November 1994"
"118","Deutschland-Cup - Mannheim '94","11 November 1994"
"117","Deutschland-Cup - Leipzig '94","22 Oktober 1994"
"116","Deutschland-Cup - Heilbronn '94","24 September 1994"
"115","Deutschland-Cup - Düsseldorf '94","20 August 1994"
"119","Deutschland-Cup - Rosenheim '94","4 Juni 1994"
"114","Deutschland-Cup - Braunschweig '94","14 Mai 1994"
"120","Regionalcup - Augsburg '94","5 März 1994"
"128","5. Frankenjura-Sportklettercup - Nürnberg '93","30 Oktober 1993"
"131","Regionalcup - Würzburg '93","2 Oktober 1993"
"127","Dt. Sportklettercup - Stuttgart-Sindelfingen '93","6 März 1993"
"269","Deutscher Sportklettercup - Hohenstein 2000","9 September 2000"
"230","Deutsche Bouldermeisterschaft - München 1999","13 März 1999"
"121","Regionalcup - Braunschweig '94","7 Mai 1994"
"66","UIAA Worldcup - Nürnberg 1993","5 November 1993"
"135","Dt. Sportklettercup - Mannheim '92","22 August 1992"
"133","Dt. Sportklettercup - Dresden '92","30 Mai 1992"
"132","Dt. Sportklettercup - Bayreuth '92","23 Mai 1992"
"155","2. Frankenjura Cup - Nürnberg '90","29 Oktober 1990"
"126","Dt. Sportklettercup - Mannheim '93","20 November 1993"
"134","Dt. Sportklettercup - Köln '92","28 November 1992"
"136","4. Frankenjura-Sportklettercup - Nürnberg '92","24 Oktober 1992"
"70","UIAA European Championship - Frankfurt 1992","18 September 1992"
"139","Regionalcup - Rosenheim '92","13 Juni 1992"
"79","UIAA Worldcup - Zürich 1992","1 MaiApril 1992"
"141","Deutsche Meisterschaft '91","24 November 1991"
"144","Dt. Sportklettercup - Köln '91","23 November 1991"
"145","3. Frankenjura Cup - Nürnberg '91","26 Oktober 1991"
"149","Weltcup Open, Innsbruck 1991","20 September 1991"
"143","Dt. Sportklettercup - Hildesheim '91","14 September 1991"
"142","Dt. Sportklettercup - Dresden '91","29 Juni 1991"
"140","Dt. Sportklettercup - Bayreuth '91","1 JuniMai 1991"
"146","Dt. Sportklettercup - Rosenheim '91","20 April 1991"
"167","Weltcup, Open, Nürnberg 1990","1 NovemberOktober 1990"
"153","1. Int. Fränkische Sportklettermeisterschaft '90","1 SeptemberAugust 1990"
"156","Rosenheimer Sportklettercup '90","15 Juni 1990"
"154","1. Norddeutsche Sportkletter-Meisterschaften '90","12 Mai 1990"
"82","UIAA Worldcup - Innsbruck 1991","20 September 1991"
"80","UIAA Worldcup - Birmingham 1991","5 Dezember 1991"
"594","Nordic Championships - Oslo (NOR) 2003","3 Mai 2003"
"59","UIAA Worldcup - Villach 1994","16 April 1994"
"45","UIAA Bouldering Masters - L'Argentier 1995","7 August 1995"
"51","UIAA Worldchampionchip - Genève 1995","6 Mai 1995"
"69","UIAA World Championship - Innsbruck 1993","30 April 1993"
"72","Masters Chambery 1992","30 Januar 1992"
"67","UIAA Worldcup - Toulon 1993","28 Mai 1993"
"68","UIAA Worldcup - Zürich 1993","15 Mai 1993"
"64","UIAA Worldcup - Frankfurt 1993","2 April 1993"
"76","UIAA Worldcup - Laval 1992","20 November 1992"
"78","UIAA Worldcup - St. Pölten 1992","14 November 1992"
"77","UIAA Worldcup - Nürnberg 1992","30 Oktober 1992"
"86","UIAA World Championship - Frankfurt 1991","2 Oktober 1991"
"206","European Youth Cup - Dortmund (GER) 1997","1 JuniMai 1997"
"58","UIAA Worldcup - Moscow 1994","29 April 1994"
"781","UIAA European Championship - Ekatarinburg (RUS) 2006","29 Juni - 3 Juli 2006"
"876","UIAA Climbing Worldcup (L+S) - Dresden (GER) 2006","19  - 20 Mai 2006"
"648","UIAA Worldcup - Aprica (ITA) 2004","22 Oktober 2004"
"91","UIAA Worldcup - Bardonecchia (ITA) 1999","31 Juli 1999"
"19","Top Rock Challenge - Cortina d'Ampezzo (ITA) 1998","14 August 1998"
"54","UIAA Masters - L'Argentiere 1994","28 Juli 1994"
"232","UIAA Youth Worldchampionship - Leipzig 1994","22 Oktober 1994"
"201","UIAA Youth Worldchampionship - Basel 1992","27 Februar 1992"
"57","UIAA Worldcup - Birmingham 1994","26 November 1994"
"211","European Youth Cup - Prag (CZE) 1996","26 Oktober 1996"
"233","UIAA Youth Worldchampionship - Laval 1995","6 Oktober 1995"
"418","Reg. Event - Nordic Championship - Malmö (SWE) 2001","17 März 2001"
"125","Dt. Sportklettercup - Leipzig '93","9 Oktober 1993"
"137","Regionalcup - Augsburg '92","21 November 1992"
"138","Regionalcup - Heilbronn '92","10 Oktober 1992"
"150","Weltcup Open, Nürnberg 1991","31 Oktober 1991"
"659","Int. Event - Rockmaster Arco (ITA) 2004","4 September 2004"
"657","Int. Event - Serre Chevalier (FRA) 2004","23 Juli 2004"
"547","Int. Event - Arco Rockmaster (ITA) 2003","27 September 2003"
"524","UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S)","6  - 8 Juni 2003"
"472","Int. Event - Arco Rockmaster (ITA) 2002","7 September 2002"
"445","UIAA Worldcup - Fiera di Primiero (ITA) 2002","14 Juni 2002"
"240","UIAA Worldcup - Konitsa (GRE) 2000","27 Mai 2000"
"4","Int. Event - Sheffield (GBR) 1999","7 Dezember 1999"
"92","UIAA Worldcup - Cortina (ITA) 1999","13 August 1999"
"16","UIAA Masters - Rock Masters Arco (ITA) 1998","12 September 1998"
"17","UIAA Masters - Serre Chevalier (FRA) 1998","23 Juli 1998"
"27","UIAA Masters - Rock Masters Arco 1997","13 September 1997"
"29","UIAA Masters - Serre Chevalier 1997","27 Juli 1997"
"28","UIAA Masters - San Diego X-Games, USA 1997","23 Juni 1997"
"38","UIAA Masters - ESPN X-Games - Newport, USA 1996","25 Juni 1996"
"44","UIAA Masters - Rock Masters Arco 1995","10 September 1995"
"46","UIAA Masters - Serre Chevalier 1995","29 Juli 1995"
"53","UIAA Masters - Rock Masters Arco 1994","10 September 1994"
"55","UIAA Masters - Serre Chevalier 1994","21 Juli 1994"
"65","UIAA Worldcup - Laval 1993","10 Dezember 1993"
"73","Masters Serre Chevalier 1992","21 Juli 1992"
"83","UIAA Worldcup - Nürnberg 1991","31 Oktober 1991"
"81","UIAA Worldcup - Clusone 1991","30 August 1991"
"5017","Deutsche Meisterschaft - Darmstadt 2009","28  - 29 November 2009"
"5014","Deutscher Sportklettercup (L) - Leipzig (No Limit) - 2009","10  - 11 Oktober 2009"
"5010","Deutscher Bouldercup - Pforzheimer Messe - 2009","16 Mai 2009"
"1034","Deutsche Meisterschaft - Frankenthal 2007","10 November 2007"
"853","Deutscher Bouldercup - Traunstein 2006","4 März 2006"
"767","Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2005","3 September 2005"
"516","Int. Event - Schengzheng (CHN) 2002","7 Dezember 2002"
"278","DAV Bouldercup - Frankenthal 2000","12 August 2000"
"74","UIAA Worldcup - Birmingham 1992","11 Dezember 1992"
"63","UIAA Worldcup - Black See 1993","27 August 1993"
