,ID,Rank,Last Name,First Name,Points,Event,Gender,Year,country,birth_year,height,weight,age
4111,7563,3,Ernst,Johanna,522.0,lead,WOMEN,2012,AUT,1992.0,,,20.0
4112,7563,6,Ernst,Johanna,369.0,lead,WOMEN,2011,AUT,1992.0,,,19.0
4113,7563,28,Ernst,Johanna,45.0,boulder,WOMEN,2010,AUT,1992.0,,,18.0
4114,7563,1,Ernst,Johanna,416.0,lead,WOMEN,2009,AUT,1992.0,,,17.0
4115,7563,22,Ernst,Johanna,74.0,boulder,WOMEN,2009,AUT,1992.0,,,17.0
4116,7563,1,Ernst,Johanna,460.0,lead,WOMEN,2008,AUT,1992.0,,,16.0
4117,7563,31,Ernst,Johanna,47.0,boulder,WOMEN,2008,AUT,1992.0,,,16.0
4118,7939,19,DiGiulian,Sasha,94.0,lead,WOMEN,2012,USA,1992.0,,,20.0
4119,7939,16,DiGiulian,Sasha,130.0,lead,WOMEN,2011,USA,1992.0,,,19.0
4120,7939,52,DiGiulian,Sasha,22.0,boulder,WOMEN,2011,USA,1992.0,,,19.0
4121,7939,27,DiGiulian,Sasha,24.0,lead,WOMEN,2009,USA,1992.0,,,17.0
4122,3487,35,Eiter,Angela,28.0,lead,WOMEN,2012,AUT,1986.0,,,26.0
4123,3487,4,Eiter,Angela,454.0,lead,WOMEN,2011,AUT,1986.0,,,25.0
4124,3487,3,Eiter,Angela,291.0,lead,WOMEN,2010,AUT,1986.0,,,24.0
4125,3487,4,Eiter,Angela,295.0,lead,WOMEN,2009,AUT,1986.0,,,23.0
4126,3487,13,Eiter,Angela,154.0,lead,WOMEN,2008,AUT,1986.0,,,22.0
4127,3487,2,Eiter,Angela,513.0,lead,WOMEN,2007,AUT,1986.0,,,21.0
4128,3487,33,Eiter,Angela,40.0,boulder,WOMEN,2007,AUT,1986.0,,,21.0
4129,3487,1,Eiter,Angela,845.0,lead,WOMEN,2006,AUT,1986.0,,,20.0
4130,3487,15,Eiter,Angela,147.0,boulder,WOMEN,2006,AUT,1986.0,,,20.0
4131,3487,1,Eiter,Angela,880.0,lead,WOMEN,2005,AUT,1986.0,,,19.0
4132,3487,1,Eiter,Angela,535.0,lead,WOMEN,2004,AUT,1986.0,,,18.0
4133,3487,3,Eiter,Angela,546.0,lead,WOMEN,2003,AUT,1986.0,,,17.0
4134,3487,18,Eiter,Angela,130.0,lead,WOMEN,2002,AUT,1986.0,,,16.0
4135,10176,36,Takeuchi,Ayaka,28.0,lead,WOMEN,2012,JPN,1996.0,,,16.0
4136,9078,44,Michelard,Laura,16.0,lead,WOMEN,2012,FRA,1994.0,,,18.0
4137,9078,46,Michelard,Laura,26.0,lead,WOMEN,2011,FRA,1994.0,,,17.0
4138,6791,50,KIM,IN KYOUNG,13.0,lead,WOMEN,2012,KOR,1974.0,161.0,48.0,38.0
4139,6791,63,KIM,IN KYOUNG,12.0,lead,WOMEN,2006,KOR,1974.0,161.0,48.0,32.0
4140,9098,51,Iida,Azumi,12.0,lead,WOMEN,2012,JPN,1994.0,,,18.0
4141,9098,36,Iida,Azumi,12.0,lead,WOMEN,2010,JPN,1994.0,,,16.0
4142,9775,55,Himpel,Lina,10.0,lead,WOMEN,2012,GER,1995.0,,,17.0
4143,10085,57,Lamarche,Iyma,9.0,lead,WOMEN,2012,CAN,1995.0,,,17.0
4144,10732,61,Nadya Putri,Virgita,8.0,lead,WOMEN,2012,INA,1994.0,,,18.0
