,ID,Rank,Last Name,First Name,Points,Event,Gender,Year
55,10105,56,liu,yunqing,12.0,boulder,WOMEN,2013
56,6277,57,Celkova,Maria,10.0,boulder,WOMEN,2013
57,10972,58,Ebler,Daniela,10.0,boulder,WOMEN,2013
58,10001,59,Ebner,Andrea,10.0,boulder,WOMEN,2013
59,8101,60,Tracy,Michaela,10.0,boulder,WOMEN,2013
60,1030,61,Bacher,Barbara,9.0,boulder,WOMEN,2013
61,6455,62,Hodann,Anja,9.0,boulder,WOMEN,2013
62,12043,63,Holzmann,Patricia,9.0,boulder,WOMEN,2013
63,12027,64,Mascarenas,Megan,9.0,boulder,WOMEN,2013
64,9013,65,Reid,Holly,9.0,boulder,WOMEN,2013
65,11708,66,Wiklund,Kajsa,9.0,boulder,WOMEN,2013
66,1064,67,Bell,Claire,8.0,boulder,WOMEN,2013
67,11154,68,Drager,Kelly,8.0,boulder,WOMEN,2013
68,8212,69,Metcalf,Francesca,8.0,boulder,WOMEN,2013
69,10899,70,Petri,Friederike,8.0,boulder,WOMEN,2013
70,11149,71,Bestvater,Alma,7.0,boulder,WOMEN,2013
71,1308,72,Bibik,Olga,7.0,boulder,WOMEN,2013
72,9945,73,Caulier,Chloe,7.0,boulder,WOMEN,2013
73,9935,74,Nevelikova,Karolina,7.0,boulder,WOMEN,2013
74,9882,75,Peet,Gill,7.0,boulder,WOMEN,2013
75,9099,76,Yasuda,Atori,7.0,boulder,WOMEN,2013
76,9339,77,Faus,Isabelle,6.0,boulder,WOMEN,2013
77,6083,78,Hohkraut,Mateja,5.0,boulder,WOMEN,2013
78,10980,79,Müller,Jana,5.0,boulder,WOMEN,2013
79,10441,80,Shiraiwa,Thais Makino,5.0,boulder,WOMEN,2013
80,10809,81,Weber,Alyssa,5.0,boulder,WOMEN,2013
81,9527,82,Berthier,Nolwen,4.0,boulder,WOMEN,2013
82,11094,83,Carlson,Erica,3.0,boulder,WOMEN,2013
83,6685,84,Pietras,Kasia,3.0,boulder,WOMEN,2013
84,11374,85,Condie,Kyra,2.0,boulder,WOMEN,2013
85,8930,86,de Bruijn,Bonnie,2.0,boulder,WOMEN,2013
86,2749,87,Akalski,Marieta,1.0,boulder,WOMEN,2013
87,7010,88,Eppensteiner,Madeleine,1.0,boulder,WOMEN,2013
88,7487,89,Hagiwara,Asaki,1.0,boulder,WOMEN,2013
89,9010,90,Hayen,Magali,1.0,boulder,WOMEN,2013
90,7290,91,Hensley,Tiffany,1.0,boulder,WOMEN,2013
91,8380,92,Kremer,Valeri,1.0,boulder,WOMEN,2013
92,8388,93,Mulyar,Mariya,1.0,boulder,WOMEN,2013
93,9212,94,Ota,Risa,1.0,boulder,WOMEN,2013
94,8196,95,van Bergen,Nikki,1.0,boulder,WOMEN,2013
0,8560,1,Kokorin,Stanislav,510.0,speed,MEN,2013
1,5651,2,Hroza,Libor,405.0,speed,MEN,2013
2,7994,3,Zhong,QiXin,360.0,speed,MEN,2013
3,9039,4,Gontaryk,Yaroslav,300.0,speed,MEN,2013
4,8525,5,Dzienski,Marcin,296.0,speed,MEN,2013
5,9436,6,Gontero,Leonardo,274.0,speed,MEN,2013
6,6132,7,Vaitsekhovskii,Evgenii,272.0,speed,MEN,2013
7,10851,8,Timofeev,Dmitrii,259.0,speed,MEN,2013
8,9700,9,Shevchenko,Arsenii,237.0,speed,MEN,2013
9,7964,10,Boldyrev,Danyil,230.0,speed,MEN,2013
10,6980,11,Komosinski,Jedrzej,228.0,speed,MEN,2013
11,8200,12,Swirk,Lukasz,210.0,speed,MEN,2013
12,10635,13,Alipourshenazandifar,Reza,208.0,speed,MEN,2013
13,5141,14,Sinitcyn,Sergei,187.0,speed,MEN,2013
14,10856,15,Shikov,Aleksandr,133.0,speed,MEN,2013
15,9659,16,Zinchenko,Volodymyr,119.0,speed,MEN,2013
16,10234,17,Zhong,Lincai,80.0,speed,MEN,2013
17,8088,18,LE COUSTER,Yoann,78.0,speed,MEN,2013
18,10945,19,Choo,"Weng Khit, Adriel",66.0,speed,MEN,2013
19,11470,20,Jaelolo,Aspar,60.0,speed,MEN,2013
20,8988,21,Suyushkin,Nikita,55.0,speed,MEN,2013
21,8976,22,Vedenchuk,Viacheslav,55.0,speed,MEN,2013
22,8786,23,Zhang,Yuhang,52.0,speed,MEN,2013
23,11061,24,Poliakov,Anton,50.0,speed,MEN,2013
24,12398,25,Atlarov,Ivan,40.0,speed,MEN,2013
25,10855,26,Faizullin,Ruslan,34.0,speed,MEN,2013
26,10019,27,Astashkin,Evgeny,33.0,speed,MEN,2013
27,10052,28,Moro,Guillaume,32.0,speed,MEN,2013
28,9696,29,Luzhetskii,Sergei,31.0,speed,MEN,2013
29,9168,30,Sabitov,Eduard,31.0,speed,MEN,2013
30,9625,31,Bokanov,Sayat,28.0,speed,MEN,2013
31,5089,32,McColl,Sean,27.0,speed,MEN,2013
32,9568,33,Nazarov,Alexey,26.0,speed,MEN,2013
33,10004,34,Santoni,Alessandro,26.0,speed,MEN,2013
34,8980,35,Savelyev,Artem,26.0,speed,MEN,2013
35,6,36,Mawem,Bassa,24.0,speed,MEN,2013
36,11860,37,Fajri,Ashari,22.0,speed,MEN,2013
37,10799,38,Li,Guangdong,22.0,speed,MEN,2013
38,10800,39,Li,Guangfeng,20.0,speed,MEN,2013
39,8977,40,Payl,Konstantin,20.0,speed,MEN,2013
40,7961,41,Podchesov,Kostiantyn,18.0,speed,MEN,2013
41,11046,42,Diachkov,Maksim,16.0,speed,MEN,2013
42,8013,43,Molchanov,Alexey,16.0,speed,MEN,2013
43,9771,44,Nambot,Quentin,16.0,speed,MEN,2013
44,10107,45,Chae,Sungjoon,14.0,speed,MEN,2013
45,10510,46,Jankhoteli,Giga,14.0,speed,MEN,2013
46,10613,47,Deulin,Vladislav,13.0,speed,MEN,2013
47,7821,48,Sirekanyan,Vaginak,13.0,speed,MEN,2013
48,5952,49,Ozawa,Shinta,12.0,speed,MEN,2013
49,9052,50,Chelombytko,Yevgeniy,10.0,speed,MEN,2013
50,10997,51,Tagizade,Cingiz,10.0,speed,MEN,2013
51,12403,52,Her,Youngwook,9.0,speed,MEN,2013
52,10345,53,Kvitsiani,Almatsgir,9.0,speed,MEN,2013
53,11250,54,Zama,Stanislao,9.0,speed,MEN,2013
54,6802,55,Hwang,Pyeongju,8.0,speed,MEN,2013
55,10059,56,Kriz,Jan,8.0,speed,MEN,2013
56,11442,57,Rahimkhanov,Rinat,8.0,speed,MEN,2013
57,7574,58,Ter-Minasyan,Arman,8.0,speed,MEN,2013
58,10189,59,Artamonov ,Georgy,7.0,speed,MEN,2013
59,12053,60,Gomiashvili,Giorgi,7.0,speed,MEN,2013
60,6550,61,Schubert,Jakob,7.0,speed,MEN,2013
61,10035,62,Sirotti,Gianluca,7.0,speed,MEN,2013
62,9512,63,Boulos,Alessandro,6.0,speed,MEN,2013
63,12054,64,Khutsishvili ,Mamuka,6.0,speed,MEN,2013
64,11010,65,Camalzade,Seymur,5.0,speed,MEN,2013
65,10596,66,Fossali,Ludovico,5.0,speed,MEN,2013
66,12095,67,Buoso,Davide,4.0,speed,MEN,2013
67,11444,68,Shikhrahimov ,Galib,4.0,speed,MEN,2013
68,10996,69,Ibadov,Babek,3.0,speed,MEN,2013
69,11156,70,Ali,Yasin,2.0,speed,MEN,2013
70,11449,71,Maksutov,Teymur,1.0,speed,MEN,2013
71,7618,72,Yurko,Oleksiy,1.0,speed,MEN,2013
0,7225,1,Amma,Sachi,600.0,lead,MEN,2012
1,3521,2,Julian  Puigblanque,Ramón ,568.0,lead,MEN,2012
2,6550,3,Schubert,Jakob,538.0,lead,MEN,2012
3,5089,4,McColl,Sean,475.0,lead,MEN,2012
4,3554,5,Desgranges,Romain,402.0,lead,MEN,2012
5,3115,6,Verhoeven,Jorg,390.0,lead,MEN,2012
6,5800,7,Midtboe,Magnus,389.0,lead,MEN,2012
7,7229,8,Min,Hyunbin,367.0,lead,MEN,2012
8,6987,9,Lechner,Mario,278.0,lead,MEN,2012
9,8323,10,Ghisolfi,Stefano,277.0,lead,MEN,2012
10,6935,11,Chernikov,Mikhail,266.0,lead,MEN,2012
11,7056,12,Romain,Manuel,266.0,lead,MEN,2012
12,6564,13,Tauporn,Thomas,227.0,lead,MEN,2012
13,7663,14,Ballet,Thomas,207.0,lead,MEN,2012
14,8958,15,Skofic,Domen,195.0,lead,MEN,2012
15,3206,16,Matsushima,Akito,169.0,lead,MEN,2012
16,8137,17,Primozic,Urban,161.0,lead,MEN,2012
17,2583,18,Lachat,Cédric,127.0,lead,MEN,2012
18,10404,19,Vettorata,Francesco,90.0,lead,MEN,2012
19,2523,20,Becan,Klemen,76.0,lead,MEN,2012
20,5799,21,Kim,Jabee,74.0,lead,MEN,2012
21,6498,22,Supper,Gautier,66.0,lead,MEN,2012
22,6934,23,Kryukov,Valeriy,54.0,lead,MEN,2012
23,7665,24,Aglae,Kevin,46.0,lead,MEN,2012
24,9492,25,Timmermans,Loïc,39.0,lead,MEN,2012
25,8430,26,Esteller Ocaña,Victor,38.0,lead,MEN,2012
26,8608,27,Higuchi,Masahiro,38.0,lead,MEN,2012
27,9415,28,Ma,ZiDa,37.0,lead,MEN,2012
28,6145,29,Lopez,Emmanuel,33.0,lead,MEN,2012
29,7574,30,Ter-Minasyan,Arman,33.0,lead,MEN,2012
30,8317,31,Bombardi,Marcello,32.0,lead,MEN,2012
31,8312,32,Köb,Lukas,31.0,lead,MEN,2012
32,5185,33,Marin Garcia,Eduard,29.0,lead,MEN,2012
33,9300,34,Reffo,Silvio,26.0,lead,MEN,2012
34,10029,35,Shibata,Masaki,24.0,lead,MEN,2012
35,8900,36,Suolang,Jiacuo,24.0,lead,MEN,2012
36,11479,37,Kasahara,Daisuke,23.0,lead,MEN,2012
37,10172,38,Fujii,Kokoro,22.0,lead,MEN,2012
38,6937,39,Jubes Angarita,Marco Antonio,22.0,lead,MEN,2012
39,11496,40,Weaver,Brad,22.0,lead,MEN,2012
40,9683,41,Hanke,Christoph,21.0,lead,MEN,2012
41,10279,42,Fakiryanov,Dmitrii,20.0,lead,MEN,2012
42,9758,43,Joannes,Thomas,20.0,lead,MEN,2012
43,10173,44,Korenaga,Keiichiro,20.0,lead,MEN,2012
44,7230,45,Park,Jihwan,20.0,lead,MEN,2012
45,11242,46,Vorotnikov,Vasya,20.0,lead,MEN,2012
46,8315,47,Rudigier,Max,18.0,lead,MEN,2012
47,7265,48,Chang,Yeu-Shiang,16.0,lead,MEN,2012
48,3205,49,Shalagin,Mykhaylo,15.0,lead,MEN,2012
49,9079,50,Busetta,Romain,14.0,lead,MEN,2012
50,9668,51,Ridge,Noah,14.0,lead,MEN,2012
51,6388,52,Becan,Jure,12.0,lead,MEN,2012
52,3692,53,Chu,Ka-Wai,12.0,lead,MEN,2012
53,9426,54,Halenke,Sebastian,11.0,lead,MEN,2012
54,7492,55,Barrans,David,10.0,lead,MEN,2012
55,6881,56,Huerta,Mauricio,10.0,lead,MEN,2012
56,8211,57,Levin,Josh,10.0,lead,MEN,2012
57,5952,58,Ozawa,Shinta,9.0,lead,MEN,2012
58,8300,59,Raztresen,Jure,9.0,lead,MEN,2012
59,7886,60,Camacho,Reinaldo,8.0,lead,MEN,2012
60,8572,61,Graham,Owen,8.0,lead,MEN,2012
61,7824,62,Hakamada,Naoto,8.0,lead,MEN,2012
62,8503,63,KIM,Hanwool,8.0,lead,MEN,2012
63,5137,64,Kaurov,Ivan,8.0,lead,MEN,2012
64,7572,65,Zazulin,Evgenii,8.0,lead,MEN,2012
65,8039,66,Grandelius,Erik,7.0,lead,MEN,2012
66,7310,67,Lee,Donggun,7.0,lead,MEN,2012
67,10779,68,Tresco,BenIsaac,7.0,lead,MEN,2012
68,5722,69,Watanabe,Kazuma,7.0,lead,MEN,2012
69,8509,70,Cho,Seungwoon,6.0,lead,MEN,2012
70,8449,71,Nilssen,John Henry,6.0,lead,MEN,2012
71,9201,72,De Alba Flores,Santiago,5.0,lead,MEN,2012
72,9197,73,Kim,Hongil,5.0,lead,MEN,2012
73,8869,74,Schellingerhout,Elko,5.0,lead,MEN,2012
74,5876,75,Doyle,Mike,4.0,lead,MEN,2012
75,11517,76,Kim,Myeongsu,4.0,lead,MEN,2012
76,5936,77,Abu Hassan,Khairul Hafiz,3.0,lead,MEN,2012
77,8784,78,Epih,Sergej,3.0,lead,MEN,2012
78,9101,79,Numajiri,Takuma,3.0,lead,MEN,2012
79,9974,80,Röck,Bernhard,3.0,lead,MEN,2012
80,7832,81,Sethna,Eric,3.0,lead,MEN,2012
81,5442,82,Jung,Markus,2.0,lead,MEN,2012
82,11497,83,Palmer,Andrew,2.0,lead,MEN,2012
83,11516,84,Yoon,Daehee,2.0,lead,MEN,2012
84,10144,85,Labarge,Dominic,1.0,lead,MEN,2012
85,11518,86,OH,Sewoong,1.0,lead,MEN,2012
86,10028,87,Ogata,Kazutoshi,1.0,lead,MEN,2012
0,5169,1,Markovic,Mina,675.0,lead,WOMEN,2012
1,5983,2,KIM,Jain,617.0,lead,WOMEN,2012
2,7563,3,Ernst,Johanna,522.0,lead,WOMEN,2012
3,9097,4,Oda,Momoka,430.0,lead,WOMEN,2012
4,9077,5,Janicot,Hélène,422.0,lead,WOMEN,2012
5,6513,6,Durif,Charlotte,338.0,lead,WOMEN,2012
6,7576,7,Fakhritdinova,Dinara,324.0,lead,WOMEN,2012
7,8955,8,Röck,Magdalena,323.0,lead,WOMEN,2012
8,5147,9,Malamid,Evgeniia,320.0,lead,WOMEN,2012
9,8896,10,Posch,Katharina,290.0,lead,WOMEN,2012
10,3482,11,Vidmar,Maja,275.0,lead,WOMEN,2012
11,5254,12,Kobayashi,Yuka,206.0,lead,WOMEN,2012
12,6326,13,Noguchi,Akiyo,196.0,lead,WOMEN,2012
13,8963,14,Han,Seuran,191.0,lead,WOMEN,2012
14,1179,15,Lavarda,Jenny,154.0,lead,WOMEN,2012
15,1030,16,Bacher,Barbara,153.0,lead,WOMEN,2012
16,5629,17,Schranz,Christine,147.0,lead,WOMEN,2012
17,6076,18,Brumagne,Mathilde,137.0,lead,WOMEN,2012
18,7939,19,DiGiulian,Sasha,94.0,lead,WOMEN,2012
19,7661,20,Söderlund,Matilda,85.0,lead,WOMEN,2012
20,8196,21,van Bergen,Nikki,70.0,lead,WOMEN,2012
21,9317,22,Becerra,Mathilde,69.0,lead,WOMEN,2012
22,6324,23,Chereshneva,Yana,68.0,lead,WOMEN,2012
23,9731,24,Onoe,Aya,53.0,lead,WOMEN,2012
24,8878,25,Stotz,Rebekka,50.0,lead,WOMEN,2012
25,7077,26,Stütz,Christina,39.0,lead,WOMEN,2012
26,10742,27,Tiripa,Ana,39.0,lead,WOMEN,2012
27,10281,28,Samoilina,Anastasiia,38.0,lead,WOMEN,2012
28,9212,29,Ota,Risa,36.0,lead,WOMEN,2012
29,991,30,Eyer,Alexandra,35.0,lead,WOMEN,2012
30,6219,31,Dufraisse,Alizée,32.0,lead,WOMEN,2012
31,8122,32,Lee,Hung Ying,31.0,lead,WOMEN,2012
32,9970,33,Pilz,Jessica,30.0,lead,WOMEN,2012
33,9867,34,Verhoeven,Anak,29.0,lead,WOMEN,2012
34,3487,35,Eiter,Angela,28.0,lead,WOMEN,2012
35,10176,36,Takeuchi,Ayaka,28.0,lead,WOMEN,2012
36,5244,37,Saurwein,Katharina,26.0,lead,WOMEN,2012
37,9191,38,RENQING,LaMu,24.0,lead,WOMEN,2012
38,8787,39,PAN,Xuhua,20.0,lead,WOMEN,2012
39,6696,40,Szekely,Andrea Brigitta,20.0,lead,WOMEN,2012
40,9837,41,Baehr,Hannah,19.0,lead,WOMEN,2012
41,9262,42,Lin,Hsiu-Ju,18.0,lead,WOMEN,2012
42,9673,43,Miller,Delaney,18.0,lead,WOMEN,2012
43,9078,44,Michelard,Laura,16.0,lead,WOMEN,2012
44,10089,45,RenZeng,WangMu,16.0,lead,WOMEN,2012
45,5052,46,Rude,Chelsea,16.0,lead,WOMEN,2012
46,9239,47,Hafsaas,Tina Johnsen,15.0,lead,WOMEN,2012
47,9190,48,JIANG,Rong,14.0,lead,WOMEN,2012
48,9956,49,Kazbekova,Ievgeniia,14.0,lead,WOMEN,2012
49,6791,50,KIM,IN KYOUNG,13.0,lead,WOMEN,2012
50,9098,51,Iida,Azumi,12.0,lead,WOMEN,2012
51,6514,52,Thévenet,Marine,12.0,lead,WOMEN,2012
52,9984,53,Chanourdie,Julia,10.0,lead,WOMEN,2012
53,11184,54,Cho,Haimi,10.0,lead,WOMEN,2012
54,9775,55,Himpel,Lina,10.0,lead,WOMEN,2012
55,8302,56,Sustersic,Tina,10.0,lead,WOMEN,2012
56,10085,57,Lamarche,Iyma,9.0,lead,WOMEN,2012
57,9765,58,Mizuguchi,Tsukasa,9.0,lead,WOMEN,2012
58,9985,59,Romain,Salomé,9.0,lead,WOMEN,2012
59,8212,60,Metcalf,Francesca,8.0,lead,WOMEN,2012
60,10732,61,Nadya Putri,Virgita,8.0,lead,WOMEN,2012
61,9099,62,Yasuda,Atori,8.0,lead,WOMEN,2012
62,1055,63,Avezou,Cecile,7.0,lead,WOMEN,2012
63,10001,64,Ebner,Andrea,7.0,lead,WOMEN,2012
64,5325,65,Endo,Yuka,7.0,lead,WOMEN,2012
65,10568,66,Kim,Solah,6.0,lead,WOMEN,2012
66,10066,67,Osawa,Sakiko,6.0,lead,WOMEN,2012
67,9138,68,Sethna,Elise,6.0,lead,WOMEN,2012
68,11374,69,Condie,Kyra,5.0,lead,WOMEN,2012
69,5360,70,Sakakibara,Yuko,5.0,lead,WOMEN,2012
70,10731,71,Syarifah ,Abdul Rohma,5.0,lead,WOMEN,2012
71,9945,72,Caulier,Chloe,4.0,lead,WOMEN,2012
72,9266,73,SA,Sol,4.0,lead,WOMEN,2012
73,9196,74,Song,Hannarai,4.0,lead,WOMEN,2012
74,10139,75,Wilson,Tegan,4.0,lead,WOMEN,2012
75,9416,76,Lanz,Tanja,3.0,lead,WOMEN,2012
76,5838,77,Metsugi,Yoko,3.0,lead,WOMEN,2012
77,7274,78,Savchenko,Ganna,3.0,lead,WOMEN,2012
78,8676,79,Cartwright,Victoria,2.0,lead,WOMEN,2012
79,6788,80,Jeong,Woonwha,2.0,lead,WOMEN,2012
80,9423,81,Kim,Hyojung,2.0,lead,WOMEN,2012
81,9439,82,Sandbu,Maria Davies,2.0,lead,WOMEN,2012
82,9486,83,Buma,Tabitha,1.0,lead,WOMEN,2012
83,11519,84,Juen,Soyoung,1.0,lead,WOMEN,2012
84,10826,85,Kalan,Tjasa,1.0,lead,WOMEN,2012
85,10136,86,Metcalf,Amelia,1.0,lead,WOMEN,2012
86,8413,87,Terenteva,Galina,1.0,lead,WOMEN,2012
0,6933,1,Gelmanov,Rustam,400.0,boulder,MEN,2012
1,2602,2,Fischhuber,Kilian,354.0,boulder,MEN,2012
2,6550,3,Schubert,Jakob,318.0,boulder,MEN,2012
3,5781,4,Sharafutdinov,Dmitrii,304.0,boulder,MEN,2012
4,5089,5,McColl,Sean,281.0,boulder,MEN,2012
5,3500,6,Glairon Mondet,Guillaume,261.0,boulder,MEN,2012
6,7465,7,Sugimoto,Rei,204.0,boulder,MEN,2012
7,5694,8,Caleyron,Thomas,158.0,boulder,MEN,2012
8,5206,9,Baumann,Jonas,140.0,boulder,MEN,2012
9,6488,10,Kruder,Jernej,126.0,boulder,MEN,2012
10,3115,11,Verhoeven,Jorg,118.0,boulder,MEN,2012
11,7226,12,Hori,Tsukuru,112.0,boulder,MEN,2012
12,6096,13,Ennemoser,Lukas,107.0,boulder,MEN,2012
13,9046,14,Rubtsov ,Aleksey,104.0,boulder,MEN,2012
14,5300,15,Watson,Stewart,100.0,boulder,MEN,2012
15,5768,16,Danker,Stefan,91.0,boulder,MEN,2012
16,2523,17,Becan,Klemen,90.0,boulder,MEN,2012
17,5310,18,Gaidioz,Loïc,84.0,boulder,MEN,2012
18,9991,19,Bonder,Jeremy,78.0,boulder,MEN,2012
19,6623,20,Hojer,Jan,75.0,boulder,MEN,2012
20,7225,21,Amma,Sachi,74.0,boulder,MEN,2012
21,6098,22,de Leeuw,Nicky,74.0,boulder,MEN,2012
22,9504,23,Gullsten,Anthony,66.0,boulder,MEN,2012
23,6569,24,Conrad,Mathias,65.0,boulder,MEN,2012
24,6564,25,Tauporn,Thomas,65.0,boulder,MEN,2012
25,8190,26,Feehally,Edward,63.0,boulder,MEN,2012
26,826,27,Julien,Stephane,61.0,boulder,MEN,2012
27,7202,28,Kassay,James,52.0,boulder,MEN,2012
28,6881,29,Huerta,Mauricio,49.0,boulder,MEN,2012
29,5799,30,Kim,Jabee,48.0,boulder,MEN,2012
30,6489,31,Stranik,Martin,40.0,boulder,MEN,2012
31,122,32,Core,Christian,37.0,boulder,MEN,2012
32,6987,33,Lechner,Mario,34.0,boulder,MEN,2012
33,2606,34,Preti,Lucas,34.0,boulder,MEN,2012
34,3234,35,Sanchez González,Ignacio,34.0,boulder,MEN,2012
35,6308,36,Woods,Daniel,34.0,boulder,MEN,2012
36,8100,37,Watson,Adam,31.0,boulder,MEN,2012
37,7492,38,Barrans,David,30.0,boulder,MEN,2012
38,2638,39,Mecherzynski-Wiktor,Andrzej,30.0,boulder,MEN,2012
39,6679,40,Webb-Parsons,Christopher,30.0,boulder,MEN,2012
40,961,41,Jongeneelen,Wouter,29.0,boulder,MEN,2012
41,6724,42,Landman,Tyler,24.0,boulder,MEN,2012
42,3205,43,Shalagin,Mykhaylo,24.0,boulder,MEN,2012
43,6006,44,Blaser,Benjamin,23.0,boulder,MEN,2012
44,3176,45,Januel,Nicolas,18.0,boulder,MEN,2012
45,7282,46,Traversi,Carlo,18.0,boulder,MEN,2012
46,9104,47,Tsumori,Akito,18.0,boulder,MEN,2012
47,9669,48,Hong,Matty,16.0,boulder,MEN,2012
48,5459,49,Bokhari,Hafzanizam,14.0,boulder,MEN,2012
49,9665,50,Fritz,Alex,14.0,boulder,MEN,2012
50,9103,51,Murai,Ryuichi,14.0,boulder,MEN,2012
51,9551,52,Andersson,Daniel,12.0,boulder,MEN,2012
52,10463,53,Larson,Josh,12.0,boulder,MEN,2012
53,5216,54,Hemund,Kevin,11.0,boulder,MEN,2012
54,6983,55,Haiko,Jan,10.0,boulder,MEN,2012
55,10970,56,Qiu,hongshu,10.0,boulder,MEN,2012
56,7548,57,Farcy,Nicolas,9.0,boulder,MEN,2012
57,11081,58,O'Rourke,Michael,9.0,boulder,MEN,2012
58,8900,59,Suolang,Jiacuo,9.0,boulder,MEN,2012
59,9361,60,Johnson,Alex,8.0,boulder,MEN,2012
60,7994,61,Zhong,QiXin,8.0,boulder,MEN,2012
61,2583,62,Lachat,Cédric,7.0,boulder,MEN,2012
62,10978,63,Yamauchi,Makoto,7.0,boulder,MEN,2012
63,7251,64,HO,Sin-fai,6.0,boulder,MEN,2012
64,8289,65,Kaiser,Francois,6.0,boulder,MEN,2012
65,9415,66,Ma,ZiDa,6.0,boulder,MEN,2012
66,9100,67,Nitta,Tatsumi,5.0,boulder,MEN,2012
67,9319,68,Tang,Siu-hei,5.0,boulder,MEN,2012
68,8536,69,Qu,HaiBin,4.0,boulder,MEN,2012
69,10474,70,Wilder,Matt,4.0,boulder,MEN,2012
70,8211,71,Levin,Josh,3.0,boulder,MEN,2012
71,6714,72,Lerner,Zach,2.0,boulder,MEN,2012
72,9058,73,Megos,Alexander,1.0,boulder,MEN,2012
73,6721,74,Newman,Tom,1.0,boulder,MEN,2012
74,7068,75,Scarperi,Stefan,1.0,boulder,MEN,2012
0,5630,1,Stöhr,Anna,425.0,boulder,WOMEN,2012
1,6326,2,Noguchi,Akiyo,394.0,boulder,WOMEN,2012
2,8247,3,Coxsey,Shauna,350.0,boulder,WOMEN,2012
3,5169,4,Markovic,Mina,304.0,boulder,WOMEN,2012
4,7286,5,Puccio,Alex,245.0,boulder,WOMEN,2012
5,9074,6,Le Neve,Melissa,238.0,boulder,WOMEN,2012
6,6064,7,Wurm,Juliane,238.0,boulder,WOMEN,2012
7,6220,8,Sandoz,Mélanie,191.0,boulder,WOMEN,2012
8,9097,9,Oda,Momoka,189.0,boulder,WOMEN,2012
9,5983,10,KIM,Jain,171.0,boulder,WOMEN,2012
10,5244,11,Saurwein,Katharina,162.0,boulder,WOMEN,2012
11,5636,12,Chevrier,Anne-Laure,145.0,boulder,WOMEN,2012
12,5146,13,Gallyamova,Anna,137.0,boulder,WOMEN,2012
13,7641,14,Retschy,Monika,127.0,boulder,WOMEN,2012
14,1055,15,Avezou,Cecile,109.0,boulder,WOMEN,2012
15,2807,16,Iakovleva,Olga,89.0,boulder,WOMEN,2012
16,5155,17,Shemulinkina ,Tatiana,82.0,boulder,WOMEN,2012
17,5641,18,Zijlstra,Vera,59.0,boulder,WOMEN,2012
18,6324,19,Chereshneva,Yana,58.0,boulder,WOMEN,2012
19,9221,20,Leslie-Wujastyk,Mina,58.0,boulder,WOMEN,2012
20,6325,21,Johnson,Alex,55.0,boulder,WOMEN,2012
21,3482,22,Vidmar,Maja,51.0,boulder,WOMEN,2012
22,2821,23,Bacher,Sabine,48.0,boulder,WOMEN,2012
23,3268,24,Shalagina,Olga,48.0,boulder,WOMEN,2012
24,6367,25,Klingler,Petra,46.0,boulder,WOMEN,2012
25,8878,26,Stotz,Rebekka,41.0,boulder,WOMEN,2012
26,3322,27,Payne,Angela,35.0,boulder,WOMEN,2012
27,6514,28,Thévenet,Marine,32.0,boulder,WOMEN,2012
28,8787,29,PAN,Xuhua,28.0,boulder,WOMEN,2012
29,6078,30,Kipriianova,Ekaterina,27.0,boulder,WOMEN,2012
30,1308,31,Bibik,Olga,26.0,boulder,WOMEN,2012
31,9178,32,Jenerik,Cicada,26.0,boulder,WOMEN,2012
32,8896,33,Posch,Katharina,25.0,boulder,WOMEN,2012
33,2736,34,Abramchuk,Yulia,24.0,boulder,WOMEN,2012
34,3677,35,Asher,Elizabeth,24.0,boulder,WOMEN,2012
35,9220,36,Chapet,Manon,22.0,boulder,WOMEN,2012
36,9266,37,SA,Sol,22.0,boulder,WOMEN,2012
37,7487,38,Hagiwara,Asaki,21.0,boulder,WOMEN,2012
38,9099,39,Yasuda,Atori,20.0,boulder,WOMEN,2012
39,7931,40,Cox,Chauncenia,16.0,boulder,WOMEN,2012
40,9191,41,RENQING,LaMu,16.0,boulder,WOMEN,2012
41,8256,42,Blair-Coyle,Sierra,14.0,boulder,WOMEN,2012
42,9190,43,JIANG,Rong,14.0,boulder,WOMEN,2012
43,6701,44,Whittaker,Katy,14.0,boulder,WOMEN,2012
44,7609,45,Leiner,Isabell,13.0,boulder,WOMEN,2012
45,3137,46,Vidmar,Katja,13.0,boulder,WOMEN,2012
46,11455,47,Karalus,Dorothea,12.0,boulder,WOMEN,2012
47,6593,48,Kudrova,Nelly,12.0,boulder,WOMEN,2012
48,10089,49,RenZeng,WangMu,12.0,boulder,WOMEN,2012
49,1179,50,Lavarda,Jenny,11.0,boulder,WOMEN,2012
50,7290,51,Hensley,Tiffany,10.0,boulder,WOMEN,2012
51,10102,52,gesang,wangmu,10.0,boulder,WOMEN,2012
52,1030,53,Bacher,Barbara,9.0,boulder,WOMEN,2012
53,8122,54,Lee,Hung Ying,9.0,boulder,WOMEN,2012
54,3885,55,Schwab,Tabea,9.0,boulder,WOMEN,2012
55,6696,56,Szekely,Andrea Brigitta,8.0,boulder,WOMEN,2012
56,7576,57,Fakhritdinova,Dinara,7.0,boulder,WOMEN,2012
57,7559,58,Pichler,Stefanie,6.0,boulder,WOMEN,2012
58,6888,59,Rodriguez,Maria Fernanda De Je,6.0,boulder,WOMEN,2012
59,11080,60,Williams,Nina,6.0,boulder,WOMEN,2012
60,3458,61,Winter,Julia,6.0,boulder,WOMEN,2012
