id,rank,last_name,first_name,points,year,country,height,weight,age,career_len,event_count,avg_points,t-1,t-2,t-3,t-4,t-5,t-6,t-7,,
5970,88,Uzair,Muhamad,4,2005,SGP,,,18,0,1,4,,,,,,,,,
4620,94,Schmid,Thomas,3,2005,SUI,,,18,0,4,0.75,,,,,,,,,
447,93,Reis,Jürgen,3,2005,AUT,172,54,29,6,7,0.428571429,5.571428571,4.6,11.33333333,3.2,1,,,,
6114,91,Kuess,Mario,3,2005,AUT,,,21,0,2,1.5,,,,,,,,,
354,90,Gusak,Igor,3,2005,UKR,178,58,33,9,2,1.5,5.8,4.6,11.16666667,1.25,3.333333333,6,2.5,,
6110,92,Nastrog,Nicolas,3,2005,FRA,,,19,0,1,3,,,,,,,,,
923,96,Tsuiki,Takaaki,2,2005,JPN,163,53,35,3,2,1,18.5,,,,,,,,
6210,95,FUERTES OLLES,Daniel,2,2005,ESP,,,25,0,1,2,,,,,,,,,
5813,98,Moreno De Los Huerto,Daniel,1,2005,ESP,,,18,0,1,1,,,,,,,,,
5703,97,Berezoski,André,1,2005,BRA,168,60,28,0,2,0.5,,,,,,,,,
6970,99,Tishchenko,Andriy,1,2005,UKR,,,,0,1,1,,,,,,,,,
3377,1,Mrázek,Tomás,560,2004,CZE,,,22,4,9,62.22222222,38.625,62.28571429,62,10,,,,,
2825,2,Chabot,Alexandre,516,2004,FRA,,,23,5,9,57.33333333,66,97.14285714,84,66.6,47,,,,
251,3,Crespi,Flavio,333,2004,ITA,,,24,4,9,37,24.4,51.57142857,20.66666667,11.75,,,,,
609,4,Petrenko,Maksym,322,2004,UKR,173,63,26,7,8,40.25,20.5,32.66666667,36,46.4,34.5,34,,,
2550,5,Usobiaga Lakunza,Patxi,317,2004,ESP,,,24,2,9,35.22222222,49.375,2,,,,,,,
2833,6,Pouvreau,Gérome,291,2004,FRA,,,21,4,8,36.375,30.2,58.57142857,61.6,21,,,,,
838,7,Millet,Sylvain,268,2004,FRA,173,60,26,8,9,29.77777778,27.7,23.4,14,22,15,23,18.5,,
567,8,Fuselier,Michaël,249,2004,FRA,,,23,3,9,27.66666667,35.42857143,8.666666667,3.5,,,,,,
3115,9,Verhoeven,Jorg,248,2004,NED,181,68,19,1,8,31,19,,,,,,,,
3521,10,Julian  Puigblanque,Ramón ,240,2004,ESP,158,48,23,3,9,26.66666667,59,39.2,35.8,,,,,,
112,11,Bindhammer,Christian,223,2004,GER,172,57,28,9,8,27.875,21.22222222,37.14285714,33,27.2,33.25,18,27.66666667,,
2583,12,Lachat,Cédric,222,2004,SUI,,,20,3,4,55.5,45.5,42,26.5,,,,,,
245,13,Auclair,François,214,2004,FRA,,,,4,6,35.66666667,43.1,35.57142857,41.6,5,,,,,
2523,14,Becan,Klemen,189,2004,SLO,,,22,3,8,23.625,8.714285714,3.5,7,,,,,,
542,15,Zardini,Luca,181,2004,ITA,177,61,32,13,9,20.11111111,27.625,5,12.25,14.5,14.66666667,20,59.33333333,,
87,16,Lagni,Bernardino,174,2004,ITA,,,36,7,7,24.85714286,22.6,29.66666667,38.5,47.2,7.666666667,11.33333333,,,
232,17,Ovchinnikov,Evgeny,166,2004,RUS,172,59,33,13,4,41.5,43.5,34,38.75,32.5,69.66666667,50,8,,
3554,18,Desgranges,Romain,141,2004,FRA,174,57,22,1,6,23.5,7.75,,,,,,,,
950,19,Vinokur,Vadim,128,2004,USA,172,53,28,4,8,16,14.85714286,17.28571429,18,8.75,,,,,
2602,20,Fischhuber,Kilian,123,2004,AUT,,,21,3,4,30.75,14.16666667,32.5,10.5,,,,,,
446,21,Repcik,Juraj,117,2004,SVK,178,61,26,1,7,16.71428571,8.666666667,,,,,,,,
926,22,Valjavec,Tomaz,112,2004,SLO,190,73,22,5,7,16,16.71428571,4,0.25,3,15.25,,,,
3394,23,Son,Sangwon,93,2004,KOR,171,57,22,4,3,31,31,4,13,18,,,,,
629,24,Sova,Matej,91,2004,SLO,,,25,7,7,13,11.88888889,16.42857143,10,10.8,8.666666667,0.333333333,,,
757,25,Fichtinger,Reinhard,89,2004,AUT,,,29,5,7,12.71428571,11.85714286,3,10,1.75,17.33333333,,,,
109,26,Brenna,Cristian,87,2004,ITA,175,60,34,12,8,10.875,32,30.14285714,38.6,51.4,41.75,48.8,66.66666667,,
6783,27,Droetto,Fabrizio,85,2004,ITA,,,22,0,4,21.25,,,,,,,,,
8,28,Bindhammer,Andreas,83,2004,GER,170,55,31,9,8,10.375,17.88888889,14.42857143,9.6,23.2,53.5,26.8,20.75,,
3505,29,Winkler,Daniel,79,2004,SUI,,,18,0,6,13.16666667,,,,,,,,,
141,30,Lo Piccolo,Cédric,73,2004,FRA,,,,0,4,18.25,,,,,,,,,
2791,31,Dugit,Fabien,52,2004,FRA,,,20,4,6,8.666666667,25.5,2.75,16,,,,,,
976,32,Legrand,Yannick,49,2004,FRA,,,30,4,6,8.166666667,2.25,,,,,,,,
809,33,Dugit,Stephane,47,2004,FRA,,,24,3,2,23.5,4.5,8,,,,,,,
447,34,Reis,Jürgen,39,2004,AUT,172,54,28,5,7,5.571428571,4.6,11.33333333,3.2,1,,,,,
646,35,Favresse,Nicolas,37,2004,BEL,,,24,1,3,12.33333333,11.33333333,,,,,,,,
973,36,Hirayama,Yuji,34,2004,JPN,173,65,35,13,1,34,37.5,82,59.66666667,56,34.5,40.5,27.5,,
5830,37,Kim,Jaha,31,2004,KOR,,,20,0,2,15.5,,,,,,,,,
354,38,Gusak,Igor,29,2004,UKR,178,58,32,8,5,5.8,4.6,11.16666667,1.25,3.333333333,6,2.5,,,
275,39,Petit,François,25,2004,FRA,173,58,29,13,2,12.5,23.33333333,47,27.6,60.25,49.2,81.66666667,79,,
5185,40,Marin Garcia,Eduard,24,2004,ESP,,,19,2,4,6,15.77777778,40,,,,,,,
906,42,Oleksy,Tomasz,22,2004,POL,180,64,28,7,1,22,18,12,3,,,,,,
172,43,Caude,David,21,2004,FRA,,,30,9,5,4.2,22.66666667,16.6,19.5,28.6,49.75,27.4,29,,
5137,44,Kaurov,Ivan,18,2004,RUS,,,17,1,1,18,14,,,,,,,,
829,45,Kazbekov,Serik,18,2004,UKR,180,64,34,10,1,18,22,32.33333333,47.6,42.6,14,16,19.33333333,,
5799,46,Kim,Jabee,17,2004,KOR,172,56,17,1,2,8.5,1,,,,,,,,
121,47,Manzanedo,César Ciudad,17,2004,ESP,166,54,28,7,5,3.4,14.33333333,18,7,7.333333333,1.333333333,,,,
5664,48,Pagnoux,Romain,16,2004,FRA,,,18,2,2,8,30.5,3,,,,,,,
279,49,Sarkany,Frederic,16,2004,BEL,170,55,28,8,2,8,22.66666667,4.5,28,,,,,,
2623,50,Felix,Roman,15,2004,SUI,,,20,4,4,3.75,29.5,7,20,,,,,,
3706,51,Hoppe,Markus,14,2004,GER,,,26,2,3,4.666666667,12,4.6,,,,,,,
5952,52,Ozawa,Shinta,12,2004,JPN,,,19,0,1,12,,,,,,,,,
2622,53,Cabessut,Romain,9,2004,FRA,,,22,0,1,9,,,,,,,,,
5742,54,Tan,Sze Ping,9,2004,SGP,,,,2,1,9,20,4,,,,,,,
6541,55,Thomas,Jonathan,9,2004,BEL,,,22,0,1,9,,,,,,,,,
5556,56,Ito,Hidekazu,8,2004,JPN,,,28,2,5,1.6,10,,,,,,,,
3646,60,Svub,Ondrej,8,2004,SVK,,,19,0,4,2,,,,,,,,,
3622,59,Pringle,Ethan,8,2004,USA,,,18,0,2,4,,,,,,,,,
6746,57,Lois,Tino,8,2004,ESP,,,,0,3,2.666666667,,,,,,,,,
438,58,Mus,Johan,8,2004,BEL,172,66,34,0,1,8,,,,,,,,,
2560,63,Ten Sijthoff,Casper,7,2004,NED,,,22,4,3,2.333333333,9.571428571,16.2,12.66666667,10,,,,,
2675,62,Müller,Matthias,7,2004,SUI,,,25,0,1,7,,,,,,,,,
5395,61,Colonetti,Roberto,7,2004,ITA,,,28,0,1,7,,,,,,,,,
3692,65,Chu,Ka-Wai,6,2004,HKG,,,21,2,1,6,2,5,,,,,,,
3434,64,Baxter,Adrian,6,2004,GBR,,,22,1,3,2,9,,,,,,,,
197,66,Mol,Dirk,5,2004,NED,,,27,0,4,1.25,,,,,,,,,
6765,67,Zhang,Yubin,5,2004,CHN,,,,0,1,5,,,,,,,,,
5649,69,Neyer,Thomas,4,2004,AUT,,,17,0,2,2,,,,,,,,,
5948,68,Li,Shaoman,4,2004,CHN,,,,0,1,4,,,,,,,,,
3510,70,Skof,Miha,4,2004,SLO,,,18,1,1,4,10,,,,,,,,
2638,76,Mecherzynski-Wiktor,Andrzej,3,2004,POL,,,20,0,1,3,,,,,,,,,
3287,74,Guerimand,Flavien,3,2004,FRA,,,19,1,2,1.5,4,,,,,,,,
5403,75,Liu,Changzhong,3,2004,CHN,,,26,1,1,3,12,,,,,,,,
3184,72,De Girolamo,Vincent,3,2004,FRA,,,24,0,3,1,,,,,,,,,
3166,73,Gambaro,Matteo,3,2004,ITA,,,30,0,3,1,,,,,,,,,
6762,77,Kim,Janghyuk,2,2004,KOR,,,22,0,1,2,,,,,,,,,
3506,78,Sapey,Anthony,2,2004,SUI,,,18,1,4,0.5,34,,,,,,,,
3499,79,Zbranek,Jan,2,2004,CZE,,,18,0,1,2,,,,,,,,,
5410,80,Cai,LuYuan,1,2004,CHN,,,18,0,1,1,,,,,,,,,
6392,82,Salada,Arman,1,2004,PHI,,,,1,1,1,10,,,,,,,,
4981,83,Wu,Yen-Yi,1,2004,TPE,,,30,0,1,1,,,,,,,,,
2825,1,Chabot,Alexandre,660,2003,FRA,,,22,4,10,66,97.14285714,84,66.6,47,,,,,
3521,2,Julian  Puigblanque,Ramón ,590,2003,ESP,158,48,22,2,10,59,39.2,35.8,,,,,,,
245,3,Auclair,François,431,2003,FRA,,,,3,10,43.1,35.57142857,41.6,5,,,,,,
2550,4,Usobiaga Lakunza,Patxi,395,2003,ESP,,,23,1,8,49.375,2,,,,,,,,
232,5,Ovchinnikov,Evgeny,348,2003,RUS,172,59,32,12,8,43.5,34,38.75,32.5,69.66666667,50,8,6,,
3377,6,Mrázek,Tomás,309,2003,CZE,,,21,3,8,38.625,62.28571429,62,10,,,,,,
2833,7,Pouvreau,Gérome,302,2003,FRA,,,20,3,10,30.2,58.57142857,61.6,21,,,,,,
838,8,Millet,Sylvain,277,2003,FRA,173,60,25,7,10,27.7,23.4,14,22,15,23,18.5,,,
2583,9,Lachat,Cédric,273,2003,SUI,,,19,2,6,45.5,42,26.5,,,,,,,
567,10,Fuselier,Michaël,248,2003,FRA,,,22,2,7,35.42857143,8.666666667,3.5,,,,,,,
251,11,Crespi,Flavio,244,2003,ITA,,,23,3,10,24.4,51.57142857,20.66666667,11.75,,,,,,
2438,12,Preußler,Timo,223,2003,GER,,,20,1,8,27.875,2,,,,,,,,
542,13,Zardini,Luca,221,2003,ITA,177,61,31,12,8,27.625,5,12.25,14.5,14.66666667,20,59.33333333,18.5,,
112,14,Bindhammer,Christian,191,2003,GER,172,57,27,8,9,21.22222222,37.14285714,33,27.2,33.25,18,27.66666667,2.75,,
351,15,Douloub,Iouri,164,2003,RUS,,,,4,6,27.33333333,19.75,33,9,,,,,,
8,16,Bindhammer,Andreas,161,2003,GER,170,55,30,8,9,17.88888889,14.42857143,9.6,23.2,53.5,26.8,20.75,,,
5185,17,Marin Garcia,Eduard,142,2003,ESP,,,18,1,9,15.77777778,40,,,,,,,,
172,18,Caude,David,136,2003,FRA,,,29,8,6,22.66666667,16.6,19.5,28.6,49.75,27.4,29,20.5,,
926,19,Valjavec,Tomaz,117,2003,SLO,190,73,21,4,7,16.71428571,4,0.25,3,15.25,,,,,
266,20,Legrand,François,114,2003,FRA,178,65,33,12,6,19,32,32,57.25,69,43,74,70,,
87,21,Lagni,Bernardino,113,2003,ITA,,,35,6,5,22.6,29.66666667,38.5,47.2,7.666666667,11.33333333,,,,
629,23,Sova,Matej,107,2003,SLO,,,24,6,9,11.88888889,16.42857143,10,10.8,8.666666667,0.333333333,,,,
227,22,Kryvosheytsev,Yevgen,107,2003,UKR,182,70,34,9,3,35.66666667,11.8,19.5,28.6,34.75,16,12,5.333333333,,
950,24,Vinokur,Vadim,104,2003,USA,172,53,27,3,7,14.85714286,17.28571429,18,8.75,,,,,,
109,25,Brenna,Cristian,96,2003,ITA,175,60,33,11,3,32,30.14285714,38.6,51.4,41.75,48.8,66.66666667,32,,
3210,26,Roth,Cody,91,2003,USA,,,20,1,7,13,1.5,,,,,,,,
2602,27,Fischhuber,Kilian,85,2003,AUT,,,20,2,6,14.16666667,32.5,10.5,,,,,,,
757,28,Fichtinger,Reinhard,83,2003,AUT,,,28,4,7,11.85714286,3,10,1.75,17.33333333,,,,,
609,29,Petrenko,Maksym,82,2003,UKR,173,63,25,6,4,20.5,32.66666667,36,46.4,34.5,34,,,,
3246,30,Mogaki,Keita,81,2003,JPN,,,22,3,3,27,1,,,,,,,,
3115,31,Verhoeven,Jorg,76,2003,NED,181,68,18,0,4,19,,,,,,,,,
3706,32,Hoppe,Markus,72,2003,GER,,,25,1,6,12,4.6,,,,,,,,
275,33,Petit,François,70,2003,FRA,173,58,28,12,3,23.33333333,47,27.6,60.25,49.2,81.66666667,79,49.25,,
3506,34,Sapey,Anthony,68,2003,SUI,,,17,0,2,34,,,,,,,,,
2560,35,Ten Sijthoff,Casper,67,2003,NED,,,21,3,7,9.571428571,16.2,12.66666667,10,,,,,,
3394,37,Son,Sangwon,62,2003,KOR,171,57,21,3,2,31,4,13,18,,,,,,
2523,38,Becan,Klemen,61,2003,SLO,,,21,2,7,8.714285714,3.5,7,,,,,,,
5664,39,Pagnoux,Romain,61,2003,FRA,,,17,1,2,30.5,3,,,,,,,,
2791,40,Dugit,Fabien,51,2003,FRA,,,19,3,2,25.5,2.75,16,,,,,,,
683,41,Bosma,Peter,45,2003,SWE,177,64,26,4,3,15,15.5,29.8,6.8,4.5,,,,,
121,42,Manzanedo,César Ciudad,43,2003,ESP,166,54,27,6,3,14.33333333,18,7,7.333333333,1.333333333,,,,,
646,43,Favresse,Nicolas,34,2003,BEL,,,23,0,3,11.33333333,,,,,,,,,
3554,44,Desgranges,Romain,31,2003,FRA,174,57,21,0,4,7.75,,,,,,,,,
566,45,Felix,Martin,30,2003,SUI,,,25,3,2,15,6.285714286,1,3.75,,,,,,
2535,47,Jaggi,Martin,28,2003,SUI,,,21,0,5,5.6,,,,,,,,,
2495,46,Charafoutdinov,Denis,28,2003,RUS,,,,2,1,28,14,,,,,,,,
2816,48,Pekarev,Mikhail,26,2003,RUS,,,20,0,1,26,,,,,,,,,
2575,50,Zemski,Alexei,26,2003,RUS,,,20,0,1,26,,,,,,,,,
446,49,Repcik,Juraj,26,2003,SVK,178,61,25,0,3,8.666666667,,,,,,,,,
447,52,Reis,Jürgen,23,2003,AUT,172,54,27,4,5,4.6,11.33333333,3.2,1,,,,,,
354,51,Gusak,Igor,23,2003,UKR,178,58,31,7,5,4.6,11.16666667,1.25,3.333333333,6,2.5,,,,
829,54,Kazbekov,Serik,22,2003,UKR,180,64,33,9,1,22,32.33333333,47.6,42.6,14,16,19.33333333,22.5,,
5398,53,Cao,Rongwu,22,2003,CHN,,,23,1,1,22,7,,,,,,,,
4916,55,Mc Clure,Steve,22,2003,GBR,,,,3,1,22,4,,,,,,,,
5089,57,McColl,Sean,20,2003,CAN,169,60,16,0,1,20,,,,,,,,,
5742,58,Tan,Sze Ping,20,2003,SGP,,,,1,1,20,4,,,,,,,,
2570,56,Kovalevskj,Alexandre,20,2003,RUS,,,20,1,2,10,24,,,,,,,,
3434,59,Baxter,Adrian,18,2003,GBR,,,21,0,2,9,,,,,,,,,
2790,60,Wiki,Thomas,18,2003,FRA,,,,0,1,18,,,,,,,,,
5137,61,Kaurov,Ivan,14,2003,RUS,,,16,0,1,14,,,,,,,,,
5403,62,Liu,Changzhong,12,2003,CHN,,,25,0,1,12,,,,,,,,,
5781,64,Sharafutdinov,Dmitrii,10,2003,RUS,178,60,17,0,1,10,,,,,,,,,
3510,65,Skof,Miha,10,2003,SLO,,,17,0,1,10,,,,,,,,,
6392,63,Salada,Arman,10,2003,PHI,,,,0,1,10,,,,,,,,,
2492,66,Sordo,Christian,10,2003,ITA,,,22,0,2,5,,,,,,,,,
5005,67,Lai,Chi-Wai,9,2003,HKG,,,21,0,1,9,,,,,,,,,
3223,69,Samyn,Remi,9,2003,FRA,,,19,0,1,9,,,,,,,,,
6393,68,Pahati,Jaime Amiel,9,2003,PHI,166,55,21,0,1,9,,,,,,,,,
358,70,Khakimianov,Ilfir,8,2003,RUS,,,,1,1,8,16,,,,,,,,
5555,71,Takeda,Takuya,8,2003,JPN,,,,0,1,8,,,,,,,,,
543,72,Zazvonil,Luka,8,2003,SLO,171,60,26,4,5,1.6,6.666666667,,,,,,,,
473,73,Cho,Kyu-Bog,7,2003,KOR,171,57,37,2,1,7,8,,,,,,,,
2614,74,Tchernykh,Maxim,7,2003,RUS,,,20,0,1,7,,,,,,,,,
3290,75,Goloubkov,Mikhail,6,2003,RUS,,,,0,1,6,,,,,,,,,
4987,76,Zhao,Kai,6,2003,CHN,,,,0,1,6,,,,,,,,,
2394,77,Borowka,Andre,5,2003,GER,,,20,0,5,1,,,,,,,,,
140,79,Lok,Chi-Wai,5,2003,HKG,,,38,0,1,5,,,,,,,,,
6168,78,Fojtik,Martin,5,2003,CZE,,,,0,2,2.5,,,,,,,,,
5694,81,Caleyron,Thomas,4,2003,FRA,,,19,0,3,1.333333333,,,,,,,,,
3287,82,Guerimand,Flavien,4,2003,FRA,,,18,0,1,4,,,,,,,,,
6394,84,Kartiko,Bondan,4,2003,INA,,,,0,1,4,,,,,,,,,
5717,80,Abad Del Campo,Sebastian,4,2003,ESP,,,,0,1,4,,,,,,,,,
265,83,Jensterle,Franci,4,2003,SLO,180,70,36,7,1,4,1.25,5,6,0.8,2.5,,,,
6363,85,Leitman,Marek,4,2003,SVK,,,20,0,1,4,,,,,,,,,
6159,86,Zilinskiy,Oleksandr,4,2003,UKR,,,24,0,1,4,,,,,,,,,
2800,88,Savelyev,Konstantin,3,2003,RUS,,,22,0,1,3,,,,,,,,,
5411,87,Hazlee,Mohd,3,2003,SGP,,,8,0,1,3,,,,,,,,,
3214,92,Mobråten,Martin,2,2003,NOR,,,21,2,1,2,0.142857143,3,,,,,,,
3692,90,Chu,Ka-Wai,2,2003,HKG,,,20,1,1,2,5,,,,,,,,
2578,93,Rant,Blaz,2,2003,SLO,,,20,0,5,0.4,,,,,,,,,
5186,89,Cassidy,Jamie,2,2003,GBR,,,19,0,1,2,,,,,,,,,
3524,91,KARAPETO ARRUE,Gorka,2,2003,ESP,,,22,0,1,2,,,,,,,,,
5799,97,Kim,Jabee,1,2003,KOR,172,56,16,0,1,1,,,,,,,,,
6395,95,Huang,Kuo-Wei,1,2003,TPE,,,,0,1,1,,,,,,,,,
5407,99,Xin,Ri-Long,1,2003,CHN,,,,0,1,1,,,,,,,,,
4976,94,Chen,Chih-Yung,1,2003,TPE,,,,0,1,1,,,,,,,,,
417,96,Kim,Dong-Hyun,1,2003,KOR,,,,0,1,1,,,,,,,,,
4980,98,Sandoval,Simon H.,1,2003,PHI,,,,0,1,1,,,,,,,,,
2825,1,Chabot,Alexandre,680,2002,FRA,,,21,3,7,97.14285714,84,66.6,47,,,,,,
3377,2,Mrázek,Tomás,436,2002,CZE,,,20,2,7,62.28571429,62,10,,,,,,,
2833,3,Pouvreau,Gérome,410,2002,FRA,,,19,2,7,58.57142857,61.6,21,,,,,,,
251,4,Crespi,Flavio,361,2002,ITA,,,22,2,7,51.57142857,20.66666667,11.75,,,,,,,
275,5,Petit,François,329,2002,FRA,173,58,27,11,7,47,27.6,60.25,49.2,81.66666667,79,49.25,60.16666667,,
112,6,Bindhammer,Christian,260,2002,GER,172,57,26,7,7,37.14285714,33,27.2,33.25,18,27.66666667,2.75,,,
2583,7,Lachat,Cédric,252,2002,SUI,,,18,1,6,42,26.5,,,,,,,,
245,8,Auclair,François,249,2002,FRA,,,,2,7,35.57142857,41.6,5,,,,,,,
109,9,Brenna,Cristian,211,2002,ITA,175,60,32,10,7,30.14285714,38.6,51.4,41.75,48.8,66.66666667,32,24,,
3521,10,Julian  Puigblanque,Ramón ,196,2002,ESP,158,48,21,1,5,39.2,35.8,,,,,,,,
609,11,Petrenko,Maksym,196,2002,UKR,173,63,24,5,6,32.66666667,36,46.4,34.5,34,,,,,
829,12,Kazbekov,Serik,194,2002,UKR,180,64,32,8,6,32.33333333,47.6,42.6,14,16,19.33333333,22.5,,,
950,13,Vinokur,Vadim,121,2002,USA,172,53,26,2,7,17.28571429,18,8.75,,,,,,,
838,14,Millet,Sylvain,117,2002,FRA,173,60,24,6,5,23.4,14,22,15,23,18.5,,,,
629,15,Sova,Matej,115,2002,SLO,,,23,5,7,16.42857143,10,10.8,8.666666667,0.333333333,,,,,
8,16,Bindhammer,Andreas,101,2002,GER,170,55,29,7,7,14.42857143,9.6,23.2,53.5,26.8,20.75,,,,
683,17,Bosma,Peter,93,2002,SWE,177,64,25,3,6,15.5,29.8,6.8,4.5,,,,,,
87,18,Lagni,Bernardino,89,2002,ITA,,,34,5,3,29.66666667,38.5,47.2,7.666666667,11.33333333,,,,,
172,19,Caude,David,83,2002,FRA,,,28,7,5,16.6,19.5,28.6,49.75,27.4,29,20.5,,,
2560,20,Ten Sijthoff,Casper,81,2002,NED,,,20,2,5,16.2,12.66666667,10,,,,,,,
351,21,Douloub,Iouri,79,2002,RUS,,,,3,4,19.75,33,9,,,,,,,
193,22,Lella,Donato,77,2002,ITA,173,65,37,6,2,38.5,3.333333333,8,8.75,1.5,,,,,
2826,23,Barbero Alfonso,Pablo ,69,2002,ESP,,,21,1,5,13.8,22.8,,,,,,,,
232,24,Ovchinnikov,Evgeny,68,2002,RUS,172,59,31,11,2,34,38.75,32.5,69.66666667,50,8,6,21.25,,
447,25,Reis,Jürgen,68,2002,AUT,172,54,26,3,6,11.33333333,3.2,1,,,,,,,
354,26,Gusak,Igor,67,2002,UKR,178,58,30,6,6,11.16666667,1.25,3.333333333,6,2.5,,,,,
2602,27,Fischhuber,Kilian,65,2002,AUT,,,19,1,2,32.5,10.5,,,,,,,,
227,29,Kryvosheytsev,Yevgen,59,2002,UKR,182,70,33,8,5,11.8,19.5,28.6,34.75,16,12,5.333333333,4.666666667,,
2623,28,Felix,Roman,59,2002,SUI,,,18,2,2,29.5,7,20,,,,,,,
566,30,Felix,Martin,44,2002,SUI,,,24,2,7,6.285714286,1,3.75,,,,,,,
5185,31,Marin Garcia,Eduard,40,2002,ESP,,,17,0,1,40,,,,,,,,,
923,32,Tsuiki,Takaaki,37,2002,JPN,163,53,32,0,2,18.5,,,,,,,,,
3123,33,Huber,Christoph,36,2002,AUT,,,18,0,3,12,,,,,,,,,
151,34,Sharma,Chris,28,2002,USA,184,48,21,5,1,28,77,,,,,,,,
567,35,Fuselier,Michaël,26,2002,FRA,,,21,1,3,8.666666667,3.5,,,,,,,,
926,37,Valjavec,Tomaz,24,2002,SLO,190,73,20,3,6,4,0.25,3,15.25,,,,,,
2570,36,Kovalevskj,Alexandre,24,2002,RUS,,,19,0,1,24,,,,,,,,,
3706,38,Hoppe,Markus,23,2002,GER,,,24,0,5,4.6,,,,,,,,,
3205,39,Shalagin,Mykhaylo,22,2002,UKR,,,20,0,2,11,,,,,,,,,
5556,40,Ito,Hidekazu,20,2002,JPN,,,26,0,2,10,,,,,,,,,
5598,41,Masleonkin,Evgeny,20,2002,RUS,,,,0,1,20,,,,,,,,,
809,43,Dugit,Stephane,18,2002,FRA,,,22,1,4,4.5,8,,,,,,,,
121,44,Manzanedo,César Ciudad,18,2002,ESP,166,54,26,5,1,18,7,7.333333333,1.333333333,,,,,,
432,46,Lee,Jae-Yong,16,2002,KOR,180,77,30,1,1,16,14,,,,,,,,
358,45,Khakimianov,Ilfir,16,2002,RUS,,,,0,1,16,,,,,,,,,
542,47,Zardini,Luca,15,2002,ITA,177,61,30,11,3,5,12.25,14.5,14.66666667,20,59.33333333,18.5,16.75,,
336,48,Kim,Hee-Jo,14,2002,KOR,174,65,25,1,2,7,0.5,,,,,,,,
840,49,Nourmamatov,Serguei,14,2002,RUS,165,51,26,6,3,4.666666667,18.5,3,1.333333333,,,,,,
216,50,Zavagnin,Davide,14,2002,ITA,,,32,2,1,14,3,,,,,,,,
757,52,Fichtinger,Reinhard,12,2002,AUT,,,27,3,4,3,10,1.75,17.33333333,,,,,,
3545,51,Christophersen,Stian,12,2002,NOR,,,19,0,4,3,,,,,,,,,
3215,53,Saga,Atsushi,10,2002,JPN,,,,0,2,5,,,,,,,,,
3167,54,Ben,Tan,9,2002,SGP,,,26,1,3,3,3,,,,,,,,
3394,58,Son,Sangwon,8,2002,KOR,171,57,20,2,2,4,13,18,,,,,,,
514,55,Giupponi,Luca,8,2002,ITA,178,62,34,11,2,4,9.4,3.6,14,7.4,14,13,11.5,,
766,57,Mamarimbing,Ronald,8,2002,INA,,,29,0,1,8,,,,,,,,,
3520,56,Loste,Julien,8,2002,FRA,,,20,2,1,8,3,5,,,,,,,
2523,59,Becan,Klemen,7,2002,SLO,,,20,1,2,3.5,7,,,,,,,,
819,61,Ghidini,Stefano,7,2002,ITA,,,32,0,1,7,,,,,,,,,
5398,60,Cao,Rongwu,7,2002,CHN,,,22,0,1,7,,,,,,,,,
673,62,Tcherechnev,Oleg,7,2002,RUS,170,56,39,8,1,7,9,4,,,,,,,
4982,63,Liu,Yi-De,6,2002,TPE,,,30,1,1,6,1,,,,,,,,
3692,66,Chu,Ka-Wai,5,2002,HKG,,,19,0,1,5,,,,,,,,,
867,65,Achermann,Thomas,5,2002,SUI,172,60,27,3,5,1,9.333333333,1,,,,,,,
2550,71,Usobiaga Lakunza,Patxi,4,2002,ESP,,,22,0,2,2,,,,,,,,,
5742,70,Tan,Sze Ping,4,2002,SGP,,,,0,1,4,,,,,,,,,
4990,67,Ding,Xianghua,4,2002,CHN,,,31,0,1,4,,,,,,,,,
5743,68,Karthik,H. C.,4,2002,IND,,,,0,1,4,,,,,,,,,
2513,69,Piliougine,Igor,4,2002,RUS,,,,0,1,4,,,,,,,,,
5664,72,Pagnoux,Romain,3,2002,FRA,,,16,0,1,3,,,,,,,,,
3210,74,Roth,Cody,3,2002,USA,,,19,0,2,1.5,,,,,,,,,
3213,73,Prytz,Jan Fredrick,3,2002,NOR,,,,1,4,0.75,3,,,,,,,,
845,77,Rakhmetov,Salavat,2,2002,RUS,172,55,35,11,2,1,17.33333333,12,25.75,23.66666667,27,19.66666667,27.66666667,,
2438,76,Preußler,Timo,2,2002,GER,,,19,0,1,2,,,,,,,,,
5427,75,Droguet,Xavier,2,2002,FRA,,,,0,1,2,,,,,,,,,
3214,78,Mobråten,Martin,1,2002,NOR,,,20,1,7,0.142857143,3,,,,,,,,
2825,1,Chabot,Alexandre,420,2001,FRA,,,20,2,5,84,66.6,47,,,,,,,
2833,2,Pouvreau,Gérome,308,2001,FRA,,,18,1,5,61.6,21,,,,,,,,
3377,3,Mrázek,Tomás,248,2001,CZE,,,19,1,4,62,10,,,,,,,,
829,4,Kazbekov,Serik,238,2001,UKR,180,64,31,7,5,47.6,42.6,14,16,19.33333333,22.5,,,,
245,5,Auclair,François,208,2001,FRA,,,,1,5,41.6,5,,,,,,,,
109,6,Brenna,Cristian,193,2001,ITA,175,60,31,9,5,38.6,51.4,41.75,48.8,66.66666667,32,24,25.33333333,,
609,7,Petrenko,Maksym,180,2001,UKR,173,63,23,4,5,36,46.4,34.5,34,,,,,,
3521,8,Julian  Puigblanque,Ramón ,179,2001,ESP,158,48,20,0,5,35.8,,,,,,,,,
