id,rank,last_name,first_name,points,year,country,height,weight,age,career_len,event_count,avg_points,t-1,t-2,t-3,t-4,t-5,t-6,t-7,,
112,9,Bindhammer,Christian,165,2001,GER,172,57,25,6,5,33,27.2,33.25,18,27.66666667,2.75,,,,
232,10,Ovchinnikov,Evgeny,155,2001,RUS,172,59,30,10,4,38.75,32.5,69.66666667,50,8,6,21.25,14,,
87,11,Lagni,Bernardino,154,2001,ITA,,,33,4,4,38.5,47.2,7.666666667,11.33333333,,,,,,
683,12,Bosma,Peter,149,2001,SWE,177,64,24,2,5,29.8,6.8,4.5,,,,,,,
275,13,Petit,François,138,2001,FRA,173,58,26,10,5,27.6,60.25,49.2,81.66666667,79,49.25,60.16666667,45.6,,
2826,14,Barbero Alfonso,Pablo ,114,2001,ESP,,,20,0,5,22.8,,,,,,,,,
351,15,Douloub,Iouri,99,2001,RUS,,,,2,3,33,9,,,,,,,,
266,16,Legrand,François,96,2001,FRA,178,65,31,10,3,32,32,57.25,69,43,74,70,96,,
172,18,Caude,David,78,2001,FRA,,,27,6,4,19.5,28.6,49.75,27.4,29,20.5,,,,
227,19,Kryvosheytsev,Yevgen,78,2001,UKR,182,70,32,7,4,19.5,28.6,34.75,16,12,5.333333333,4.666666667,,,
973,20,Hirayama,Yuji,75,2001,JPN,173,65,32,10,2,37.5,82,59.66666667,56,34.5,40.5,27.5,55.4,,
251,21,Crespi,Flavio,62,2001,ITA,,,21,1,3,20.66666667,11.75,,,,,,,,
838,22,Millet,Sylvain,56,2001,FRA,173,60,23,5,4,14,22,15,23,18.5,,,,,
2583,23,Lachat,Cédric,53,2001,SUI,,,17,0,2,26.5,,,,,,,,,
542,24,Zardini,Luca,49,2001,ITA,177,61,29,10,4,12.25,14.5,14.66666667,20,59.33333333,18.5,16.75,28.5,,
8,25,Bindhammer,Andreas,48,2001,GER,170,55,28,6,5,9.6,23.2,53.5,26.8,20.75,,,,,
514,26,Giupponi,Luca,47,2001,ITA,178,62,33,10,5,9.4,3.6,14,7.4,14,13,11.5,12,,
861,27,Wandeler,Simon,43,2001,SUI,188,72,27,6,4,10.75,24.4,31.5,10.4,3.333333333,2,,,,
629,29,Sova,Matej,40,2001,SLO,,,22,4,4,10,10.8,8.666666667,0.333333333,,,,,,
757,28,Fichtinger,Reinhard,40,2001,AUT,,,26,2,4,10,1.75,17.33333333,,,,,,,
2560,30,Ten Sijthoff,Casper,38,2001,NED,,,19,1,3,12.66666667,10,,,,,,,,
840,31,Nourmamatov,Serguei,37,2001,RUS,165,51,25,5,2,18.5,3,1.333333333,,,,,,,
432,34,Lee,Jae-Yong,28,2001,KOR,180,77,29,0,2,14,,,,,,,,,
2623,33,Felix,Roman,28,2001,SUI,,,17,1,4,7,20,,,,,,,,
867,32,Achermann,Thomas,28,2001,SUI,172,60,26,2,3,9.333333333,1,,,,,,,,
3394,35,Son,Sangwon,26,2001,KOR,171,57,19,1,2,13,18,,,,,,,,
809,36,Dugit,Stephane,24,2001,FRA,,,21,0,3,8,,,,,,,,,
2602,39,Fischhuber,Kilian,21,2001,AUT,,,18,0,2,10.5,,,,,,,,,
123,37,Cubitt,Christopher,21,2001,GBR,157,45,26,6,3,7,1.333333333,,,,,,,,
696,38,Dewilde,Paul,21,2001,FRA,178,70,31,7,3,7,46.6,15.5,44.8,28,20,1,,,
950,41,Vinokur,Vadim,18,2001,USA,172,53,25,1,1,18,8.75,,,,,,,,
187,40,Kim,Dong-Sik,18,2001,KOR,169,54,21,0,1,18,,,,,,,,,
447,43,Reis,Jürgen,16,2001,AUT,172,54,25,2,5,3.2,1,,,,,,,,
473,42,Cho,Kyu-Bog,16,2001,KOR,171,57,35,0,2,8,,,,,,,,,
2495,44,Charafoutdinov,Denis,14,2001,RUS,,,,0,1,14,,,,,,,,,
2791,45,Dugit,Fabien,11,2001,FRA,,,17,1,4,2.75,16,,,,,,,,
193,46,Lella,Donato,10,2001,ITA,173,65,36,5,3,3.333333333,8,8.75,1.5,,,,,,
673,47,Tcherechnev,Oleg,9,2001,RUS,170,56,38,7,1,9,4,,,,,,,,
2523,48,Becan,Klemen,7,2001,SLO,,,19,0,1,7,,,,,,,,,
567,49,Fuselier,Michaël,7,2001,FRA,,,20,0,2,3.5,,,,,,,,,
121,50,Manzanedo,César Ciudad,7,2001,ESP,166,54,25,4,1,7,7.333333333,1.333333333,,,,,,,
3214,52,Mobråten,Martin,6,2001,NOR,,,19,0,2,3,,,,,,,,,
3213,53,Prytz,Jan Fredrick,6,2001,NOR,,,,0,2,3,,,,,,,,,
354,54,Gusak,Igor,5,2001,UKR,178,58,29,5,4,1.25,3.333333333,6,2.5,,,,,,
265,55,Jensterle,Franci,5,2001,SLO,180,70,34,5,4,1.25,5,6,0.8,2.5,,,,,
5322,56,Clemmow,Kristian,4,2001,GBR,,,,0,3,1.333333333,,,,,,,,,
410,59,Golob,Jurij,3,2001,SLO,169,58,30,6,1,3,12.66666667,19.25,12,2,,,,,
566,58,Felix,Martin,3,2001,SUI,,,23,1,3,1,3.75,,,,,,,,
3167,57,Ben,Tan,3,2001,SGP,,,25,0,1,3,,,,,,,,,
3520,60,Loste,Julien,3,2001,FRA,,,19,1,1,3,5,,,,,,,,
4982,62,Liu,Yi-De,2,2001,TPE,,,29,0,2,1,,,,,,,,,
2093,61,Decker,Martin,2,2001,GER,,,25,0,4,0.5,,,,,,,,,
2616,65,Wszolek,Marcin,1,2001,POL,,,17,0,1,1,,,,,,,,,
926,64,Valjavec,Tomaz,1,2001,SLO,190,73,19,2,4,0.25,3,15.25,,,,,,,
336,63,Kim,Hee-Jo,1,2001,KOR,174,65,24,0,2,0.5,,,,,,,,,
973,1,Hirayama,Yuji,410,2000,JPN,173,65,31,9,5,82,59.66666667,56,34.5,40.5,27.5,55.4,43,,
2825,2,Chabot,Alexandre,333,2000,FRA,,,19,1,5,66.6,47,,,,,,,,
109,3,Brenna,Cristian,257,2000,ITA,175,60,30,8,5,51.4,41.75,48.8,66.66666667,32,24,25.33333333,1,,
87,4,Lagni,Bernardino,236,2000,ITA,,,32,3,5,47.2,7.666666667,11.33333333,,,,,,,
696,5,Dewilde,Paul,233,2000,FRA,178,70,30,6,5,46.6,15.5,44.8,28,20,1,,,,
609,6,Petrenko,Maksym,232,2000,UKR,173,63,22,3,5,46.4,34.5,34,,,,,,,
829,7,Kazbekov,Serik,213,2000,UKR,180,64,30,6,5,42.6,14,16,19.33333333,22.5,,,,,
266,8,Legrand,François,160,2000,FRA,178,65,30,9,5,32,57.25,69,43,74,70,96,63.5,,
172,9,Caude,David,143,2000,FRA,,,26,5,5,28.6,49.75,27.4,29,20.5,,,,,
227,10,Kryvosheytsev,Yevgen,143,2000,UKR,182,70,31,6,5,28.6,34.75,16,12,5.333333333,4.666666667,,,,
112,11,Bindhammer,Christian,136,2000,GER,172,57,24,5,5,27.2,33.25,18,27.66666667,2.75,,,,,
232,12,Ovchinnikov,Evgeny,130,2000,RUS,172,59,29,9,4,32.5,69.66666667,50,8,6,21.25,14,12.25,,
861,15,Wandeler,Simon,122,2000,SUI,188,72,26,5,5,24.4,31.5,10.4,3.333333333,2,,,,,
8,16,Bindhammer,Andreas,116,2000,GER,170,55,27,5,5,23.2,53.5,26.8,20.75,,,,,,
838,17,Millet,Sylvain,110,2000,FRA,173,60,22,4,5,22,15,23,18.5,,,,,,
2833,18,Pouvreau,Gérome,84,2000,FRA,,,17,0,4,21,,,,,,,,,
190,19,Koyamada,Dai,64,2000,JPN,,,,1,4,16,31.33333333,,,,,,,,
542,20,Zardini,Luca,58,2000,ITA,177,61,28,9,4,14.5,14.66666667,20,59.33333333,18.5,16.75,28.5,48.66666667,,
629,21,Sova,Matej,54,2000,SLO,,,21,3,5,10.8,8.666666667,0.333333333,,,,,,,
845,22,Rakhmetov,Salavat,52,2000,RUS,172,55,33,9,3,17.33333333,12,25.75,23.66666667,27,19.66666667,27.66666667,29,,
3377,23,Mrázek,Tomás,50,2000,CZE,,,18,0,5,10,,,,,,,,,
251,24,Crespi,Flavio,47,2000,ITA,,,20,0,4,11.75,,,,,,,,,
2623,26,Felix,Roman,40,2000,SUI,,,16,0,2,20,,,,,,,,,
950,27,Vinokur,Vadim,35,2000,USA,172,53,24,0,4,8.75,,,,,,,,,
683,28,Bosma,Peter,34,2000,SWE,177,64,23,1,5,6.8,4.5,,,,,,,,
3539,29,Umnitsyn,Mikhail,30,2000,RUS,,,,0,3,10,,,,,,,,,
193,31,Lella,Donato,24,2000,ITA,173,65,35,4,3,8,8.75,1.5,,,,,,,
121,32,Manzanedo,César Ciudad,22,2000,ESP,166,54,24,3,3,7.333333333,1.333333333,,,,,,,,
504,33,Boudier,Laurent,20,2000,FRA,,,,0,1,20,,,,,,,,,
2580,34,Chabaud,Clément,20,2000,FRA,,,17,0,3,6.666666667,,,,,,,,,
3394,38,Son,Sangwon,18,2000,KOR,171,57,18,0,1,18,,,,,,,,,
906,37,Oleksy,Tomasz,18,2000,POL,180,64,24,3,1,18,12,3,,,,,,,
514,36,Giupponi,Luca,18,2000,ITA,178,62,32,9,5,3.6,14,7.4,14,13,11.5,12,9.666666667,,
569,35,Gallot-Lavallee,Mathieu,18,2000,FRA,172,62,27,4,5,3.6,5,5,6,,,,,,
2791,39,Dugit,Fabien,16,2000,FRA,,,16,0,1,16,,,,,,,,,
926,42,Valjavec,Tomaz,15,2000,SLO,190,73,18,1,5,3,15.25,,,,,,,,
245,40,Auclair,François,15,2000,FRA,,,,0,3,5,,,,,,,,,
566,41,Felix,Martin,15,2000,SUI,,,22,0,4,3.75,,,,,,,,,
3591,44,Lampugnani,Diego,13,2000,SUI,,,29,0,3,4.333333333,,,,,,,,,
216,45,Zavagnin,Davide,12,2000,ITA,,,30,0,4,3,,,,,,,,,
2560,47,Ten Sijthoff,Casper,10,2000,NED,,,18,0,1,10,,,,,,,,,
354,46,Gusak,Igor,10,2000,UKR,178,58,28,4,3,3.333333333,6,2.5,,,,,,,
976,50,Legrand,Yannick,9,2000,FRA,,,26,0,4,2.25,,,,,,,,,
379,48,Andreas,Jörg,9,2000,GER,,,23,0,1,9,,,,,,,,,
4916,51,Mc Clure,Steve,8,2000,GBR,,,,0,2,4,,,,,,,,,
757,52,Fichtinger,Reinhard,7,2000,AUT,,,25,1,4,1.75,17.33333333,,,,,,,,
265,54,Jensterle,Franci,5,2000,SLO,180,70,33,4,1,5,6,0.8,2.5,,,,,,
3520,55,Loste,Julien,5,2000,FRA,,,18,0,1,5,,,,,,,,,
572,53,Havlik,Marek,5,2000,CZE,180,60,27,7,3,1.666666667,14.75,4.5,5,,,,,,
933,56,Schönenberger,Urs,4,2000,SUI,180,65,23,1,5,0.8,1,,,,,,,,
3246,60,Mogaki,Keita,1,2000,JPN,,,19,0,1,1,,,,,,,,,
970,58,Berger,Yannick,1,2000,FRA,,,,0,2,0.5,,,,,,,,,
506,59,Billoro,Luigi,1,2000,ITA,180,60,32,0,4,0.25,,,,,,,,,
275,1,Petit,François,241,1999,FRA,173,58,24,8,4,60.25,49.2,81.66666667,79,49.25,60.16666667,45.6,32,,
266,2,Legrand,François,229,1999,FRA,178,65,29,8,4,57.25,69,43,74,70,96,63.5,95,,
8,3,Bindhammer,Andreas,214,1999,GER,170,55,26,4,4,53.5,26.8,20.75,,,,,,,
232,4,Ovchinnikov,Evgeny,209,1999,RUS,172,59,28,8,3,69.66666667,50,8,6,21.25,14,12.25,31.5,,
172,5,Caude,David,199,1999,FRA,,,25,4,4,49.75,27.4,29,20.5,,,,,,
973,6,Hirayama,Yuji,179,1999,JPN,173,65,30,8,3,59.66666667,56,34.5,40.5,27.5,55.4,43,63,,
109,7,Brenna,Cristian,167,1999,ITA,175,60,29,7,4,41.75,48.8,66.66666667,32,24,25.33333333,1,,,
227,8,Kryvosheytsev,Yevgen,139,1999,UKR,182,70,30,5,4,34.75,16,12,5.333333333,4.666666667,,,,,
609,10,Petrenko,Maksym,138,1999,UKR,173,63,21,2,4,34.5,34,,,,,,,,
112,11,Bindhammer,Christian,133,1999,GER,172,57,23,4,4,33.25,18,27.66666667,2.75,,,,,,
861,12,Wandeler,Simon,126,1999,SUI,188,72,25,4,4,31.5,10.4,3.333333333,2,,,,,,
190,13,Koyamada,Dai,94,1999,JPN,,,,0,3,31.33333333,,,,,,,,,
279,14,Sarkany,Frederic,68,1999,BEL,170,55,23,3,3,22.66666667,4.5,28,,,,,,,
696,15,Dewilde,Paul,62,1999,FRA,178,70,29,5,4,15.5,44.8,28,20,1,,,,,
926,16,Valjavec,Tomaz,61,1999,SLO,190,73,17,0,4,15.25,,,,,,,,,
572,18,Havlik,Marek,59,1999,CZE,180,60,26,6,4,14.75,4.5,5,,,,,,,
852,19,Chemoulinkine,Serguei,56,1999,RUS,,,26,5,2,28,23.25,23.66666667,7,,,,,,
555,20,Ciencala,Michal,53,1999,CZE,,,,0,3,17.66666667,,,,,,,,,
757,21,Fichtinger,Reinhard,52,1999,AUT,,,24,0,3,17.33333333,,,,,,,,,
211,22,Villien,David,51,1999,FRA,170,56,29,6,4,12.75,3.2,7.5,3,16,14,,,,
2825,23,Chabot,Alexandre,47,1999,FRA,,,18,0,1,47,,,,,,,,,
838,24,Millet,Sylvain,45,1999,FRA,173,60,21,3,3,15,23,18.5,,,,,,,
542,25,Zardini,Luca,44,1999,ITA,177,61,27,8,3,14.66666667,20,59.33333333,18.5,16.75,28.5,48.66666667,10.66666667,,
185,26,Jandenand,Damien,40,1999,FRA,,,,2,1,40,1.5,,,,,,,,
410,27,Golob,Jurij,38,1999,SLO,169,58,28,4,3,12.66666667,19.25,12,2,,,,,,
906,28,Oleksy,Tomasz,36,1999,POL,180,64,23,2,3,12,3,,,,,,,,
629,30,Sova,Matej,26,1999,SLO,,,20,2,3,8.666666667,0.333333333,,,,,,,,
441,29,Meyer,Jérôme,26,1999,FRA,180,,20,0,4,6.5,,,,,,,,,
354,31,Gusak,Igor,24,1999,UKR,178,58,27,3,4,6,2.5,,,,,,,,
87,32,Lagni,Bernardino,23,1999,ITA,,,31,2,3,7.666666667,11.33333333,,,,,,,,
280,33,Tuscan,Frédéric,22,1999,FRA,,,,0,2,11,,,,,,,,,
543,35,Zazvonil,Luka,20,1999,SLO,171,60,22,0,3,6.666666667,,,,,,,,,
683,36,Bosma,Peter,18,1999,SWE,177,64,22,0,4,4.5,,,,,,,,,
265,37,Jensterle,Franci,18,1999,SLO,180,70,32,3,3,6,0.8,2.5,,,,,,,
829,39,Kazbekov,Serik,14,1999,UKR,180,64,29,5,1,14,16,19.33333333,22.5,,,,,,
514,38,Giupponi,Luca,14,1999,ITA,178,62,31,8,1,14,7.4,14,13,11.5,12,9.666666667,2,,
845,40,Rakhmetov,Salavat,12,1999,RUS,172,55,32,8,1,12,25.75,23.66666667,27,19.66666667,27.66666667,29,57.66666667,,
930,41,Cehovin,Urh,10,1999,SLO,172,55,22,0,4,2.5,,,,,,,,,
351,43,Douloub,Iouri,9,1999,RUS,,,,0,1,9,,,,,,,,,
513,42,Daures,Luc,9,1999,FRA,,,,0,1,9,,,,,,,,,
525,46,Müller,Lukasz,8,1999,POL,182,64,22,0,2,4,,,,,,,,,
984,47,Resch,Zdenek,7,1999,CZE,179,70,27,0,1,7,,,,,,,,,
237,50,Sanganas,Enrico,6,1999,GER,,,,0,4,1.5,,,,,,,,,
569,51,Gallot-Lavallee,Mathieu,5,1999,FRA,172,62,26,3,1,5,5,6,,,,,,,
899,52,Lautenschläger,Timo,5,1999,GER,,,21,0,1,5,,,,,,,,,
867,53,Achermann,Thomas,4,1999,SUI,172,60,24,0,4,1,,,,,,,,,
447,56,Reis,Jürgen,3,1999,AUT,172,54,23,0,3,1,,,,,,,,,
840,55,Nourmamatov,Serguei,3,1999,RUS,165,51,23,3,1,3,1.333333333,,,,,,,,
711,54,Koran,Pavel,3,1999,CZE,166,52,25,4,4,0.75,0.75,4.5,,,,,,,
933,59,Schönenberger,Urs,2,1999,SUI,180,65,22,0,2,1,,,,,,,,,
795,57,Belhaj,Said,2,1999,SWE,164,55,18,0,2,1,,,,,,,,,
643,58,Carson,Neil,2,1999,GBR,169,60,29,5,2,1,0.75,1.666666667,4.75,10,,,,,
551,60,Bruseghini,Massimo,1,1999,ITA,,,31,0,1,1,,,,,,,,,
266,1,Legrand,François,345,1997,FRA,178,65,27,6,5,69,43,74,70,96,63.5,95,,,
275,3,Petit,François,246,1997,FRA,173,58,22,6,5,49.2,81.66666667,79,49.25,60.16666667,45.6,32,,,
109,4,Brenna,Cristian,244,1997,ITA,175,60,27,5,5,48.8,66.66666667,32,24,25.33333333,1,,,,
151,5,Sharma,Chris,231,1997,USA,184,48,16,0,3,77,,,,,,,,,
696,6,Dewilde,Paul,224,1997,FRA,178,70,27,3,5,44.8,28,20,1,,,,,,
521,7,Laurence,Ludovic,215,1997,FRA,,,24,2,5,43,26,7,,,,,,,
232,8,Ovchinnikov,Evgeny,150,1997,RUS,172,59,26,6,3,50,8,6,21.25,14,12.25,31.5,,,
172,10,Caude,David,137,1997,FRA,,,23,2,5,27.4,29,20.5,,,,,,,
8,11,Bindhammer,Andreas,134,1997,GER,170,55,24,2,5,26.8,20.75,,,,,,,,
375,12,Vickers,Ian,132,1997,GBR,,,23,5,5,26.4,34.5,32.5,39.25,25,,,,,
219,13,Chevieux,Elie,115,1997,SUI,176,60,24,6,5,23,34.66666667,61.25,38.5,26.33333333,38.83333333,24.66666667,,,
973,14,Hirayama,Yuji,112,1997,JPN,173,65,28,6,2,56,34.5,40.5,27.5,55.4,43,63,,,
845,16,Rakhmetov,Salavat,103,1997,RUS,172,55,30,6,4,25.75,23.66666667,27,19.66666667,27.66666667,29,57.66666667,,,
609,17,Petrenko,Maksym,102,1997,UKR,173,63,19,0,3,34,,,,,,,,,
542,18,Zardini,Luca,100,1997,ITA,177,61,25,6,5,20,59.33333333,18.5,16.75,28.5,48.66666667,10.66666667,,,
852,19,Chemoulinkine,Serguei,93,1997,RUS,,,24,3,4,23.25,23.66666667,7,,,,,,,
112,20,Bindhammer,Christian,90,1997,GER,172,57,21,2,5,18,27.66666667,2.75,,,,,,,
410,21,Golob,Jurij,77,1997,SLO,169,58,26,2,4,19.25,12,2,,,,,,,
554,23,Calibani,Mauro,68,1997,ITA,173,64,23,2,5,13.6,16,1,,,,,,,
548,24,Benian,Milan,59,1997,CZE,171,62,27,3,4,14.75,2.666666667,2,,,,,,,
755,25,Cabane,Rafael,55,1997,FRA,161,60,25,4,1,55,18.5,55,,,,,,,
861,26,Wandeler,Simon,52,1997,SUI,188,72,23,2,5,10.4,3.333333333,2,,,,,,,
227,27,Kryvosheytsev,Yevgen,48,1997,UKR,182,70,28,3,3,16,12,5.333333333,4.666666667,,,,,,
838,28,Millet,Sylvain,46,1997,FRA,173,60,19,1,2,23,18.5,,,,,,,,
701,29,Gisler,Pascal,40,1997,SUI,174,59,21,3,4,10,24,8,2.666666667,,,,,,
514,31,Giupponi,Luca,37,1997,ITA,178,62,29,6,5,7.4,14,13,11.5,12,9.666666667,2,,,
193,32,Lella,Donato,35,1997,ITA,173,65,32,1,4,8.75,1.5,,,,,,,,
87,34,Lagni,Bernardino,34,1997,ITA,,,29,0,3,11.33333333,,,,,,,,,
789,33,Alippi,Stefano,34,1997,ITA,175,69,29,6,2,17,16,18,19.25,21.33333333,10,20,,,
307,35,Miller,Garth,32,1997,AUS,170,57,22,0,4,8,,,,,,,,,
279,37,Sarkany,Frederic,18,1997,BEL,170,55,21,1,4,4.5,28,,,,,,,,
572,36,Havlik,Marek,18,1997,CZE,180,60,24,4,4,4.5,5,,,,,,,,
211,38,Villien,David,16,1997,FRA,170,56,27,4,5,3.2,7.5,3,16,14,,,,,
569,39,Gallot-Lavallee,Mathieu,15,1997,FRA,172,62,24,1,3,5,6,,,,,,,,
339,40,Milewski,Hans,14,1997,AUT,175,65,19,1,3,4.666666667,2,,,,,,,,
271,42,Martinez,Fernando,10,1997,ESP,,,,0,3,3.333333333,,,,,,,,,
906,45,Oleksy,Tomasz,9,1997,POL,180,64,21,0,3,3,,,,,,,,,
879,43,Fairfield,Timmy,9,1997,CAN,170,60,28,2,1,9,2,2,,,,,,,
773,46,Otegui Zubiyaga,Ricardo,8,1997,ESP,,,,2,2,4,2,,,,,,,,
472,47,Branford,Kevin,7,1997,USA,175,65,18,0,1,7,,,,,,,,,
185,48,Jandenand,Damien,6,1997,FRA,,,,0,4,1.5,,,,,,,,,
121,55,Manzanedo,César Ciudad,4,1997,ESP,166,54,21,0,3,1.333333333,,,,,,,,,
265,53,Jensterle,Franci,4,1997,SLO,180,70,30,1,5,0.8,2.5,,,,,,,,
751,50,Brunel,Ralph,4,1997,ITA,184,62,20,0,2,2,,,,,,,,,
870,51,Caldwell,Tommy,4,1997,USA,170,67,19,0,3,1.333333333,,,,,,,,,
650,54,Le Gall,Nicolas,4,1997,FRA,,,,0,1,4,,,,,,,,,
769,56,Mate,Robert,4,1997,GER,170,60,19,2,4,1,2.5,,,,,,,,
458,57,Son,Jung-Jun,4,1997,KOR,176,67,31,6,1,4,4,4,3,,,,,,
711,59,Koran,Pavel,3,1997,CZE,166,52,23,2,4,0.75,4.5,,,,,,,,
643,58,Carson,Neil,3,1997,GBR,169,60,27,3,4,0.75,1.666666667,4.75,10,,,,,,
629,62,Sova,Matej,1,1997,SLO,,,18,0,3,0.333333333,,,,,,,,,
778,61,Scarian,Riccardo,1,1997,ITA,183,63,29,0,3,0.333333333,,,,,,,,,
726,60,Pons,Pedro,1,1997,ESP,168,64,28,4,1,1,17.66666667,13.66666667,22.5,3.333333333,,,,,
209,63,Stepanjan,David,1,1997,SLO,,,,0,3,0.333333333,,,,,,,,,
275,2,Petit,François,245,1996,FRA,173,58,21,5,3,81.66666667,79,49.25,60.16666667,45.6,32,,,,
109,3,Brenna,Cristian,200,1996,ITA,175,60,26,4,3,66.66666667,32,24,25.33333333,1,,,,,
542,4,Zardini,Luca,178,1996,ITA,177,61,24,5,3,59.33333333,18.5,16.75,28.5,48.66666667,10.66666667,,,,
266,5,Legrand,François,129,1996,FRA,178,65,26,5,3,43,74,70,96,63.5,95,,,,
219,6,Chevieux,Elie,104,1996,SUI,176,60,23,5,3,34.66666667,61.25,38.5,26.33333333,38.83333333,24.66666667,,,,
172,7,Caude,David,87,1996,FRA,,,22,1,3,29,20.5,,,,,,,,
696,8,Dewilde,Paul,84,1996,FRA,178,70,26,2,3,28,20,1,,,,,,,
112,10,Bindhammer,Christian,83,1996,GER,172,57,20,1,3,27.66666667,2.75,,,,,,,,
845,14,Rakhmetov,Salavat,71,1996,RUS,172,55,29,5,3,23.66666667,27,19.66666667,27.66666667,29,57.66666667,,,,
852,13,Chemoulinkine,Serguei,71,1996,RUS,,,23,2,3,23.66666667,7,,,,,,,,
973,15,Hirayama,Yuji,69,1996,JPN,173,65,27,5,2,34.5,40.5,27.5,55.4,43,63,,,,
279,16,Sarkany,Frederic,56,1996,BEL,170,55,20,0,2,28,,,,,,,,,
726,17,Pons,Pedro,53,1996,ESP,168,64,27,3,3,17.66666667,13.66666667,22.5,3.333333333,,,,,,
789,18,Alippi,Stefano,48,1996,ITA,175,69,28,5,3,16,18,19.25,21.33333333,10,20,,,,
268,20,Lombard,François,43,1996,FRA,180,62,25,5,1,43,56.75,75.5,42,22.66666667,53,,,,
461,21,Tribout,Jean-Baptiste,43,1996,FRA,173,63,35,5,1,43,43,51.75,23.8,44.16666667,50,,,,
838,22,Millet,Sylvain,37,1996,FRA,173,60,18,0,2,18.5,,,,,,,,,
227,23,Kryvosheytsev,Yevgen,36,1996,UKR,182,70,27,2,3,12,5.333333333,4.666666667,,,,,,,
829,25,Kazbekov,Serik,32,1996,UKR,180,64,26,2,2,16,19.33333333,22.5,,,,,,,
554,24,Calibani,Mauro,32,1996,ITA,173,64,22,1,2,16,1,,,,,,,,
514,26,Giupponi,Luca,28,1996,ITA,178,62,28,5,2,14,13,11.5,12,9.666666667,2,,,,
521,27,Laurence,Ludovic,26,1996,FRA,,,23,1,1,26,7,,,,,,,,
410,29,Golob,Jurij,24,1996,SLO,169,58,25,1,2,12,2,,,,,,,,
701,28,Gisler,Pascal,24,1996,SUI,174,59,20,2,1,24,8,2.666666667,,,,,,,
492,31,Rakhmetov,Kairat,16,1996,KAZ,171,58,33,5,3,5.333333333,8,20.66666667,7.2,0.5,5,,,,
211,32,Villien,David,15,1996,FRA,170,56,26,3,2,7.5,3,16,14,,,,,,
569,33,Gallot-Lavallee,Mathieu,12,1996,FRA,172,62,23,0,2,6,,,,,,,,,
734,34,Samoiline,Pavel,12,1996,RUS,180,55,22,5,1,12,4,27,28.2,28,12.5,,,,
938,35,Gucek,Vili,11,1996,SLO,176,60,30,3,3,3.666666667,2.25,2.5,1.666666667,,,,,,
861,36,Wandeler,Simon,10,1996,SUI,188,72,22,1,3,3.333333333,2,,,,,,,,
232,39,Ovchinnikov,Evgeny,8,1996,RUS,172,59,25,5,1,8,6,21.25,14,12.25,31.5,,,,
171,38,Carretero Perez,David,8,1996,ESP,171,57,19,2,2,4,5,19,,,,,,,
678,41,Arocena,Patxi,7,1996,ESP,175,61,31,5,1,7,17.75,16.75,5.166666667,31.5,31,,,,
116,42,Bucher,Christoph,7,1996,GER,160,57,27,5,2,3.5,18.25,9.4,10.25,2,,,,,
880,43,Feuerstein,Thomas,7,1996,AUT,168,55,18,0,2,3.5,,,,,,,,,
354,45,Gusak,Igor,5,1996,UKR,178,58,24,0,2,2.5,,,,,,,,,
265,46,Jensterle,Franci,5,1996,SLO,180,70,29,0,2,2.5,,,,,,,,,
643,44,Carson,Neil,5,1996,GBR,169,60,26,2,3,1.666666667,4.75,10,,,,,,,
840,48,Nourmamatov,Serguei,4,1996,RUS,165,51,20,0,3,1.333333333,,,,,,,,,
879,47,Fairfield,Timmy,4,1996,CAN,170,60,27,1,2,2,2,,,,,,,,
458,49,Son,Jung-Jun,4,1996,KOR,176,67,30,5,1,4,4,3,,,,,,,
193,50,Lella,Donato,3,1996,ITA,173,65,31,0,2,1.5,,,,,,,,,
562,51,Dutray,Mathieu,2,1996,FRA,,,23,0,1,2,,,,,,,,,
339,52,Milewski,Hans,2,1996,AUT,175,65,18,0,1,2,,,,,,,,,
275,1,Petit,François,316,1995,FRA,173,58,20,4,4,79,49.25,60.16666667,45.6,32,,,,,
266,2,Legrand,François,296,1995,FRA,178,65,25,4,4,74,70,96,63.5,95,,,,,
219,4,Chevieux,Elie,245,1995,SUI,176,60,22,4,4,61.25,38.5,26.33333333,38.83333333,24.66666667,,,,,
268,5,Lombard,François,227,1995,FRA,180,62,24,4,4,56.75,75.5,42,22.66666667,53,,,,,
461,6,Tribout,Jean-Baptiste,172,1995,FRA,173,63,34,4,4,43,51.75,23.8,44.16666667,50,,,,,
973,7,Hirayama,Yuji,162,1995,JPN,173,65,26,4,4,40.5,27.5,55.4,43,63,,,,,
250,8,Coffy,François,142,1995,FRA,174,60,25,3,4,35.5,33.25,18,1,,,,,,
109,9,Brenna,Cristian,128,1995,ITA,175,60,25,3,4,32,24,25.33333333,1,,,,,,
8,11,Bindhammer,Andreas,83,1995,GER,170,55,22,0,4,20.75,,,,,,,,,
845,12,Rakhmetov,Salavat,81,1995,RUS,172,55,28,4,3,27,19.66666667,27.66666667,29,57.66666667,,,,,
542,13,Zardini,Luca,74,1995,ITA,177,61,23,4,4,18.5,16.75,28.5,48.66666667,10.66666667,,,,,
116,14,Bucher,Christoph,73,1995,GER,160,57,26,4,4,18.25,9.4,10.25,2,,,,,,
789,15,Alippi,Stefano,72,1995,ITA,175,69,27,4,4,18,19.25,21.33333333,10,20,,,,,
678,16,Arocena,Patxi,71,1995,ESP,175,61,30,4,4,17.75,16.75,5.166666667,31.5,31,,,,,
