,Rank,Name,Name.1,Nation,Points,1377,1372,1371,1373,1387,1379,2012,event,gender,athlete_id
20,21,Amma,Sachi,JPN,74.00,,,,23. 7.00,20. 12.00,4. 55.00,2012,boulder,MEN,7225
21,21,de Leeuw,Nicky,NED,74.00,,,8. 40.00,,23. 6.00,12. 28.00,2012,boulder,MEN,6098
22,23,Gullsten,Anthony,FIN,66.00,,9. 37.00,11. 29.00,,,,2012,boulder,MEN,9504
23,24,Conrad,Mathias,GER,65.00,13. 26.00,,25. 5.00,15. 22.00,,20. 12.00,2012,boulder,MEN,6569
24,24,Tauporn,Thomas,GER,65.00,,,,,3. 65.00,,2012,boulder,MEN,6564
25,26,Feehally,Edward,GBR,63.00,20. 12.00,,5. 51.00,,,,2012,boulder,MEN,8190
26,27,Julien,Stephane,FRA,61.00,7. 41.00,,,,,16. 20.00,2012,boulder,MEN,826
27,28,Kassay,James,AUS,52.00,,13. 26.00,13. 26.00,,,,2012,boulder,MEN,7202
28,29,Huerta,Mauricio,MEX,49.00,17. 18.00,11. 31.00,,,,,2012,boulder,MEN,6881
29,30,Kim,Jabee,KOR,48.00,,,29. 1.00,,,6. 47.00,2012,boulder,MEN,5799
30,31,Stranik,Martin,CZE,40.00,,,,8. 40.00,,,2012,boulder,MEN,6489
31,32,Core,Christian,ITA,37.00,,,9. 37.00,,,,2012,boulder,MEN,122
32,33,Lechner,Mario,AUT,34.00,,,19. 14.00,16. 20.00,,,2012,boulder,MEN,6987
33,33,Preti,Lucas,ITA,34.00,,,18. 16.00,27. 2.00,18. 16.00,,2012,boulder,MEN,2606
34,33,Sanchez González,Ignacio,ESP,34.00,,,,9. 34.00,,,2012,boulder,MEN,3234
35,33,Woods,Daniel,USA,34.00,,10. 34.00,,,,,2012,boulder,MEN,6308
36,37,Watson,Adam,GBR,31.00,11. 31.00,,,,,,2012,boulder,MEN,8100
37,38,Barrans,David,GBR,30.00,27. 3.00,,23. 7.00,27. 2.00,17. 18.00,,2012,boulder,MEN,7492
38,38,Mecherzynski-Wiktor,Andrzej,POL,30.00,12. 28.00,,,27. 2.00,,,2012,boulder,MEN,2638
39,38,Webb-Parsons,Christopher,AUS,30.00,,15. 22.00,,27. 2.00,23. 6.00,,2012,boulder,MEN,6679
40,41,Jongeneelen,Wouter,NED,29.00,,30. 1.00,,,23. 6.00,15. 22.00,2012,boulder,MEN,961
41,42,Landman,Tyler,GBR,24.00,,14. 24.00,,,,,2012,boulder,MEN,6724
42,42,Shalagin,Mykhaylo,UKR,24.00,,,,18. 15.00,21. 9.00,,2012,boulder,MEN,3205
43,44,Blaser,Benjamin,SUI,23.00,16. 20.00,,27. 3.00,,,,2012,boulder,MEN,6006
44,45,Januel,Nicolas,FRA,18.00,,,,17. 18.00,,,2012,boulder,MEN,3176
45,45,Traversi,Carlo,USA,18.00,,17. 18.00,,,,,2012,boulder,MEN,7282
46,45,Tsumori,Akito,JPN,18.00,,,,,,17. 18.00,2012,boulder,MEN,9104
47,48,Hong,Matty,USA,16.00,,18. 16.00,,,,,2012,boulder,MEN,9669
48,49,Bokhari,Hafzanizam,MAS,14.00,19. 14.00,,,,,,2012,boulder,MEN,5459
49,49,Fritz,Alex,USA,14.00,,19. 14.00,,,,,2012,boulder,MEN,9665
50,49,Murai,Ryuichi,JPN,14.00,,,,,,19. 14.00,2012,boulder,MEN,9103
51,52,Andersson,Daniel,SWE,12.00,,,,20. 12.00,,,2012,boulder,MEN,9551
52,52,Larson,Josh,USA,12.00,,20. 12.00,,,,,2012,boulder,MEN,10463
53,54,Hemund,Kevin,SUI,11.00,23. 7.00,,,,27. 4.00,,2012,boulder,MEN,5216
54,55,Haiko,Jan,AUT,10.00,,,,21. 10.00,,,2012,boulder,MEN,6983
55,55,Qiu,hongshu,CHN,10.00,,,,,,21. 10.00,2012,boulder,MEN,10970
56,57,Farcy,Nicolas,BEL,9.00,,,,22. 9.00,,,2012,boulder,MEN,7548
57,57,O'Rourke,Michael,USA,9.00,,22. 9.00,,,,,2012,boulder,MEN,11081
58,57,Suolang,Jiacuo,CHN,9.00,,,,,,22. 9.00,2012,boulder,MEN,8900
59,60,Johnson,Alex,USA,8.00,,23. 8.00,,,,,2012,boulder,MEN,9361
60,60,Zhong,QiXin,CHN,8.00,,,,,,23. 8.00,2012,boulder,MEN,7994
61,62,Lachat,Cédric,SUI,7.00,23. 7.00,,,,,,2012,boulder,MEN,2583
62,62,Yamauchi,Makoto,JPN,7.00,,24. 7.00,,,,,2012,boulder,MEN,10978
63,64,HO,Sin-fai,HKG,6.00,,,,,,24. 6.00,2012,boulder,MEN,7251
64,64,Kaiser,Francois,FRA,6.00,,,29. 1.00,25. 5.00,,,2012,boulder,MEN,8289
65,64,Ma,ZiDa,CHN,6.00,,,,,,24. 6.00,2012,boulder,MEN,9415
66,67,Nitta,Tatsumi,JPN,5.00,25. 5.00,,,,,,2012,boulder,MEN,9100
67,67,Tang,Siu-hei,HKG,5.00,,,,,,26. 5.00,2012,boulder,MEN,9319
68,69,Qu,HaiBin,CHN,4.00,,,,,,27. 4.00,2012,boulder,MEN,8536
69,69,Wilder,Matt,USA,4.00,,26. 4.00,,,,,2012,boulder,MEN,10474
70,71,Levin,Josh,USA,3.00,,28. 3.00,,,,,2012,boulder,MEN,8211
71,72,Lerner,Zach,USA,2.00,,29. 2.00,,,,,2012,boulder,MEN,6714
72,73,Megos,Alexander,GER,1.00,29. 1.00,,,,,,2012,boulder,MEN,9058
73,73,Newman,Tom,GBR,1.00,,,,,29. 1.00,,2012,boulder,MEN,6721
74,73,Scarperi,Stefan,ITA,1.00,,,,,29. 1.00,,2012,boulder,MEN,7068
