,Rank,Name,Name.1,Nation,Points,1377,1372,1371,1373,1387,1379,2012,event,gender,athlete_id
0,1,Stöhr,Anna,AUT,425.00,2. 80.00,1. 100.00,1. 100.00,5. (51.00),3. 65.00,2. 80.00,2012,boulder,WOMEN,5630
1,2,Noguchi,Akiyo,JPN,394.00,1. 100.00,11. (31.00),7. 43.00,1. 100.00,5. 51.00,1. 100.00,2012,boulder,WOMEN,6326
2,3,Coxsey,Shauna,GBR,350.00,,2. 80.00,2. 80.00,4. 55.00,2. 80.00,4. 55.00,2012,boulder,WOMEN,8247
3,4,Markovic,Mina,SLO,304.00,8. 40.00,9. 37.00,12. (28.00),2. 80.00,1. 100.00,6. 47.00,2012,boulder,WOMEN,5169
4,5,Puccio,Alex,USA,245.00,10. 34.00,5. 51.00,4. 55.00,3. 65.00,16. (20.00),8. 40.00,2012,boulder,WOMEN,7286
5,6,Le Neve,Melissa,FRA,238.00,4. 55.00,8. 40.00,3. 65.00,10. 31.00,6. 47.00,14. (24.00),2012,boulder,WOMEN,9074
6,6,Wurm,Juliane,GER,238.00,3. 65.00,3. 65.00,10. 34.00,7. 43.00,11. 31.00,16. (20.00),2012,boulder,WOMEN,6064
7,8,Sandoz,Mélanie,FRA,191.00,6. 47.00,6. 47.00,16. 20.00,15. (17.00),8. 40.00,9. 37.00,2012,boulder,WOMEN,6220
8,9,Oda,Momoka,JPN,189.00,7. 43.00,,8. 40.00,15. 17.00,4. 55.00,10. 34.00,2012,boulder,WOMEN,9097
9,10,KIM,Jain,KOR,171.00,11. 31.00,12. 28.00,6. 47.00,,,3. 65.00,2012,boulder,WOMEN,5983
10,11,Saurwein,Katharina,AUT,162.00,9. 37.00,7. 43.00,5. 51.00,23. 7.00,14. 24.00,,2012,boulder,WOMEN,5244
11,12,Chevrier,Anne-Laure,FRA,145.00,24. 7.00,10. 34.00,14. 24.00,9. 37.00,7. 43.00,,2012,boulder,WOMEN,5636
12,13,Gallyamova,Anna,RUS,137.00,5. 51.00,,9. 37.00,10. 31.00,17. 18.00,,2012,boulder,WOMEN,5146
13,14,Retschy,Monika,GER,127.00,13. 26.00,15. 22.00,21. 10.00,13. 26.00,27. (3.00),7. 43.00,2012,boulder,WOMEN,7641
14,15,Avezou,Cecile,FRA,109.00,18. 16.00,22. 9.00,13. 26.00,25. (5.00),23. 7.00,5. 51.00,2012,boulder,WOMEN,1055
15,16,Iakovleva,Olga,RUS,89.00,17. 18.00,,11. 31.00,8. 40.00,,,2012,boulder,WOMEN,2807
16,17,Shemulinkina,Tatiana,RUS,82.00,12. 28.00,,19. 14.00,28. 3.00,9. 37.00,,2012,boulder,WOMEN,5155
17,18,Zijlstra,Vera,NED,59.00,,,27. 4.00,14. 24.00,25. 5.00,13. 26.00,2012,boulder,WOMEN,5641
18,19,Chereshneva,Yana,RUS,58.00,,,,,12. 27.00,11. 31.00,2012,boulder,WOMEN,6324
19,19,Leslie-Wujastyk,Mina,GBR,58.00,15. 22.00,20. 12.00,24. 6.00,,,17. 18.00,2012,boulder,WOMEN,9221
20,21,Johnson,Alex,USA,55.00,,4. 55.00,,,,,2012,boulder,WOMEN,6325
21,22,Vidmar,Maja,SLO,51.00,,,,15. 17.00,10. 34.00,,2012,boulder,WOMEN,3482
22,23,Bacher,Sabine,AUT,48.00,21. 10.00,,17. 18.00,15. 17.00,27. 3.00,,2012,boulder,WOMEN,2821
23,23,Shalagina,Olga,UKR,48.00,,,,6. 47.00,29. 1.00,,2012,boulder,WOMEN,3268
24,25,Klingler,Petra,SUI,46.00,16. 20.00,,23. 8.00,21. 9.00,21. 9.00,,2012,boulder,WOMEN,6367
25,26,Stotz,Rebekka,SUI,41.00,,,30. 1.00,10. 31.00,21. 9.00,,2012,boulder,WOMEN,8878
26,27,Payne,Angela,USA,35.00,,17. 18.00,,15. 17.00,,,2012,boulder,WOMEN,3322
27,28,Thévenet,Marine,FRA,32.00,,,,25. 5.00,12. 27.00,,2012,boulder,WOMEN,6514
28,29,PAN,Xuhua,CHN,28.00,,,,,,12. 28.00,2012,boulder,WOMEN,8787
