,Rank,Name,Name.1,Nation,Points,1377,1372,1371,1373,1387,1379,2012,event,gender,athlete_id
29,30,Kipriianova,Ekaterina,RUS,27.00,,,,25. 5.00,15. 22.00,,2012,boulder,WOMEN,6078
30,31,Bibik,Olga,RUS,26.00,,,29. 2.00,15. 17.00,23. 7.00,,2012,boulder,WOMEN,1308
31,31,Jenerik,Cicada,USA,26.00,,13. 26.00,,,,,2012,boulder,WOMEN,9178
32,33,Posch,Katharina,AUT,25.00,,,18. 16.00,21. 9.00,,,2012,boulder,WOMEN,8896
33,34,Abramchuk,Yulia,RUS,24.00,14. 24.00,,,,,,2012,boulder,WOMEN,2736
34,34,Asher,Elizabeth,USA,24.00,,14. 24.00,,,,,2012,boulder,WOMEN,3677
35,36,Chapet,Manon,FRA,22.00,,,15. 22.00,,,,2012,boulder,WOMEN,9220
36,36,SA,Sol,KOR,22.00,,,,,,15. 22.00,2012,boulder,WOMEN,9266
37,38,Hagiwara,Asaki,JPN,21.00,26. 5.00,,,,18. 16.00,,2012,boulder,WOMEN,7487
38,39,Yasuda,Atori,JPN,20.00,,16. 20.00,,,,,2012,boulder,WOMEN,9099
39,40,Cox,Chauncenia,USA,16.00,,18. 16.00,,,,,2012,boulder,WOMEN,7931
40,40,RENQING,LaMu,CHN,16.00,,,,,,18. 16.00,2012,boulder,WOMEN,9191
41,42,Blair-Coyle,Sierra,USA,14.00,,19. 14.00,,,,,2012,boulder,WOMEN,8256
42,42,JIANG,Rong,CHN,14.00,,,,,,19. 14.00,2012,boulder,WOMEN,9190
43,42,Whittaker,Katy,GBR,14.00,19. 14.00,,,,,,2012,boulder,WOMEN,6701
44,45,Leiner,Isabell,GER,13.00,,,,,19. 13.00,,2012,boulder,WOMEN,7609
45,45,Vidmar,Katja,SLO,13.00,,,,,19. 13.00,,2012,boulder,WOMEN,3137
46,47,Karalus,Dorothea,GER,12.00,20. 12.00,,,,,,2012,boulder,WOMEN,11455
47,47,Kudrova,Nelly,CZE,12.00,,,20. 12.00,,,,2012,boulder,WOMEN,6593
48,47,RenZeng,WangMu,CHN,12.00,,,,,,20. 12.00,2012,boulder,WOMEN,10089
49,50,Lavarda,Jenny,ITA,11.00,,,24. 6.00,,25. 5.00,,2012,boulder,WOMEN,1179
50,51,Hensley,Tiffany,USA,10.00,,21. 10.00,,,,,2012,boulder,WOMEN,7290
51,51,gesang,wangmu,CHN,10.00,,,,,,21. 10.00,2012,boulder,WOMEN,10102
52,53,Bacher,Barbara,AUT,9.00,,,22. 9.00,,,,2012,boulder,WOMEN,1030
53,53,Lee,Hung Ying,TPE,9.00,22. 9.00,,,,,,2012,boulder,WOMEN,8122
54,53,Schwab,Tabea,SUI,9.00,23. 8.00,,,29. 1.00,,,2012,boulder,WOMEN,3885
55,56,Szekely,Andrea Brigitta,HUN,8.00,,23. 8.00,,,,,2012,boulder,WOMEN,6696
56,57,Fakhritdinova,Dinara,RUS,7.00,,,,23. 7.00,,,2012,boulder,WOMEN,7576
57,58,Pichler,Stefanie,AUT,6.00,,,26. 5.00,29. 1.00,,,2012,boulder,WOMEN,7559
58,58,Rodriguez,Maria Fernanda De Je,MEX,6.00,,24. 6.00,,,,,2012,boulder,WOMEN,6888
59,58,Williams,Nina,USA,6.00,,24. 6.00,,,,,2012,boulder,WOMEN,11080
60,58,Winter,Julia,GER,6.00,25. 6.00,,,,,,2012,boulder,WOMEN,3458
61,62,Merrick,Diane,GBR,4.00,27. 4.00,,,,,,2012,boulder,WOMEN,8759
62,62,Van liere,Mirthe,NED,4.00,,26. 4.00,,,,,2012,boulder,WOMEN,10383
63,62,Youngwerth,Tyler,USA,4.00,,26. 4.00,,,,,2012,boulder,WOMEN,9336
64,65,Peet,Gill,GBR,3.00,28. 3.00,,,,,,2012,boulder,WOMEN,9882
65,65,Rajfova,Silvie,CZE,3.00,,,28. 3.00,,,,2012,boulder,WOMEN,6075
66,65,Sethna,Elise,CAN,3.00,,28. 3.00,,,,,2012,boulder,WOMEN,9138
67,68,Ebler,Daniela,SWE,2.00,29. 2.00,,,,,,2012,boulder,WOMEN,10972
68,68,Jaakkola,Eevi,FIN,2.00,,29. 2.00,,,,,2012,boulder,WOMEN,10379
69,70,Kremer,Valeri,ISR,1.00,30. 1.00,,,,,,2012,boulder,WOMEN,8380
70,70,Miller,Delaney,USA,1.00,,30. 1.00,,,,,2012,boulder,WOMEN,9673
71,70,Ruzickova,Petra,CZE,1.00,,,,,29. 1.00,,2012,boulder,WOMEN,10418
